x,y,timestamp,subarray
17403516,0.01,2025-02-25T09:23:37.738172+00:00,0
17403552,0.01189,2025-02-25T09:23:37.738172+00:00,0
17403588,0.01243,2025-02-25T09:23:37.738172+00:00,0
17403624,0.00768,2025-02-25T09:23:37.738172+00:00,0
17403660,0.00393,2025-02-25T09:23:37.738172+00:00,0
17403696,0.007,2025-02-25T09:23:37.738172+00:00,0
17403732,0.052,2025-02-25T09:23:37.738172+00:00,0
17403768,0.08929,2025-02-25T09:23:37.738172+00:00,0
17403804,0.11033,2025-02-25T09:23:37.738172+00:00,0
17403840,0.0955,2025-02-25T09:23:37.738172+00:00,0
17403876,0.08186,2025-02-25T09:23:37.738172+00:00,0
17403912,0.085,2025-02-25T09:23:37.738172+00:00,0
17403948,0.08304,2025-02-25T09:23:37.738172+00:00,0
17403984,0.08419,2025-02-25T09:23:37.738172+00:00,0
17404020,0.08736,2025-02-25T09:23:37.738172+00:00,0
17404056,0.0932,2025-02-25T09:23:37.738172+00:00,0
17404092,0.10355,2025-02-25T09:23:37.738172+00:00,0
17404128,0.11453,2025-02-25T09:23:37.738172+00:00,0
17404164,0.1407,2025-02-25T09:23:37.738172+00:00,0
17404200,0.15071,2025-02-25T09:23:37.738172+00:00,0
17404236,0.13066,2025-02-25T09:23:37.738172+00:00,0
17404272,0.113,2025-02-25T09:23:37.738172+00:00,0
17404308,0.11196,2025-02-25T09:23:37.738172+00:00,0
17404344,0.10685,2025-02-25T09:23:37.738172+00:00,0
17404380,0.09058,2025-02-25T09:23:37.738172+00:00,0
17404416,0.08997,2025-02-25T09:23:37.738172+00:00,0
17404452,0.09242,2025-02-25T09:23:37.738172+00:00,0
17404488,0.09244,2025-02-25T09:23:37.738172+00:00,0
17404524,0.09432,2025-02-25T09:23:37.738172+00:00,0
17404560,0.1035,2025-02-25T09:23:37.738172+00:00,0
17404596,0.14,2025-02-25T09:23:37.738172+00:00,0
17404632,0.15941,2025-02-25T09:23:37.738172+00:00,0
17404668,0.16648,2025-02-25T09:23:37.738172+00:00,0
17404704,0.14961,2025-02-25T09:23:37.738172+00:00,0
17404740,0.13488,2025-02-25T09:23:37.738172+00:00,0
17404776,0.12183,2025-02-25T09:23:37.738172+00:00,0
17404812,0.1185,2025-02-25T09:23:37.738172+00:00,0
17404848,0.11756,2025-02-25T09:23:37.738172+00:00,0
17404884,0.12439,2025-02-25T09:23:37.738172+00:00,0
17404920,0.13467,2025-02-25T09:23:37.738172+00:00,0
17404956,0.15796,2025-02-25T09:23:37.738172+00:00,0
17404992,0.19493,2025-02-25T09:23:37.738172+00:00,0
17405028,0.2158,2025-02-25T09:23:37.738172+00:00,0
17405064,0.17945,2025-02-25T09:23:37.738172+00:00,0
17405100,0.15428,2025-02-25T09:23:37.738172+00:00,0
17405136,0.13897,2025-02-25T09:23:37.738172+00:00,0
17405172,0.12641,2025-02-25T09:23:37.738172+00:00,0
17405208,0.11209,2025-02-25T09:23:37.738172+00:00,0
17405243.999722224,0.11209,2025-02-25T09:23:37.738172+00:00,0
17403516,0.154,2025-02-25T09:23:37.738172+00:00,1
17403552,0.146,2025-02-25T09:23:37.738172+00:00,1
17403588,0.143,2025-02-25T09:23:37.738172+00:00,1
17403624,0.14,2025-02-25T09:23:37.738172+00:00,1
17403660,0.141,2025-02-25T09:23:37.738172+00:00,1
17403696,0.15,2025-02-25T09:23:37.738172+00:00,1
17403732,0.175,2025-02-25T09:23:37.738172+00:00,1
17403768,0.197,2025-02-25T09:23:37.738172+00:00,1
17403804,0.205,2025-02-25T09:23:37.738172+00:00,1
17403840,0.195,2025-02-25T09:23:37.738172+00:00,1
17403876,0.183,2025-02-25T09:23:37.738172+00:00,1
17403912,0.177,2025-02-25T09:23:37.738172+00:00,1
17403948,0.168,2025-02-25T09:23:37.738172+00:00,1
17403984,0.167,2025-02-25T09:23:37.738172+00:00,1
17404020,0.165,2025-02-25T09:23:37.738172+00:00,1
17404056,0.17,2025-02-25T09:23:37.738172+00:00,1
17404092,0.175,2025-02-25T09:23:37.738172+00:00,1
17404128,0.195,2025-02-25T09:23:37.738172+00:00,1
17404164,0.203,2025-02-25T09:23:37.738172+00:00,1
17404200,0.119,2025-02-25T09:23:37.738172+00:00,1
17404236,0.114,2025-02-25T09:23:37.738172+00:00,1
17404272,0.103,2025-02-25T09:23:37.738172+00:00,1
17404308,0.1,2025-02-25T09:23:37.738172+00:00,1
17404344,0.088,2025-02-25T09:23:37.738172+00:00,1
17404380,0.092,2025-02-25T09:23:37.738172+00:00,1
17404416,0.089,2025-02-25T09:23:37.738172+00:00,1
17404452,0.088,2025-02-25T09:23:37.738172+00:00,1
17404488,0.087,2025-02-25T09:23:37.738172+00:00,1
17404524,0.09,2025-02-25T09:23:37.738172+00:00,1
17404560,0.101,2025-02-25T09:23:37.738172+00:00,1
17404596,0.129,2025-02-25T09:23:37.738172+00:00,1
17404632,0.153,2025-02-25T09:23:37.738172+00:00,1
17404668,0.161,2025-02-25T09:23:37.738172+00:00,1
17404704,0.151,2025-02-25T09:23:37.738172+00:00,1
17404740,0.14,2025-02-25T09:23:37.738172+00:00,1
17404776,0.134,2025-02-25T09:23:37.738172+00:00,1
17404812,0.126,2025-02-25T09:23:37.738172+00:00,1
17404848,0.125,2025-02-25T09:23:37.738172+00:00,1
17404884,0.125,2025-02-25T09:23:37.738172+00:00,1
17404920,0.131,2025-02-25T09:23:37.738172+00:00,1
17404956,0.138,2025-02-25T09:23:37.738172+00:00,1
17404992,0.159,2025-02-25T09:23:37.738172+00:00,1
17405028,0.169,2025-02-25T09:23:37.738172+00:00,1
17405064,0.177,2025-02-25T09:23:37.738172+00:00,1
17405100,0.165,2025-02-25T09:23:37.738172+00:00,1
17405136,0.146,2025-02-25T09:23:37.738172+00:00,1
17405172,0.136,2025-02-25T09:23:37.738172+00:00,1
17405208,0.117,2025-02-25T09:23:37.738172+00:00,1
17405244,0.109,2025-02-25T09:23:37.738172+00:00,1
17405280,0.098,2025-02-25T09:23:37.738172+00:00,1
17405316,0.095,2025-02-25T09:23:37.738172+00:00,1
17405352,0.091,2025-02-25T09:23:37.738172+00:00,1
17405388,0.092,2025-02-25T09:23:37.738172+00:00,1
17405424,0.1,2025-02-25T09:23:37.738172+00:00,1
17405460,0.125,2025-02-25T09:23:37.738172+00:00,1
17405496,0.147,2025-02-25T09:23:37.738172+00:00,1
17405532,0.153,2025-02-25T09:23:37.738172+00:00,1
17405568,0.141,2025-02-25T09:23:37.738172+00:00,1
17405604,0.127,2025-02-25T09:23:37.738172+00:00,1
17405640,0.119,2025-02-25T09:23:37.738172+00:00,1
