x,y,timestamp,subarray
17434620,0.09307,2025-04-02T00:00:04.880261+00:00,0
17434656,0.09084,2025-04-02T00:00:04.880261+00:00,0
17434692,0.0905,2025-04-02T00:00:04.880261+00:00,0
17434728,0.08871,2025-04-02T00:00:04.880261+00:00,0
17434764,0.09755,2025-04-02T00:00:04.880261+00:00,0
17434800,0.12183,2025-04-02T00:00:04.880261+00:00,0
17434836,0.17574,2025-04-02T00:00:04.880261+00:00,0
17434872,0.15937,2025-04-02T00:00:04.880261+00:00,0
17434908,0.10642,2025-04-02T00:00:04.880261+00:00,0
17434944,0.0775,2025-04-02T00:00:04.880261+00:00,0
17434980,0.05272,2025-04-02T00:00:04.880261+00:00,0
17435016,0.01,2025-04-02T00:00:04.880261+00:00,0
17435052,-0.02,2025-04-02T00:00:04.880261+00:00,0
17435088,-0.03,2025-04-02T00:00:04.880261+00:00,0
17435124,-0.003,2025-04-02T00:00:04.880261+00:00,0
17435160,0.0411,2025-04-02T00:00:04.880261+00:00,0
17435196,0.06867,2025-04-02T00:00:04.880261+00:00,0
17435232,0.10578,2025-04-02T00:00:04.880261+00:00,0
17435268,0.13972,2025-04-02T00:00:04.880261+00:00,0
17435304,0.13118,2025-04-02T00:00:04.880261+00:00,0
17435340,0.10426,2025-04-02T00:00:04.880261+00:00,0
17435376,0.09267,2025-04-02T00:00:04.880261+00:00,0
17435412,0.07765,2025-04-02T00:00:04.880261+00:00,0
17435448,0.06563,2025-04-02T00:00:04.880261+00:00,0
17435484,0.06304,2025-04-02T00:00:04.880261+00:00,0
17435520,0.06275,2025-04-02T00:00:04.880261+00:00,0
17435556,0.06352,2025-04-02T00:00:04.880261+00:00,0
17435592,0.06413,2025-04-02T00:00:04.880261+00:00,0
17435628,0.07741,2025-04-02T00:00:04.880261+00:00,0
17435664,0.10762,2025-04-02T00:00:04.880261+00:00,0
17435700,0.145,2025-04-02T00:00:04.880261+00:00,0
17435736,0.12296,2025-04-02T00:00:04.880261+00:00,0
17435772,0.0797,2025-04-02T00:00:04.880261+00:00,0
17435808,0.04135,2025-04-02T00:00:04.880261+00:00,0
17435844,-0.0099,2025-04-02T00:00:04.880261+00:00,0
17435880,-0.03,2025-04-02T00:00:04.880261+00:00,0
17435916,-0.05,2025-04-02T00:00:04.880261+00:00,0
17435952,-0.054,2025-04-02T00:00:04.880261+00:00,0
17435988,-0.04801,2025-04-02T00:00:04.880261+00:00,0
17436024,-0.02537,2025-04-02T00:00:04.880261+00:00,0
17436060,-1e-05,2025-04-02T00:00:04.880261+00:00,0
17436096,0.07658,2025-04-02T00:00:04.880261+00:00,0
17436132,0.114,2025-04-02T00:00:04.880261+00:00,0
17436168,0.114,2025-04-02T00:00:04.880261+00:00,0
17436204,0.09607,2025-04-02T00:00:04.880261+00:00,0
17436240,0.08263,2025-04-02T00:00:04.880261+00:00,0
17436276,0.07143,2025-04-02T00:00:04.880261+00:00,0
17436311.999722224,0.07143,2025-04-02T00:00:04.880261+00:00,0
17434620,0.176,2025-04-02T00:00:04.880261+00:00,1
17434656,0.169,2025-04-02T00:00:04.880261+00:00,1
17434692,0.16,2025-04-02T00:00:04.880261+00:00,1
17434728,0.163,2025-04-02T00:00:04.880261+00:00,1
17434764,0.185,2025-04-02T00:00:04.880261+00:00,1
17434800,0.249,2025-04-02T00:00:04.880261+00:00,1
17434836,0.303,2025-04-02T00:00:04.880261+00:00,1
17434872,0.322,2025-04-02T00:00:04.880261+00:00,1
17434908,0.296,2025-04-02T00:00:04.880261+00:00,1
17434944,0.266,2025-04-02T00:00:04.880261+00:00,1
17434980,0.25,2025-04-02T00:00:04.880261+00:00,1
17435016,0.229,2025-04-02T00:00:04.880261+00:00,1
17435052,0.226,2025-04-02T00:00:04.880261+00:00,1
17435088,0.221,2025-04-02T00:00:04.880261+00:00,1
17435124,0.233,2025-04-02T00:00:04.880261+00:00,1
17435160,0.247,2025-04-02T00:00:04.880261+00:00,1
17435196,0.296,2025-04-02T00:00:04.880261+00:00,1
17435232,0.317,2025-04-02T00:00:04.880261+00:00,1
17435268,0.333,2025-04-02T00:00:04.880261+00:00,1
17435304,0.084,2025-04-02T00:00:04.880261+00:00,1
17435340,0.061,2025-04-02T00:00:04.880261+00:00,1
17435376,0.059,2025-04-02T00:00:04.880261+00:00,1
17435412,0.035,2025-04-02T00:00:04.880261+00:00,1
17435448,0.039,2025-04-02T00:00:04.880261+00:00,1
17435484,0.036,2025-04-02T00:00:04.880261+00:00,1
17435520,0.047,2025-04-02T00:00:04.880261+00:00,1
17435556,0.037,2025-04-02T00:00:04.880261+00:00,1
17435592,0.04,2025-04-02T00:00:04.880261+00:00,1
17435628,0.062,2025-04-02T00:00:04.880261+00:00,1
17435664,0.125,2025-04-02T00:00:04.880261+00:00,1
17435700,0.179,2025-04-02T00:00:04.880261+00:00,1
17435736,0.198,2025-04-02T00:00:04.880261+00:00,1
17435772,0.149,2025-04-02T00:00:04.880261+00:00,1
17435808,0.098,2025-04-02T00:00:04.880261+00:00,1
17435844,0.06,2025-04-02T00:00:04.880261+00:00,1
17435880,0.017,2025-04-02T00:00:04.880261+00:00,1
17435916,-0.007,2025-04-02T00:00:04.880261+00:00,1
17435952,-0.034,2025-04-02T00:00:04.880261+00:00,1
17435988,-0.025,2025-04-02T00:00:04.880261+00:00,1
17436024,-0.013,2025-04-02T00:00:04.880261+00:00,1
17436060,0.035,2025-04-02T00:00:04.880261+00:00,1
17436096,0.054,2025-04-02T00:00:04.880261+00:00,1
17436132,0.068,2025-04-02T00:00:04.880261+00:00,1
17436168,0.044,2025-04-02T00:00:04.880261+00:00,1
17436204,0.023,2025-04-02T00:00:04.880261+00:00,1
17436240,0.022,2025-04-02T00:00:04.880261+00:00,1
17436276,-0.001,2025-04-02T00:00:04.880261+00:00,1
17436312,0.003,2025-04-02T00:00:04.880261+00:00,1
17436348,0.002,2025-04-02T00:00:04.880261+00:00,1
17436384,0.014,2025-04-02T00:00:04.880261+00:00,1
17436420,0.01,2025-04-02T00:00:04.880261+00:00,1
17436456,0.018,2025-04-02T00:00:04.880261+00:00,1
17436492,0.046,2025-04-02T00:00:04.880261+00:00,1
17436528,0.115,2025-04-02T00:00:04.880261+00:00,1
17436564,0.175,2025-04-02T00:00:04.880261+00:00,1
17436600,0.199,2025-04-02T00:00:04.880261+00:00,1
17436636,0.165,2025-04-02T00:00:04.880261+00:00,1
17436672,0.127,2025-04-02T00:00:04.880261+00:00,1
17436708,0.102,2025-04-02T00:00:04.880261+00:00,1
17436744,0.072,2025-04-02T00:00:04.880261+00:00,1
17436780,0.061,2025-04-02T00:00:04.880261+00:00,1
17436816,0.048,2025-04-02T00:00:04.880261+00:00,1
17436852,0.06,2025-04-02T00:00:04.880261+00:00,1
17436888,0.075,2025-04-02T00:00:04.880261+00:00,1
17436924,0.124,2025-04-02T00:00:04.880261+00:00,1
17436960,0.146,2025-04-02T00:00:04.880261+00:00,1
17436996,0.162,2025-04-02T00:00:04.880261+00:00,1
17437032,0.139,2025-04-02T00:00:04.880261+00:00,1
17437068,0.113,2025-04-02T00:00:04.880261+00:00,1
17437104,0.106,2025-04-02T00:00:04.880261+00:00,1
17437140,0.078,2025-04-02T00:00:04.880261+00:00,1
17437176,0.067,2025-04-02T00:00:04.880261+00:00,1
17437212,0.059,2025-04-02T00:00:04.880261+00:00,1
