x,y,timestamp,subarray
17418204,0.10852,2025-03-14T09:30:49.236802+00:00,0
17418240,0.10251,2025-03-14T09:30:49.236802+00:00,0
17418276,0.09959,2025-03-14T09:30:49.236802+00:00,0
17418312,0.09665,2025-03-14T09:30:49.236802+00:00,0
17418348,0.09719,2025-03-14T09:30:49.236802+00:00,0
17418384,0.10511,2025-03-14T09:30:49.236802+00:00,0
17418420,0.13127,2025-03-14T09:30:49.236802+00:00,0
17418456,0.15596,2025-03-14T09:30:49.236802+00:00,0
17418492,0.1551,2025-03-14T09:30:49.236802+00:00,0
17418528,0.13068,2025-03-14T09:30:49.236802+00:00,0
17418564,0.1204,2025-03-14T09:30:49.236802+00:00,0
17418600,0.103,2025-03-14T09:30:49.236802+00:00,0
17418636,0.09562,2025-03-14T09:30:49.236802+00:00,0
17418672,0.0969,2025-03-14T09:30:49.236802+00:00,0
17418708,0.104,2025-03-14T09:30:49.236802+00:00,0
17418744,0.104,2025-03-14T09:30:49.236802+00:00,0
17418780,0.10881,2025-03-14T09:30:49.236802+00:00,0
17418816,0.13819,2025-03-14T09:30:49.236802+00:00,0
17418852,0.16605,2025-03-14T09:30:49.236802+00:00,0
17418888,0.17347,2025-03-14T09:30:49.236802+00:00,0
17418924,0.149,2025-03-14T09:30:49.236802+00:00,0
17418960,0.13569,2025-03-14T09:30:49.236802+00:00,0
17418996,0.12348,2025-03-14T09:30:49.236802+00:00,0
17419032,0.11163,2025-03-14T09:30:49.236802+00:00,0
17419068,0.10909,2025-03-14T09:30:49.236802+00:00,0
17419104,0.106,2025-03-14T09:30:49.236802+00:00,0
17419140,0.1059,2025-03-14T09:30:49.236802+00:00,0
17419176,0.10383,2025-03-14T09:30:49.236802+00:00,0
17419212,0.1053,2025-03-14T09:30:49.236802+00:00,0
17419248,0.11361,2025-03-14T09:30:49.236802+00:00,0
17419284,0.14097,2025-03-14T09:30:49.236802+00:00,0
17419320,0.15502,2025-03-14T09:30:49.236802+00:00,0
17419356,0.15305,2025-03-14T09:30:49.236802+00:00,0
17419392,0.1319,2025-03-14T09:30:49.236802+00:00,0
17419428,0.11181,2025-03-14T09:30:49.236802+00:00,0
17419464,0.1012,2025-03-14T09:30:49.236802+00:00,0
17419500,0.09864,2025-03-14T09:30:49.236802+00:00,0
17419536,0.1,2025-03-14T09:30:49.236802+00:00,0
17419572,0.09112,2025-03-14T09:30:49.236802+00:00,0
17419608,0.1065,2025-03-14T09:30:49.236802+00:00,0
17419644,0.1156,2025-03-14T09:30:49.236802+00:00,0
17419680,0.13374,2025-03-14T09:30:49.236802+00:00,0
17419716,0.14569,2025-03-14T09:30:49.236802+00:00,0
17419752,0.15085,2025-03-14T09:30:49.236802+00:00,0
17419788,0.13001,2025-03-14T09:30:49.236802+00:00,0
17419824,0.11139,2025-03-14T09:30:49.236802+00:00,0
17419860,0.114,2025-03-14T09:30:49.236802+00:00,0
17419896,0.10517,2025-03-14T09:30:49.236802+00:00,0
17419931.999722224,0.10517,2025-03-14T09:30:49.236802+00:00,0
17418204,0.137,2025-03-14T09:30:49.236802+00:00,1
17418240,0.129,2025-03-14T09:30:49.236802+00:00,1
17418276,0.126,2025-03-14T09:30:49.236802+00:00,1
17418312,0.123,2025-03-14T09:30:49.236802+00:00,1
17418348,0.124,2025-03-14T09:30:49.236802+00:00,1
17418384,0.133,2025-03-14T09:30:49.236802+00:00,1
17418420,0.158,2025-03-14T09:30:49.236802+00:00,1
17418456,0.18,2025-03-14T09:30:49.236802+00:00,1
17418492,0.187,2025-03-14T09:30:49.236802+00:00,1
17418528,0.177,2025-03-14T09:30:49.236802+00:00,1
17418564,0.165,2025-03-14T09:30:49.236802+00:00,1
17418600,0.159,2025-03-14T09:30:49.236802+00:00,1
17418636,0.15,2025-03-14T09:30:49.236802+00:00,1
17418672,0.149,2025-03-14T09:30:49.236802+00:00,1
17418708,0.147,2025-03-14T09:30:49.236802+00:00,1
17418744,0.152,2025-03-14T09:30:49.236802+00:00,1
17418780,0.158,2025-03-14T09:30:49.236802+00:00,1
17418816,0.177,2025-03-14T09:30:49.236802+00:00,1
17418852,0.185,2025-03-14T09:30:49.236802+00:00,1
17418888,0.149,2025-03-14T09:30:49.236802+00:00,1
17418924,0.142,2025-03-14T09:30:49.236802+00:00,1
17418960,0.13,2025-03-14T09:30:49.236802+00:00,1
17418996,0.125,2025-03-14T09:30:49.236802+00:00,1
17419032,0.111,2025-03-14T09:30:49.236802+00:00,1
17419068,0.105,2025-03-14T09:30:49.236802+00:00,1
17419104,0.099,2025-03-14T09:30:49.236802+00:00,1
17419140,0.097,2025-03-14T09:30:49.236802+00:00,1
17419176,0.094,2025-03-14T09:30:49.236802+00:00,1
17419212,0.095,2025-03-14T09:30:49.236802+00:00,1
