x,y,timestamp,subarray
17496828,0.08706,2025-06-12T12:37:05.000691+00:00,0
17496864,0.08,2025-06-12T12:37:05.000691+00:00,0
17496900,0.08,2025-06-12T12:37:05.000691+00:00,0
17496936,0.08237,2025-06-12T12:37:05.000691+00:00,0
17496972,0.08736,2025-06-12T12:37:05.000691+00:00,0
17497008,0.10573,2025-06-12T12:37:05.000691+00:00,0
17497044,0.09872,2025-06-12T12:37:05.000691+00:00,0
17497080,0.07893,2025-06-12T12:37:05.000691+00:00,0
17497116,0.03609,2025-06-12T12:37:05.000691+00:00,0
17497152,0,2025-06-12T12:37:05.000691+00:00,0
17497188,-0.002,2025-06-12T12:37:05.000691+00:00,0
17497224,-0.01766,2025-06-12T12:37:05.000691+00:00,0
17497260,-0.03096,2025-06-12T12:37:05.000691+00:00,0
17497296,-0.03129,2025-06-12T12:37:05.000691+00:00,0
17497332,-0.014,2025-06-12T12:37:05.000691+00:00,0
17497368,-0.00278,2025-06-12T12:37:05.000691+00:00,0
17497404,0.0149,2025-06-12T12:37:05.000691+00:00,0
17497440,0.07996,2025-06-12T12:37:05.000691+00:00,0
17497476,0.11239,2025-06-12T12:37:05.000691+00:00,0
17497512,0.132,2025-06-12T12:37:05.000691+00:00,0
17497548,0.11333,2025-06-12T12:37:05.000691+00:00,0
17497584,0.10594,2025-06-12T12:37:05.000691+00:00,0
17497620,0.0949,2025-06-12T12:37:05.000691+00:00,0
17497656,0.08771,2025-06-12T12:37:05.000691+00:00,0
17497692,0.087,2025-06-12T12:37:05.000691+00:00,0
17497728,0.0899,2025-06-12T12:37:05.000691+00:00,0
17497764,0.091,2025-06-12T12:37:05.000691+00:00,0
17497800,0.09754,2025-06-12T12:37:05.000691+00:00,0
17497836,0.1,2025-06-12T12:37:05.000691+00:00,0
17497872,0.10925,2025-06-12T12:37:05.000691+00:00,0
17497908,0.1216,2025-06-12T12:37:05.000691+00:00,0
17497944,0.115,2025-06-12T12:37:05.000691+00:00,0
17497980,0.08,2025-06-12T12:37:05.000691+00:00,0
17498016,0.023,2025-06-12T12:37:05.000691+00:00,0
17498052,0.00069,2025-06-12T12:37:05.000691+00:00,0
17498088,-8e-05,2025-06-12T12:37:05.000691+00:00,0
17498124,-0.00029,2025-06-12T12:37:05.000691+00:00,0
17498160,-0.00145,2025-06-12T12:37:05.000691+00:00,0
17498196,-0.00138,2025-06-12T12:37:05.000691+00:00,0
17498232,0.00103,2025-06-12T12:37:05.000691+00:00,0
17498268,0.0689,2025-06-12T12:37:05.000691+00:00,0
17498304,0.095,2025-06-12T12:37:05.000691+00:00,0
17498340,0.12239,2025-06-12T12:37:05.000691+00:00,0
17498376,0.123,2025-06-12T12:37:05.000691+00:00,0
17498412,0.121,2025-06-12T12:37:05.000691+00:00,0
17498448,0.1086,2025-06-12T12:37:05.000691+00:00,0
17498484,0.0939,2025-06-12T12:37:05.000691+00:00,0
17498519.999722224,0.0939,2025-06-12T12:37:05.000691+00:00,0
17496828,0.096,2025-06-12T12:37:05.000691+00:00,1
17496864,0.091,2025-06-12T12:37:05.000691+00:00,1
17496900,0.083,2025-06-12T12:37:05.000691+00:00,1
17496936,0.086,2025-06-12T12:37:05.000691+00:00,1
17496972,0.105,2025-06-12T12:37:05.000691+00:00,1
17497008,0.158,2025-06-12T12:37:05.000691+00:00,1
17497044,0.204,2025-06-12T12:37:05.000691+00:00,1
17497080,0.117,2025-06-12T12:37:05.000691+00:00,1
17497116,0.087,2025-06-12T12:37:05.000691+00:00,1
17497152,0.054,2025-06-12T12:37:05.000691+00:00,1
17497188,0.033,2025-06-12T12:37:05.000691+00:00,1
17497224,0.008,2025-06-12T12:37:05.000691+00:00,1
