15/03/2025 00:00 - 15/03/2025 01:00,112.15,3/15/25,"00:00:00	",0.11215,1000
15/03/2025 01:00 - 15/03/2025 02:00,103.14,3/15/25,"01:00:00	",0.10314,1000
15/03/2025 02:00 - 15/03/2025 03:00,96,3/15/25,"02:00:00	",0.096,1000
15/03/2025 03:00 - 15/03/2025 04:00,89.9,3/15/25,"03:00:00	",0.0899,1000
15/03/2025 04:00 - 15/03/2025 05:00,86.9,3/15/25,"04:00:00	",0.0869,1000
15/03/2025 05:00 - 15/03/2025 06:00,90.55,3/15/25,"05:00:00	",0.09055,1000
15/03/2025 06:00 - 15/03/2025 07:00,97.01,3/15/25,"06:00:00	",0.09701,1000
15/03/2025 07:00 - 15/03/2025 08:00,99.42,3/15/25,"07:00:00	",0.09942,1000
15/03/2025 08:00 - 15/03/2025 09:00,98.74,3/15/25,"08:00:00	",0.09874,1000
15/03/2025 09:00 - 15/03/2025 10:00,86.36,3/15/25,"09:00:00	",0.08636,1000
15/03/2025 10:00 - 15/03/2025 11:00,72.48,3/15/25,"10:00:00	",0.07248,1000
15/03/2025 11:00 - 15/03/2025 12:00,66.73,3/15/25,"11:00:00	",0.06673,1000
15/03/2025 12:00 - 15/03/2025 13:00,57.22,3/15/25,"12:00:00	",0.05722,1000
15/03/2025 13:00 - 15/03/2025 14:00,48,3/15/25,"13:00:00	",0.048,1000
15/03/2025 14:00 - 15/03/2025 15:00,54.51,3/15/25,"14:00:00	",0.05451,1000
15/03/2025 15:00 - 15/03/2025 16:00,64.63,3/15/25,"15:00:00	",0.06463,1000
15/03/2025 16:00 - 15/03/2025 17:00,79.76,3/15/25,"16:00:00	",0.07976,1000
15/03/2025 17:00 - 15/03/2025 18:00,115.65,3/15/25,"17:00:00	",0.11565,1000
15/03/2025 18:00 - 15/03/2025 19:00,127.48,3/15/25,"18:00:00	",0.12748,1000
15/03/2025 19:00 - 15/03/2025 20:00,132.96,3/15/25,"19:00:00	",0.13296,1000
15/03/2025 20:00 - 15/03/2025 21:00,121.46,3/15/25,"20:00:00	",0.12146,1000
15/03/2025 21:00 - 15/03/2025 22:00,108.5,3/15/25,"21:00:00	",0.1085,1000
15/03/2025 22:00 - 15/03/2025 23:00,105.02,3/15/25,"22:00:00	",0.10502,1000
15/03/2025 23:00 - 16/03/2025 00:00,95.25,3/15/25,"23:00:00	",0.09525,1000
,,,,,
,entsoe,,jeroen.nl,,CONV
,,,,,
,,,,,
