x,y,timestamp,subarray
17419932,0.11215,2025-03-16T01:31:06.718887+00:00,0
17419968,0.10314,2025-03-16T01:31:06.718887+00:00,0
17420004,0.096,2025-03-16T01:31:06.718887+00:00,0
17420040,0.0899,2025-03-16T01:31:06.718887+00:00,0
17420076,0.0869,2025-03-16T01:31:06.718887+00:00,0
17420112,0.09055,2025-03-16T01:31:06.718887+00:00,0
17420148,0.09701,2025-03-16T01:31:06.718887+00:00,0
17420184,0.09942,2025-03-16T01:31:06.718887+00:00,0
17420220,0.09874,2025-03-16T01:31:06.718887+00:00,0
17420256,0.08636,2025-03-16T01:31:06.718887+00:00,0
17420292,0.07248,2025-03-16T01:31:06.718887+00:00,0
17420328,0.06673,2025-03-16T01:31:06.718887+00:00,0
17420364,0.05722,2025-03-16T01:31:06.718887+00:00,0
17420400,0.048,2025-03-16T01:31:06.718887+00:00,0
17420436,0.05451,2025-03-16T01:31:06.718887+00:00,0
17420472,0.06463,2025-03-16T01:31:06.718887+00:00,0
17420508,0.07976,2025-03-16T01:31:06.718887+00:00,0
17420544,0.11565,2025-03-16T01:31:06.718887+00:00,0
17420580,0.12748,2025-03-16T01:31:06.718887+00:00,0
17420616,0.13296,2025-03-16T01:31:06.718887+00:00,0
17420652,0.12146,2025-03-16T01:31:06.718887+00:00,0
17420688,0.1085,2025-03-16T01:31:06.718887+00:00,0
17420724,0.10502,2025-03-16T01:31:06.718887+00:00,0
17420760,0.09525,2025-03-16T01:31:06.718887+00:00,0
17420796,0.09001,2025-03-16T01:31:06.718887+00:00,0
17420832,0.08579,2025-03-16T01:31:06.718887+00:00,0
17420868,0.07962,2025-03-16T01:31:06.718887+00:00,0
17420904,0.07818,2025-03-16T01:31:06.718887+00:00,0
17420940,0.0786,2025-03-16T01:31:06.718887+00:00,0
17420976,0.08051,2025-03-16T01:31:06.718887+00:00,0
17421012,0.08514,2025-03-16T01:31:06.718887+00:00,0
17421048,0.08207,2025-03-16T01:31:06.718887+00:00,0
17421084,0.07795,2025-03-16T01:31:06.718887+00:00,0
17421120,0.0574,2025-03-16T01:31:06.718887+00:00,0
17421156,0.02419,2025-03-16T01:31:06.718887+00:00,0
17421192,-0.00077,2025-03-16T01:31:06.718887+00:00,0
17421228,-0.01001,2025-03-16T01:31:06.718887+00:00,0
17421264,-0.00316,2025-03-16T01:31:06.718887+00:00,0
17421300,0.0007,2025-03-16T01:31:06.718887+00:00,0
17421336,0.031,2025-03-16T01:31:06.718887+00:00,0
17421372,0.0702,2025-03-16T01:31:06.718887+00:00,0
17421408,0.1117,2025-03-16T01:31:06.718887+00:00,0
17421444,0.12727,2025-03-16T01:31:06.718887+00:00,0
17421480,0.14,2025-03-16T01:31:06.718887+00:00,0
17421516,0.118,2025-03-16T01:31:06.718887+00:00,0
17421552,0.0999,2025-03-16T01:31:06.718887+00:00,0
17421588,0.092,2025-03-16T01:31:06.718887+00:00,0
17421624,0.0807,2025-03-16T01:31:06.718887+00:00,0
17421659.999722224,0.0807,2025-03-16T01:31:06.718887+00:00,0
17419932,0.216,2025-03-16T01:31:06.718887+00:00,1
17419968,0.196,2025-03-16T01:31:06.718887+00:00,1
17420004,0.186,2025-03-16T01:31:06.718887+00:00,1
17420040,0.177,2025-03-16T01:31:06.718887+00:00,1
17420076,0.172,2025-03-16T01:31:06.718887+00:00,1
17420112,0.173,2025-03-16T01:31:06.718887+00:00,1
17420148,0.181,2025-03-16T01:31:06.718887+00:00,1
17420184,0.198,2025-03-16T01:31:06.718887+00:00,1
17420220,0.208,2025-03-16T01:31:06.718887+00:00,1
17420256,0.206,2025-03-16T01:31:06.718887+00:00,1
17420292,0.191,2025-03-16T01:31:06.718887+00:00,1
17420328,0.176,2025-03-16T01:31:06.718887+00:00,1
17420364,0.162,2025-03-16T01:31:06.718887+00:00,1
17420400,0.146,2025-03-16T01:31:06.718887+00:00,1
17420436,0.148,2025-03-16T01:31:06.718887+00:00,1
17420472,0.159,2025-03-16T01:31:06.718887+00:00,1
17420508,0.185,2025-03-16T01:31:06.718887+00:00,1
17420544,0.228,2025-03-16T01:31:06.718887+00:00,1
17420580,0.263,2025-03-16T01:31:06.718887+00:00,1
17420616,0.132,2025-03-16T01:31:06.718887+00:00,1
17420652,0.128,2025-03-16T01:31:06.718887+00:00,1
17420688,0.115,2025-03-16T01:31:06.718887+00:00,1
17420724,0.113,2025-03-16T01:31:06.718887+00:00,1
17420760,0.099,2025-03-16T01:31:06.718887+00:00,1
17420796,0.083,2025-03-16T01:31:06.718887+00:00,1
17420832,0.068,2025-03-16T01:31:06.718887+00:00,1
17420868,0.062,2025-03-16T01:31:06.718887+00:00,1
17420904,0.056,2025-03-16T01:31:06.718887+00:00,1
17420940,0.055,2025-03-16T01:31:06.718887+00:00,1
17420976,0.059,2025-03-16T01:31:06.718887+00:00,1
17421012,0.071,2025-03-16T01:31:06.718887+00:00,1
17421048,0.092,2025-03-16T01:31:06.718887+00:00,1
17421084,0.093,2025-03-16T01:31:06.718887+00:00,1
17421120,0.083,2025-03-16T01:31:06.718887+00:00,1
17421156,0.06,2025-03-16T01:31:06.718887+00:00,1
17421192,0.037,2025-03-16T01:31:06.718887+00:00,1
17421228,0.015,2025-03-16T01:31:06.718887+00:00,1
17421264,-0.009,2025-03-16T01:31:06.718887+00:00,1
17421300,-0.006,2025-03-16T01:31:06.718887+00:00,1
17421336,0.007,2025-03-16T01:31:06.718887+00:00,1
17421372,0.034,2025-03-16T01:31:06.718887+00:00,1
17421408,0.078,2025-03-16T01:31:06.718887+00:00,1
17421444,0.115,2025-03-16T01:31:06.718887+00:00,1
17421480,0.129,2025-03-16T01:31:06.718887+00:00,1
17421516,0.13,2025-03-16T01:31:06.718887+00:00,1
17421552,0.123,2025-03-16T01:31:06.718887+00:00,1
17421588,0.126,2025-03-16T01:31:06.718887+00:00,1
17421624,0.117,2025-03-16T01:31:06.718887+00:00,1
17421660,0.126,2025-03-16T01:31:06.718887+00:00,1
17421696,0.122,2025-03-16T01:31:06.718887+00:00,1
17421732,0.115,2025-03-16T01:31:06.718887+00:00,1
17421768,0.106,2025-03-16T01:31:06.718887+00:00,1
17421804,0.107,2025-03-16T01:31:06.718887+00:00,1
17421840,0.122,2025-03-16T01:31:06.718887+00:00,1
17421876,0.17,2025-03-16T01:31:06.718887+00:00,1
17421912,0.211,2025-03-16T01:31:06.718887+00:00,1
17421948,0.215,2025-03-16T01:31:06.718887+00:00,1
17421984,0.184,2025-03-16T01:31:06.718887+00:00,1
17422020,0.151,2025-03-16T01:31:06.718887+00:00,1
17422056,0.128,2025-03-16T01:31:06.718887+00:00,1
17422092,0.101,2025-03-16T01:31:06.718887+00:00,1
17422128,0.088,2025-03-16T01:31:06.718887+00:00,1
17422164,0.085,2025-03-16T01:31:06.718887+00:00,1
17422200,0.095,2025-03-16T01:31:06.718887+00:00,1
17422236,0.106,2025-03-16T01:31:06.718887+00:00,1
17422272,0.145,2025-03-16T01:31:06.718887+00:00,1
17422308,0.163,2025-03-16T01:31:06.718887+00:00,1
17422344,0.176,2025-03-16T01:31:06.718887+00:00,1
17422380,0.164,2025-03-16T01:31:06.718887+00:00,1
17422416,0.141,2025-03-16T01:31:06.718887+00:00,1
17422452,0.132,2025-03-16T01:31:06.718887+00:00,1
17422488,0.107,2025-03-16T01:31:06.718887+00:00,1
17422524,0.115,2025-03-16T01:31:06.718887+00:00,1
17422560,0.106,2025-03-16T01:31:06.718887+00:00,1
17422596,0.101,2025-03-16T01:31:06.718887+00:00,1
17422632,0.095,2025-03-16T01:31:06.718887+00:00,1
17422668,0.098,2025-03-16T01:31:06.718887+00:00,1
17422704,0.116,2025-03-16T01:31:06.718887+00:00,1
17422740,0.167,2025-03-16T01:31:06.718887+00:00,1
17422776,0.21,2025-03-16T01:31:06.718887+00:00,1
17422812,0.215,2025-03-16T01:31:06.718887+00:00,1
17422848,0.187,2025-03-16T01:31:06.718887+00:00,1
17422884,0.155,2025-03-16T01:31:06.718887+00:00,1
17422920,0.134,2025-03-16T01:31:06.718887+00:00,1
17422956,0.108,2025-03-16T01:31:06.718887+00:00,1
17422992,0.097,2025-03-16T01:31:06.718887+00:00,1
17423028,0.094,2025-03-16T01:31:06.718887+00:00,1
17423064,0.103,2025-03-16T01:31:06.718887+00:00,1
17423100,0.114,2025-03-16T01:31:06.718887+00:00,1
17423136,0.152,2025-03-16T01:31:06.718887+00:00,1
17423172,0.168,2025-03-16T01:31:06.718887+00:00,1
17423208,0.18,2025-03-16T01:31:06.718887+00:00,1
17423244,0.17,2025-03-16T01:31:06.718887+00:00,1
17423280,0.147,2025-03-16T01:31:06.718887+00:00,1
17423316,0.14,2025-03-16T01:31:06.718887+00:00,1
17423352,0.116,2025-03-16T01:31:06.718887+00:00,1
17423388,0.114,2025-03-16T01:31:06.718887+00:00,1
17423424,0.106,2025-03-16T01:31:06.718887+00:00,1
17423460,0.109,2025-03-16T01:31:06.718887+00:00,1
17423496,0.11,2025-03-16T01:31:06.718887+00:00,1
17423532,0.121,2025-03-16T01:31:06.718887+00:00,1
17423568,0.146,2025-03-16T01:31:06.718887+00:00,1
17423604,0.204,2025-03-16T01:31:06.718887+00:00,1
17423640,0.255,2025-03-16T01:31:06.718887+00:00,1
17423676,0.267,2025-03-16T01:31:06.718887+00:00,1
17423712,0.246,2025-03-16T01:31:06.718887+00:00,1
17423748,0.221,2025-03-16T01:31:06.718887+00:00,1
17423784,0.207,2025-03-16T01:31:06.718887+00:00,1
17423820,0.189,2025-03-16T01:31:06.718887+00:00,1
17423856,0.185,2025-03-16T01:31:06.718887+00:00,1
17423892,0.18,2025-03-16T01:31:06.718887+00:00,1
17423928,0.188,2025-03-16T01:31:06.718887+00:00,1
17423964,0.197,2025-03-16T01:31:06.718887+00:00,1
17424000,0.233,2025-03-16T01:31:06.718887+00:00,1
17424036,0.248,2025-03-16T01:31:06.718887+00:00,1
17424072,0.258,2025-03-16T01:31:06.718887+00:00,1
17424108,0.239,2025-03-16T01:31:06.718887+00:00,1
17424144,0.207,2025-03-16T01:31:06.718887+00:00,1
17424180,0.191,2025-03-16T01:31:06.718887+00:00,1
17424216,0.159,2025-03-16T01:31:06.718887+00:00,1
17424252,0.146,2025-03-16T01:31:06.718887+00:00,1
17424288,0.13,2025-03-16T01:31:06.718887+00:00,1
17424324,0.125,2025-03-16T01:31:06.718887+00:00,1
17424360,0.118,2025-03-16T01:31:06.718887+00:00,1
17424396,0.12,2025-03-16T01:31:06.718887+00:00,1
17424432,0.138,2025-03-16T01:31:06.718887+00:00,1
17424468,0.188,2025-03-16T01:31:06.718887+00:00,1
17424504,0.231,2025-03-16T01:31:06.718887+00:00,1
17424540,0.24,2025-03-16T01:31:06.718887+00:00,1
17424576,0.214,2025-03-16T01:31:06.718887+00:00,1
17424612,0.186,2025-03-16T01:31:06.718887+00:00,1
17424648,0.168,2025-03-16T01:31:06.718887+00:00,1
17424684,0.146,2025-03-16T01:31:06.718887+00:00,1
17424720,0.139,2025-03-16T01:31:06.718887+00:00,1
17424756,0.137,2025-03-16T01:31:06.718887+00:00,1
17424792,0.147,2025-03-16T01:31:06.718887+00:00,1
17424828,0.159,2025-03-16T01:31:06.718887+00:00,1
17424864,0.199,2025-03-16T01:31:06.718887+00:00,1
17424900,0.216,2025-03-16T01:31:06.718887+00:00,1
17424936,0.23,2025-03-16T01:31:06.718887+00:00,1
17424972,0.214,2025-03-16T01:31:06.718887+00:00,1
17425008,0.186,2025-03-16T01:31:06.718887+00:00,1
17425044,0.173,2025-03-16T01:31:06.718887+00:00,1
17425080,0.144,2025-03-16T01:31:06.718887+00:00,1
17425116,0.128,2025-03-16T01:31:06.718887+00:00,1
17425152,0.115,2025-03-16T01:31:06.718887+00:00,1
