"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"05/03/2025 06:00:00 - 05/03/2025 07:00:00","BZN|NL","Without sequence","140.49","",""
"05/03/2025 07:00:00 - 05/03/2025 08:00:00","BZN|NL","Without sequence","141.52","",""
"05/03/2025 08:00:00 - 05/03/2025 09:00:00","BZN|NL","Without sequence","44.23","",""
"05/03/2025 09:00:00 - 05/03/2025 10:00:00","BZN|NL","Without sequence","-6.24","",""
"05/03/2025 10:00:00 - 05/03/2025 11:00:00","BZN|NL","Without sequence","-11.0","",""
"05/03/2025 11:00:00 - 05/03/2025 12:00:00","BZN|NL","Without sequence","-20.35","",""
"05/03/2025 12:00:00 - 05/03/2025 13:00:00","BZN|NL","Without sequence","-8.85","",""
"05/03/2025 13:00:00 - 05/03/2025 14:00:00","BZN|NL","Without sequence","-2.0","",""
"05/03/2025 14:00:00 - 05/03/2025 15:00:00","BZN|NL","Without sequence","48.38","",""
"05/03/2025 15:00:00 - 05/03/2025 16:00:00","BZN|NL","Without sequence","86.1","",""
"05/03/2025 16:00:00 - 05/03/2025 17:00:00","BZN|NL","Without sequence","127.09","",""
"05/03/2025 17:00:00 - 05/03/2025 18:00:00","BZN|NL","Without sequence","143.78","",""
"05/03/2025 18:00:00 - 05/03/2025 19:00:00","BZN|NL","Without sequence","146.16","",""
"05/03/2025 19:00:00 - 05/03/2025 20:00:00","BZN|NL","Without sequence","122.31","",""
"05/03/2025 20:00:00 - 05/03/2025 21:00:00","BZN|NL","Without sequence","107.92","",""
"05/03/2025 21:00:00 - 05/03/2025 22:00:00","BZN|NL","Without sequence","108.78","",""
"05/03/2025 22:00:00 - 05/03/2025 23:00:00","BZN|NL","Without sequence","97.39","",""
"05/03/2025 23:00:00 - 06/03/2025 00:00:00","BZN|NL","Without sequence","84.1","",""
"06/03/2025 00:00:00 - 06/03/2025 01:00:00","BZN|NL","Without sequence","84.14","",""
"06/03/2025 01:00:00 - 06/03/2025 02:00:00","BZN|NL","Without sequence","84.83","",""
"06/03/2025 02:00:00 - 06/03/2025 03:00:00","BZN|NL","Without sequence","84.59","",""
"06/03/2025 03:00:00 - 06/03/2025 04:00:00","BZN|NL","Without sequence","90.1","",""
"06/03/2025 04:00:00 - 06/03/2025 05:00:00","BZN|NL","Without sequence","93.53","",""
"06/03/2025 05:00:00 - 06/03/2025 06:00:00","BZN|NL","Without sequence","132.87","",""
"06/03/2025 06:00:00 - 06/03/2025 07:00:00","BZN|NL","Without sequence","147.24","",""
"06/03/2025 07:00:00 - 06/03/2025 08:00:00","BZN|NL","Without sequence","108.5","",""
"06/03/2025 08:00:00 - 06/03/2025 09:00:00","BZN|NL","Without sequence","78.72","",""
"06/03/2025 09:00:00 - 06/03/2025 10:00:00","BZN|NL","Without sequence","50.62","",""
"06/03/2025 10:00:00 - 06/03/2025 11:00:00","BZN|NL","Without sequence","1.58","",""
"06/03/2025 11:00:00 - 06/03/2025 12:00:00","BZN|NL","Without sequence","-4.47","",""
"06/03/2025 12:00:00 - 06/03/2025 13:00:00","BZN|NL","Without sequence","-2.04","",""
"06/03/2025 13:00:00 - 06/03/2025 14:00:00","BZN|NL","Without sequence","13.16","",""
"06/03/2025 14:00:00 - 06/03/2025 15:00:00","BZN|NL","Without sequence","63.61","",""
"06/03/2025 15:00:00 - 06/03/2025 16:00:00","BZN|NL","Without sequence","100.56","",""
"06/03/2025 16:00:00 - 06/03/2025 17:00:00","BZN|NL","Without sequence","136.82","",""
"06/03/2025 17:00:00 - 06/03/2025 18:00:00","BZN|NL","Without sequence","155.73","",""
"06/03/2025 18:00:00 - 06/03/2025 19:00:00","BZN|NL","Without sequence","132.33","",""
"06/03/2025 19:00:00 - 06/03/2025 20:00:00","BZN|NL","Without sequence","110.7","",""
"06/03/2025 20:00:00 - 06/03/2025 21:00:00","BZN|NL","Without sequence","103.37","",""
"06/03/2025 21:00:00 - 06/03/2025 22:00:00","BZN|NL","Without sequence","96.4","",""
"06/03/2025 22:00:00 - 06/03/2025 23:00:00","BZN|NL","Without sequence","86.0","",""
"06/03/2025 23:00:00 - 07/03/2025 00:00:00","BZN|NL","Without sequence","84.58","",""
"07/03/2025 00:00:00 - 07/03/2025 01:00:00","BZN|NL","Without sequence","86.0","",""
"07/03/2025 01:00:00 - 07/03/2025 02:00:00","BZN|NL","Without sequence","87.0","",""
"07/03/2025 02:00:00 - 07/03/2025 03:00:00","BZN|NL","Without sequence","85.88","",""
"07/03/2025 03:00:00 - 07/03/2025 04:00:00","BZN|NL","Without sequence","90.0","",""
"07/03/2025 04:00:00 - 07/03/2025 05:00:00","BZN|NL","Without sequence","101.3","",""
"07/03/2025 05:00:00 - 07/03/2025 06:00:00","BZN|NL","Without sequence","107.2","",""
"07/03/2025 06:00:00 - 07/03/2025 07:00:00","BZN|NL","Without sequence","136.59","",""
"07/03/2025 07:00:00 - 07/03/2025 08:00:00","BZN|NL","Without sequence","117.01","",""
"07/03/2025 08:00:00 - 07/03/2025 09:00:00","BZN|NL","Without sequence","82.11","",""
"07/03/2025 09:00:00 - 07/03/2025 10:00:00","BZN|NL","Without sequence","63.37","",""
"07/03/2025 10:00:00 - 07/03/2025 11:00:00","BZN|NL","Without sequence","31.81","",""
"07/03/2025 11:00:00 - 07/03/2025 12:00:00","BZN|NL","Without sequence","12.79","",""
"07/03/2025 12:00:00 - 07/03/2025 13:00:00","BZN|NL","Without sequence","6.79","",""
"07/03/2025 13:00:00 - 07/03/2025 14:00:00","BZN|NL","Without sequence","32.92","",""
"07/03/2025 14:00:00 - 07/03/2025 15:00:00","BZN|NL","Without sequence","69.98","",""
"07/03/2025 15:00:00 - 07/03/2025 16:00:00","BZN|NL","Without sequence","110.0","",""
"07/03/2025 16:00:00 - 07/03/2025 17:00:00","BZN|NL","Without sequence","134.83","",""
"07/03/2025 17:00:00 - 07/03/2025 18:00:00","BZN|NL","Without sequence","195.47","",""
"07/03/2025 18:00:00 - 07/03/2025 19:00:00","BZN|NL","Without sequence","165.8","",""
"07/03/2025 19:00:00 - 07/03/2025 20:00:00","BZN|NL","Without sequence","136.11","",""
"07/03/2025 20:00:00 - 07/03/2025 21:00:00","BZN|NL","Without sequence","118.55","",""
"07/03/2025 21:00:00 - 07/03/2025 22:00:00","BZN|NL","Without sequence","109.12","",""
"07/03/2025 22:00:00 - 07/03/2025 23:00:00","BZN|NL","Without sequence","102.42","",""
"07/03/2025 23:00:00 - 08/03/2025 00:00:00","BZN|NL","Without sequence","117.57","",""
"08/03/2025 00:00:00 - 08/03/2025 01:00:00","BZN|NL","Without sequence","102.51","",""
"08/03/2025 01:00:00 - 08/03/2025 02:00:00","BZN|NL","Without sequence","97.0","",""
"08/03/2025 02:00:00 - 08/03/2025 03:00:00","BZN|NL","Without sequence","99.36","",""
"08/03/2025 03:00:00 - 08/03/2025 04:00:00","BZN|NL","Without sequence","100.71","",""
"08/03/2025 04:00:00 - 08/03/2025 05:00:00","BZN|NL","Without sequence","103.41","",""
"08/03/2025 05:00:00 - 08/03/2025 06:00:00","BZN|NL","Without sequence","114.9","",""
"08/03/2025 06:00:00 - 08/03/2025 07:00:00","BZN|NL","Without sequence","110.0","",""
"08/03/2025 07:00:00 - 08/03/2025 08:00:00","BZN|NL","Without sequence","98.04","",""
"08/03/2025 08:00:00 - 08/03/2025 09:00:00","BZN|NL","Without sequence","72.54","",""
"08/03/2025 09:00:00 - 08/03/2025 10:00:00","BZN|NL","Without sequence","18.05","",""
"08/03/2025 10:00:00 - 08/03/2025 11:00:00","BZN|NL","Without sequence","1.52","",""
"08/03/2025 11:00:00 - 08/03/2025 12:00:00","BZN|NL","Without sequence","-3.66","",""
"08/03/2025 12:00:00 - 08/03/2025 13:00:00","BZN|NL","Without sequence","-0.51","",""
"08/03/2025 13:00:00 - 08/03/2025 14:00:00","BZN|NL","Without sequence","0.07","",""
"08/03/2025 14:00:00 - 08/03/2025 15:00:00","BZN|NL","Without sequence","45.36","",""
"08/03/2025 15:00:00 - 08/03/2025 16:00:00","BZN|NL","Without sequence","84.59","",""
"08/03/2025 16:00:00 - 08/03/2025 17:00:00","BZN|NL","Without sequence","130.42","",""
"08/03/2025 17:00:00 - 08/03/2025 18:00:00","BZN|NL","Without sequence","150.9","",""
"08/03/2025 18:00:00 - 08/03/2025 19:00:00","BZN|NL","Without sequence","122.35","",""
"08/03/2025 19:00:00 - 08/03/2025 20:00:00","BZN|NL","Without sequence","99.06","",""
"08/03/2025 20:00:00 - 08/03/2025 21:00:00","BZN|NL","Without sequence","90.18","",""
"08/03/2025 21:00:00 - 08/03/2025 22:00:00","BZN|NL","Without sequence","88.06","",""
"08/03/2025 22:00:00 - 08/03/2025 23:00:00","BZN|NL","Without sequence","86.48","",""
"08/03/2025 23:00:00 - 09/03/2025 00:00:00","BZN|NL","Without sequence","84.97","",""
"09/03/2025 00:00:00 - 09/03/2025 01:00:00","BZN|NL","Without sequence","86.8","",""
"09/03/2025 01:00:00 - 09/03/2025 02:00:00","BZN|NL","Without sequence","85.7","",""
"09/03/2025 02:00:00 - 09/03/2025 03:00:00","BZN|NL","Without sequence","95.86","",""
"09/03/2025 03:00:00 - 09/03/2025 04:00:00","BZN|NL","Without sequence","97.72","",""
"09/03/2025 04:00:00 - 09/03/2025 05:00:00","BZN|NL","Without sequence","99.85","",""
"09/03/2025 05:00:00 - 09/03/2025 06:00:00","BZN|NL","Without sequence","100.0","",""
"09/03/2025 06:00:00 - 09/03/2025 07:00:00","BZN|NL","Without sequence","87.34","",""
"09/03/2025 07:00:00 - 09/03/2025 08:00:00","BZN|NL","Without sequence","62.21","",""
"09/03/2025 08:00:00 - 09/03/2025 09:00:00","BZN|NL","Without sequence","29.27","",""
"09/03/2025 09:00:00 - 09/03/2025 10:00:00","BZN|NL","Without sequence","10.1","",""
"09/03/2025 10:00:00 - 09/03/2025 11:00:00","BZN|NL","Without sequence","-6.55","",""
"09/03/2025 11:00:00 - 09/03/2025 12:00:00","BZN|NL","Without sequence","-12.77","",""
"09/03/2025 12:00:00 - 09/03/2025 13:00:00","BZN|NL","Without sequence","-8.06","",""
"09/03/2025 13:00:00 - 09/03/2025 14:00:00","BZN|NL","Without sequence","-2.21","",""
"09/03/2025 14:00:00 - 09/03/2025 15:00:00","BZN|NL","Without sequence","17.39","",""
"09/03/2025 15:00:00 - 09/03/2025 16:00:00","BZN|NL","Without sequence","81.0","",""
"09/03/2025 16:00:00 - 09/03/2025 17:00:00","BZN|NL","Without sequence","112.06","",""
"09/03/2025 17:00:00 - 09/03/2025 18:00:00","BZN|NL","Without sequence","127.46","",""
"09/03/2025 18:00:00 - 09/03/2025 19:00:00","BZN|NL","Without sequence","134.63","",""
"09/03/2025 19:00:00 - 09/03/2025 20:00:00","BZN|NL","Without sequence","129.78","",""
"09/03/2025 20:00:00 - 09/03/2025 21:00:00","BZN|NL","Without sequence","121.44","",""
"09/03/2025 21:00:00 - 09/03/2025 22:00:00","BZN|NL","Without sequence","110.01","",""
"09/03/2025 22:00:00 - 09/03/2025 23:00:00","BZN|NL","Without sequence","103.64","",""
"09/03/2025 23:00:00 - 10/03/2025 00:00:00","BZN|NL","Without sequence","94.94","",""
"10/03/2025 00:00:00 - 10/03/2025 01:00:00","BZN|NL","Without sequence","91.98","",""
"10/03/2025 01:00:00 - 10/03/2025 02:00:00","BZN|NL","Without sequence","92.64","",""
"10/03/2025 02:00:00 - 10/03/2025 03:00:00","BZN|NL","Without sequence","92.56","",""
"10/03/2025 03:00:00 - 10/03/2025 04:00:00","BZN|NL","Without sequence","89.98","",""
"10/03/2025 04:00:00 - 10/03/2025 05:00:00","BZN|NL","Without sequence","101.14","",""
"10/03/2025 05:00:00 - 10/03/2025 06:00:00","BZN|NL","Without sequence","141.76","",""
"10/03/2025 06:00:00 - 10/03/2025 07:00:00","BZN|NL","Without sequence","149.92","",""
"10/03/2025 07:00:00 - 10/03/2025 08:00:00","BZN|NL","Without sequence","133.32","",""
"10/03/2025 08:00:00 - 10/03/2025 09:00:00","BZN|NL","Without sequence","98.22","",""
"10/03/2025 09:00:00 - 10/03/2025 10:00:00","BZN|NL","Without sequence","84.12","",""
"10/03/2025 10:00:00 - 10/03/2025 11:00:00","BZN|NL","Without sequence","77.88","",""
"10/03/2025 11:00:00 - 10/03/2025 12:00:00","BZN|NL","Without sequence","76.02","",""
"10/03/2025 12:00:00 - 10/03/2025 13:00:00","BZN|NL","Without sequence","77.32","",""
"10/03/2025 13:00:00 - 10/03/2025 14:00:00","BZN|NL","Without sequence","81.9","",""
"10/03/2025 14:00:00 - 10/03/2025 15:00:00","BZN|NL","Without sequence","90.54","",""
"10/03/2025 15:00:00 - 10/03/2025 16:00:00","BZN|NL","Without sequence","109.4","",""
"10/03/2025 16:00:00 - 10/03/2025 17:00:00","BZN|NL","Without sequence","136.2","",""
"10/03/2025 17:00:00 - 10/03/2025 18:00:00","BZN|NL","Without sequence","165.35","",""
"10/03/2025 18:00:00 - 10/03/2025 19:00:00","BZN|NL","Without sequence","156.89","",""
"10/03/2025 19:00:00 - 10/03/2025 20:00:00","BZN|NL","Without sequence","123.2","",""
"10/03/2025 20:00:00 - 10/03/2025 21:00:00","BZN|NL","Without sequence","108.6","",""
"10/03/2025 21:00:00 - 10/03/2025 22:00:00","BZN|NL","Without sequence","105.16","",""
"10/03/2025 22:00:00 - 10/03/2025 23:00:00","BZN|NL","Without sequence","96.32","",""
"10/03/2025 23:00:00 - 11/03/2025 00:00:00","BZN|NL","Without sequence","100.64","",""
"11/03/2025 00:00:00 - 11/03/2025 01:00:00","BZN|NL","Without sequence","97.61","",""
"11/03/2025 01:00:00 - 11/03/2025 02:00:00","BZN|NL","Without sequence","97.56","",""
"11/03/2025 02:00:00 - 11/03/2025 03:00:00","BZN|NL","Without sequence","97.43","",""
"11/03/2025 03:00:00 - 11/03/2025 04:00:00","BZN|NL","Without sequence","97.11","",""
"11/03/2025 04:00:00 - 11/03/2025 05:00:00","BZN|NL","Without sequence","103.49","",""
"11/03/2025 05:00:00 - 11/03/2025 06:00:00","BZN|NL","Without sequence","91.88","",""
"11/03/2025 06:00:00 - 11/03/2025 07:00:00","BZN|NL","Without sequence","139.02","",""
"11/03/2025 07:00:00 - 11/03/2025 08:00:00","BZN|NL","Without sequence","138.58","",""
"11/03/2025 08:00:00 - 11/03/2025 09:00:00","BZN|NL","Without sequence","125.4","",""
"11/03/2025 09:00:00 - 11/03/2025 10:00:00","BZN|NL","Without sequence","101.52","",""
"11/03/2025 10:00:00 - 11/03/2025 11:00:00","BZN|NL","Without sequence","96.23","",""
"11/03/2025 11:00:00 - 11/03/2025 12:00:00","BZN|NL","Without sequence","94.16","",""
"11/03/2025 12:00:00 - 11/03/2025 13:00:00","BZN|NL","Without sequence","94.78","",""
"11/03/2025 13:00:00 - 11/03/2025 14:00:00","BZN|NL","Without sequence","98.05","",""
"11/03/2025 14:00:00 - 11/03/2025 15:00:00","BZN|NL","Without sequence","106.49","",""
"11/03/2025 15:00:00 - 11/03/2025 16:00:00","BZN|NL","Without sequence","119.51","",""
"11/03/2025 16:00:00 - 11/03/2025 17:00:00","BZN|NL","Without sequence","139.37","",""
"11/03/2025 17:00:00 - 11/03/2025 18:00:00","BZN|NL","Without sequence","170.88","",""
"11/03/2025 18:00:00 - 11/03/2025 19:00:00","BZN|NL","Without sequence","169.67","",""
"11/03/2025 19:00:00 - 11/03/2025 20:00:00","BZN|NL","Without sequence","144.93","",""
"11/03/2025 20:00:00 - 11/03/2025 21:00:00","BZN|NL","Without sequence","130.84","",""
"11/03/2025 21:00:00 - 11/03/2025 22:00:00","BZN|NL","Without sequence","117.4","",""
"11/03/2025 22:00:00 - 11/03/2025 23:00:00","BZN|NL","Without sequence","106.83","",""
"11/03/2025 23:00:00 - 12/03/2025 00:00:00","BZN|NL","Without sequence","100.93","",""
"12/03/2025 00:00:00 - 12/03/2025 01:00:00","BZN|NL","Without sequence","98.68","",""
"12/03/2025 01:00:00 - 12/03/2025 02:00:00","BZN|NL","Without sequence","96.97","",""
"12/03/2025 02:00:00 - 12/03/2025 03:00:00","BZN|NL","Without sequence","95.36","",""
"12/03/2025 03:00:00 - 12/03/2025 04:00:00","BZN|NL","Without sequence","97.7","",""
"12/03/2025 04:00:00 - 12/03/2025 05:00:00","BZN|NL","Without sequence","103.92","",""
"12/03/2025 05:00:00 - 12/03/2025 06:00:00","BZN|NL","Without sequence","130.43","",""
"12/03/2025 06:00:00 - 12/03/2025 07:00:00","BZN|NL","Without sequence","142.01","",""
"12/03/2025 07:00:00 - 12/03/2025 08:00:00","BZN|NL","Without sequence","140.1","",""
"12/03/2025 08:00:00 - 12/03/2025 09:00:00","BZN|NL","Without sequence","125.0","",""
"12/03/2025 09:00:00 - 12/03/2025 10:00:00","BZN|NL","Without sequence","102.65","",""
"12/03/2025 10:00:00 - 12/03/2025 11:00:00","BZN|NL","Without sequence","98.93","",""
"12/03/2025 11:00:00 - 12/03/2025 12:00:00","BZN|NL","Without sequence","97.74","",""
"12/03/2025 12:00:00 - 12/03/2025 13:00:00","BZN|NL","Without sequence","92.62","",""
"12/03/2025 13:00:00 - 12/03/2025 14:00:00","BZN|NL","Without sequence","96.8","",""
"12/03/2025 14:00:00 - 12/03/2025 15:00:00","BZN|NL","Without sequence","100.1","",""
"12/03/2025 15:00:00 - 12/03/2025 16:00:00","BZN|NL","Without sequence","113.0","",""
"12/03/2025 16:00:00 - 12/03/2025 17:00:00","BZN|NL","Without sequence","138.06","",""
"12/03/2025 17:00:00 - 12/03/2025 18:00:00","BZN|NL","Without sequence","189.38","",""
"12/03/2025 18:00:00 - 12/03/2025 19:00:00","BZN|NL","Without sequence","179.12","",""
"12/03/2025 19:00:00 - 12/03/2025 20:00:00","BZN|NL","Without sequence","147.8","",""
"12/03/2025 20:00:00 - 12/03/2025 21:00:00","BZN|NL","Without sequence","132.2","",""
"12/03/2025 21:00:00 - 12/03/2025 22:00:00","BZN|NL","Without sequence","120.0","",""
"12/03/2025 22:00:00 - 12/03/2025 23:00:00","BZN|NL","Without sequence","109.91","",""
"12/03/2025 23:00:00 - 13/03/2025 00:00:00","BZN|NL","Without sequence","108.52","",""
"13/03/2025 00:00:00 - 13/03/2025 01:00:00","BZN|NL","Without sequence","102.51","",""
"13/03/2025 01:00:00 - 13/03/2025 02:00:00","BZN|NL","Without sequence","99.59","",""
"13/03/2025 02:00:00 - 13/03/2025 03:00:00","BZN|NL","Without sequence","96.65","",""
"13/03/2025 03:00:00 - 13/03/2025 04:00:00","BZN|NL","Without sequence","97.19","",""
"13/03/2025 04:00:00 - 13/03/2025 05:00:00","BZN|NL","Without sequence","105.11","",""
"13/03/2025 05:00:00 - 13/03/2025 06:00:00","BZN|NL","Without sequence","131.27","",""
"13/03/2025 06:00:00 - 13/03/2025 07:00:00","BZN|NL","Without sequence","155.96","",""
"13/03/2025 07:00:00 - 13/03/2025 08:00:00","BZN|NL","Without sequence","155.1","",""
"13/03/2025 08:00:00 - 13/03/2025 09:00:00","BZN|NL","Without sequence","130.68","",""
"13/03/2025 09:00:00 - 13/03/2025 10:00:00","BZN|NL","Without sequence","120.4","",""
"13/03/2025 10:00:00 - 13/03/2025 11:00:00","BZN|NL","Without sequence","103.0","",""
"13/03/2025 11:00:00 - 13/03/2025 12:00:00","BZN|NL","Without sequence","95.62","",""
"13/03/2025 12:00:00 - 13/03/2025 13:00:00","BZN|NL","Without sequence","96.9","",""
"13/03/2025 13:00:00 - 13/03/2025 14:00:00","BZN|NL","Without sequence","104.0","",""
"13/03/2025 14:00:00 - 13/03/2025 15:00:00","BZN|NL","Without sequence","104.0","",""
"13/03/2025 15:00:00 - 13/03/2025 16:00:00","BZN|NL","Without sequence","108.81","",""
"13/03/2025 16:00:00 - 13/03/2025 17:00:00","BZN|NL","Without sequence","138.19","",""
"13/03/2025 17:00:00 - 13/03/2025 18:00:00","BZN|NL","Without sequence","166.05","",""
"13/03/2025 18:00:00 - 13/03/2025 19:00:00","BZN|NL","Without sequence","173.47","",""
"13/03/2025 19:00:00 - 13/03/2025 20:00:00","BZN|NL","Without sequence","149.0","",""
"13/03/2025 20:00:00 - 13/03/2025 21:00:00","BZN|NL","Without sequence","135.69","",""
"13/03/2025 21:00:00 - 13/03/2025 22:00:00","BZN|NL","Without sequence","123.48","",""
"13/03/2025 22:00:00 - 13/03/2025 23:00:00","BZN|NL","Without sequence","111.63","",""
"13/03/2025 23:00:00 - 14/03/2025 00:00:00","BZN|NL","Without sequence","109.09","",""
"14/03/2025 00:00:00 - 14/03/2025 01:00:00","BZN|NL","Without sequence","106.0","",""
"14/03/2025 01:00:00 - 14/03/2025 02:00:00","BZN|NL","Without sequence","105.9","",""
"14/03/2025 02:00:00 - 14/03/2025 03:00:00","BZN|NL","Without sequence","103.83","",""
"14/03/2025 03:00:00 - 14/03/2025 04:00:00","BZN|NL","Without sequence","105.3","",""
"14/03/2025 04:00:00 - 14/03/2025 05:00:00","BZN|NL","Without sequence","113.61","",""
"14/03/2025 05:00:00 - 14/03/2025 06:00:00","BZN|NL","Without sequence","140.97","",""
"14/03/2025 06:00:00 - 14/03/2025 07:00:00","BZN|NL","Without sequence","155.02","",""
"14/03/2025 07:00:00 - 14/03/2025 08:00:00","BZN|NL","Without sequence","153.05","",""
"14/03/2025 08:00:00 - 14/03/2025 09:00:00","BZN|NL","Without sequence","131.9","",""
"14/03/2025 09:00:00 - 14/03/2025 10:00:00","BZN|NL","Without sequence","111.81","",""
"14/03/2025 10:00:00 - 14/03/2025 11:00:00","BZN|NL","Without sequence","101.2","",""
"14/03/2025 11:00:00 - 14/03/2025 12:00:00","BZN|NL","Without sequence","98.64","",""
"14/03/2025 12:00:00 - 14/03/2025 13:00:00","BZN|NL","Without sequence","100.0","",""
"14/03/2025 13:00:00 - 14/03/2025 14:00:00","BZN|NL","Without sequence","91.12","",""
"14/03/2025 14:00:00 - 14/03/2025 15:00:00","BZN|NL","Without sequence","106.5","",""
"14/03/2025 15:00:00 - 14/03/2025 16:00:00","BZN|NL","Without sequence","115.6","",""
"14/03/2025 16:00:00 - 14/03/2025 17:00:00","BZN|NL","Without sequence","133.74","",""
"14/03/2025 17:00:00 - 14/03/2025 18:00:00","BZN|NL","Without sequence","145.69","",""
"14/03/2025 18:00:00 - 14/03/2025 19:00:00","BZN|NL","Without sequence","150.85","",""
"14/03/2025 19:00:00 - 14/03/2025 20:00:00","BZN|NL","Without sequence","130.01","",""
"14/03/2025 20:00:00 - 14/03/2025 21:00:00","BZN|NL","Without sequence","111.39","",""
"14/03/2025 21:00:00 - 14/03/2025 22:00:00","BZN|NL","Without sequence","114.0","",""
"14/03/2025 22:00:00 - 14/03/2025 23:00:00","BZN|NL","Without sequence","105.17","",""
"14/03/2025 23:00:00 - 15/03/2025 00:00:00","BZN|NL","Without sequence","112.15","",""
"15/03/2025 00:00:00 - 15/03/2025 01:00:00","BZN|NL","Without sequence","103.14","",""
"15/03/2025 01:00:00 - 15/03/2025 02:00:00","BZN|NL","Without sequence","96.0","",""
"15/03/2025 02:00:00 - 15/03/2025 03:00:00","BZN|NL","Without sequence","89.9","",""
"15/03/2025 03:00:00 - 15/03/2025 04:00:00","BZN|NL","Without sequence","86.9","",""
