STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
370,20230101,1,220,110,120,190,163,,59,0,0,0,-1,10087,82,8,49,23,7,0,1,0,0,0
370,20230101,2,210,100,90,180,156,,57,0,0,0,0,10093,83,8,51,,5,0,0,0,0,0
370,20230101,3,210,100,100,170,153,,60,0,0,0,0,10095,82,8,53,2,7,0,0,0,0,0
370,20230101,4,210,100,100,150,151,,65,0,0,0,0,10097,83,8,56,,5,0,0,0,0,0
370,20230101,5,220,90,90,150,144,,72,0,0,0,0,10104,83,8,61,,5,0,0,0,0,0
370,20230101,6,220,80,80,150,141,137,75,0,0,0,0,10117,83,8,64,2,7,0,0,0,0,0
370,20230101,7,250,60,50,130,115,,93,0,0,5,5,10131,62,8,86,81,7,0,1,0,0,0
370,20230101,8,230,50,40,80,109,,99,0,0,10,11,10138,59,8,93,61,7,0,1,0,0,0
370,20230101,9,210,30,30,60,109,,100,0,2,6,3,10147,62,8,94,81,7,0,1,0,0,0
370,20230101,10,190,30,20,50,106,,96,0,15,0,-1,10149,65,8,93,23,7,0,1,0,0,0
370,20230101,11,220,50,70,90,129,,93,0,32,0,0,10148,75,8,78,,5,0,0,0,0,0
370,20230101,12,220,70,70,110,135,101,89,0,49,0,0,10151,75,8,73,2,7,0,0,0,0,0
370,20230101,13,220,70,70,110,136,,80,2,45,0,0,10149,79,8,69,,5,0,0,0,0,0
370,20230101,14,210,50,40,100,129,,82,0,16,0,0,10148,75,8,73,,5,0,0,0,0,0
370,20230101,15,180,30,30,50,130,,84,0,5,0,0,10148,75,8,73,,5,0,0,0,0,0
370,20230101,16,180,30,30,70,126,,84,0,1,0,-1,10150,75,8,75,23,7,0,1,0,0,0
370,20230101,17,180,30,40,70,118,,91,0,0,9,1,10146,70,8,83,81,7,0,1,0,0,0
370,20230101,18,180,40,40,70,110,107,96,0,0,10,4,10142,67,8,90,61,7,0,1,0,0,0
370,20230101,19,160,40,40,70,107,,98,0,0,10,3,10133,62,8,94,51,7,0,1,0,0,0
370,20230101,20,160,40,40,70,108,,99,0,0,7,2,10123,65,8,94,51,7,0,1,0,0,0
370,20230101,21,150,30,30,50,106,,100,0,0,10,8,10119,60,8,95,81,7,0,1,0,0,0
370,20230101,22,170,40,40,60,109,,100,0,0,10,5,10112,65,8,94,61,7,0,1,0,0,0
370,20230101,23,170,40,30,60,110,,101,0,0,7,2,10107,65,8,93,57,7,0,1,0,0,0
370,20230101,24,190,50,50,100,122,104,104,0,0,0,-1,10102,70,8,88,81,7,0,1,0,0,0
370,20230102,1,190,40,50,80,127,,102,0,0,2,1,10097,70,8,85,23,7,0,1,0,0,0
370,20230102,2,200,50,50,90,126,,109,0,0,10,4,10098,63,8,89,81,7,0,1,0,0,0
370,20230102,3,200,60,60,100,127,,109,0,0,10,3,10099,69,8,88,61,7,0,1,0,0,0
370,20230102,4,200,60,70,110,127,,109,0,0,7,3,10100,70,8,88,23,7,0,1,0,0,0
370,20230102,5,210,60,60,110,125,,108,0,0,5,3,10105,70,8,89,57,7,0,1,0,0,0
370,20230102,6,210,70,70,110,124,116,106,0,0,0,-1,10110,70,8,88,57,7,0,1,0,0,0
370,20230102,7,260,70,50,140,105,,87,0,0,8,20,10127,70,8,88,51,7,0,1,0,0,0
370,20230102,8,260,50,60,100,97,,84,0,0,10,1,10142,65,8,91,51,7,0,1,0,0,0
370,20230102,9,250,50,50,90,93,,78,0,5,0,-1,10153,70,8,90,81,7,0,1,0,0,0
370,20230102,10,250,40,40,80,96,,79,0,21,0,-1,10163,70,8,89,23,7,0,1,0,0,0
370,20230102,11,240,40,40,70,97,,78,0,32,0,0,10167,70,8,87,,5,0,0,0,0,0
370,20230102,12,240,40,40,70,98,90,77,0,32,0,0,10172,67,8,87,2,7,0,0,0,0,0
370,20230102,13,220,40,50,70,97,,75,0,22,0,0,10176,70,8,86,,5,0,0,0,0,0
370,20230102,14,210,40,40,60,98,,77,0,21,0,-1,10179,70,8,86,81,7,0,1,0,0,0
370,20230102,15,210,40,50,70,92,,77,0,11,5,2,10184,70,8,90,57,7,0,1,0,0,0
370,20230102,16,230,50,40,80,90,,75,0,3,2,1,10197,65,8,90,81,7,0,1,0,0,0
370,20230102,17,240,50,40,70,82,,68,0,0,2,1,10207,70,8,90,23,7,0,1,0,0,0
370,20230102,18,240,40,40,60,76,65,58,0,0,0,0,10216,70,3,88,1,7,0,0,0,0,0
370,20230102,19,230,40,40,70,71,,56,0,0,0,0,10226,70,1,90,,5,0,0,0,0,0
370,20230102,20,230,30,30,60,54,,47,0,0,0,0,10236,61,0,95,,5,0,0,0,0,0
370,20230102,21,200,30,30,50,61,,55,0,0,0,0,10240,50,3,96,10,7,0,0,0,0,0
370,20230102,22,220,40,40,60,64,,55,0,0,0,-1,10247,64,8,94,23,7,0,1,0,0,0
370,20230102,23,230,40,40,50,50,,39,0,0,0,0,10254,65,1,92,,5,0,0,0,0,0
370,20230102,24,230,40,30,60,48,36,38,0,0,0,0,10260,65,1,93,2,7,0,0,0,0,0
370,20230103,1,180,30,20,40,40,,36,0,0,0,0,10260,60,1,96,,5,0,0,0,0,0
370,20230103,2,180,20,10,40,31,,29,0,0,0,0,10265,15,0,98,10,7,0,0,0,0,0
370,20230103,3,180,20,30,40,30,,25,0,0,0,0,10266,56,0,96,10,7,0,0,0,0,0
370,20230103,4,180,30,20,40,29,,27,0,0,0,0,10266,21,1,98,10,7,0,0,0,0,0
370,20230103,5,160,20,30,40,27,,23,0,0,0,0,10265,37,4,96,10,7,0,0,0,0,0
370,20230103,6,150,30,30,40,38,2,34,0,0,0,0,10263,61,8,97,,5,0,0,0,0,0
370,20230103,7,150,40,50,70,50,,42,0,0,0,0,10257,64,8,94,,5,0,0,0,0,0
370,20230103,8,180,40,40,70,53,,46,0,1,1,2,10265,62,6,94,23,7,0,1,0,0,0
370,20230103,9,200,40,40,70,65,,57,0,6,0,0,10269,61,8,94,3,7,0,0,0,0,0
370,20230103,10,200,40,40,80,72,,61,0,10,0,0,10270,62,8,93,,5,0,0,0,0,0
370,20230103,11,190,40,40,70,79,,66,0,19,0,0,10269,65,8,91,,5,0,0,0,0,0
370,20230103,12,230,40,60,90,80,34,63,0,15,0,-1,10266,66,8,89,81,7,0,1,0,0,0
370,20230103,13,200,60,50,90,83,,61,2,37,0,-1,10261,70,8,85,23,7,0,1,0,0,0
370,20230103,14,200,60,50,100,85,,56,3,31,0,0,10257,70,7,81,,5,0,0,0,0,0
370,20230103,15,200,50,50,80,81,,53,7,18,0,0,10255,70,8,82,3,7,0,0,0,0,0
370,20230103,16,190,40,40,70,83,,53,0,3,0,0,10255,70,8,81,,5,0,0,0,0,0
370,20230103,17,190,50,60,90,83,,51,0,0,0,0,10251,75,8,80,,5,0,0,0,0,0
370,20230103,18,180,50,60,90,82,74,51,0,0,0,0,10246,75,8,80,2,7,0,0,0,0,0
370,20230103,19,190,60,60,100,81,,51,0,0,0,0,10241,70,8,81,,5,0,0,0,0,0
370,20230103,20,190,60,60,100,83,,51,0,0,0,0,10232,75,8,80,,5,0,0,0,0,0
370,20230103,21,190,70,60,120,81,,51,0,0,0,0,10227,70,8,81,,5,0,0,0,0,0
370,20230103,22,190,70,70,110,87,,54,0,0,0,0,10219,75,8,79,,5,0,0,0,0,0
370,20230103,23,190,80,80,130,90,,57,0,0,0,-1,10210,75,8,79,81,7,0,1,0,0,0
370,20230103,24,190,70,70,120,85,74,68,0,0,8,4,10200,59,8,88,62,7,0,1,0,0,0
370,20230104,1,200,80,90,150,89,,76,0,0,10,8,10190,58,8,91,61,7,0,1,0,0,0
370,20230104,2,200,90,90,130,92,,80,0,0,9,7,10185,57,8,92,57,7,0,1,0,0,0
370,20230104,3,200,90,90,150,97,,85,0,0,9,5,10179,56,8,92,61,7,0,1,0,0,0
370,20230104,4,200,90,90,150,100,,89,0,0,0,-1,10170,57,8,93,23,7,0,1,0,0,0
370,20230104,5,210,90,90,140,104,,94,0,0,0,-1,10163,63,8,93,23,7,0,1,0,0,0
370,20230104,6,210,90,90,140,110,82,97,0,0,0,-1,10157,61,8,91,57,7,0,1,0,0,0
370,20230104,7,210,90,90,140,111,,100,0,0,7,4,10158,62,8,93,23,7,0,1,0,0,0
370,20230104,8,220,100,100,140,118,,98,0,0,0,0,10150,70,8,87,,5,0,0,0,0,0
370,20230104,9,220,110,110,180,123,,99,0,2,0,-1,10153,70,8,85,23,7,0,1,0,0,0
370,20230104,10,220,110,110,180,120,,105,0,8,5,3,10154,57,8,90,81,7,0,1,0,0,0
370,20230104,11,220,100,110,160,120,,108,0,16,9,5,10150,32,8,92,62,7,0,1,0,0,0
370,20230104,12,230,100,100,160,119,106,110,0,16,10,8,10150,28,8,94,53,7,0,1,0,0,0
370,20230104,13,230,80,70,150,119,,113,0,11,10,14,10147,41,8,95,52,7,0,1,0,0,0
370,20230104,14,230,80,70,130,123,,114,0,15,0,-1,10148,65,8,94,23,7,0,1,0,0,0
370,20230104,15,230,80,80,140,126,,110,0,9,0,0,10144,70,8,90,2,7,0,0,0,0,0
370,20230104,16,240,80,90,130,122,,104,0,2,2,1,10145,60,8,88,51,7,0,1,0,0,0
370,20230104,17,240,90,90,140,122,,98,0,0,0,-1,10147,70,7,85,22,7,0,1,0,0,0
370,20230104,18,230,80,80,130,122,114,95,0,0,0,0,10151,64,8,83,3,7,0,0,0,0,0
370,20230104,19,240,90,80,130,123,,93,0,0,0,0,10152,61,8,82,,5,0,0,0,0,0
370,20230104,20,230,80,80,130,122,,87,0,0,0,0,10154,62,8,79,,5,0,0,0,0,0
370,20230104,21,240,80,90,140,120,,82,0,0,0,0,10159,62,8,77,,5,0,0,0,0,0
370,20230104,22,240,80,80,130,120,,81,0,0,0,0,10162,62,8,77,,5,0,0,0,0,0
370,20230104,23,250,80,70,140,112,,77,0,0,0,0,10166,62,7,79,,5,0,0,0,0,0
370,20230104,24,250,70,70,130,113,104,76,0,0,0,0,10170,63,8,78,,5,0,0,0,0,0
370,20230105,1,240,60,70,110,103,,73,0,0,0,0,10171,63,7,81,,5,0,0,0,0,0
370,20230105,2,240,50,60,90,101,,75,0,0,0,0,10176,61,7,83,,5,0,0,0,0,0
370,20230105,3,250,60,60,90,106,,77,0,0,0,-1,10178,61,8,81,57,7,0,1,0,0,0
370,20230105,4,260,60,60,100,108,,76,0,0,0,-1,10181,63,8,80,23,7,0,1,0,0,0
370,20230105,5,260,60,60,100,109,,77,0,0,0,-1,10182,62,8,80,23,7,0,1,0,0,0
370,20230105,6,250,60,60,110,109,89,77,0,0,0,0,10187,61,8,80,2,7,0,0,0,0,0
370,20230105,7,260,60,70,110,109,,78,0,0,0,0,10194,60,8,81,,5,0,0,0,0,0
370,20230105,8,250,60,60,110,108,,77,0,0,0,0,10199,60,8,81,,5,0,0,0,0,0
370,20230105,9,260,60,60,90,107,,77,0,8,0,0,10205,60,8,81,,5,0,0,0,0,0
370,20230105,10,250,50,60,100,109,,80,0,27,0,0,10211,60,8,82,,5,0,0,0,0,0
370,20230105,11,250,50,50,100,109,,80,0,32,0,0,10215,60,8,82,,5,0,0,0,0,0
370,20230105,12,250,50,50,90,118,103,83,2,43,0,0,10212,60,8,79,,5,0,0,0,0,0
370,20230105,13,240,50,60,90,113,,80,3,47,0,0,10210,61,8,79,,5,0,0,0,0,0
370,20230105,14,220,50,50,70,113,,81,2,34,0,0,10209,60,8,80,,5,0,0,0,0,0
370,20230105,15,230,50,50,80,105,,82,5,16,0,-1,10211,56,8,85,51,7,0,1,0,0,0
370,20230105,16,190,30,30,50,98,,91,0,2,0,-1,10207,40,8,95,51,7,0,1,0,0,0
370,20230105,17,190,40,40,60,101,,96,0,0,0,-1,10202,57,8,96,81,7,0,1,0,0,0
370,20230105,18,200,40,40,60,107,97,102,0,0,8,1,10200,37,8,96,52,7,0,1,0,0,0
370,20230105,19,230,50,60,90,110,,101,0,0,5,1,10197,50,8,94,58,7,0,1,0,0,0
370,20230105,20,250,50,50,80,102,,94,0,0,9,7,10197,42,8,94,52,7,0,1,0,0,0
370,20230105,21,210,50,50,80,103,,92,0,0,0,-1,10194,65,8,92,22,7,0,1,0,0,0
370,20230105,22,220,50,50,70,100,,91,0,0,0,0,10193,65,8,94,,5,0,0,0,0,0
370,20230105,23,210,50,50,70,102,,90,0,0,0,0,10189,65,8,92,,5,0,0,0,0,0
370,20230105,24,200,40,40,60,105,93,91,0,0,0,0,10185,65,8,91,2,7,0,0,0,0,0
370,20230106,1,200,50,50,70,106,,87,0,0,0,-1,10182,70,8,88,23,7,0,1,0,0,0
370,20230106,2,190,50,40,80,106,,80,0,0,0,0,10177,70,8,84,,5,0,0,0,0,0
370,20230106,3,200,50,60,90,107,,75,0,0,0,0,10170,75,8,80,2,7,0,0,0,0,0
370,20230106,4,200,60,60,80,107,,76,0,0,0,0,10168,70,8,81,,5,0,0,0,0,0
370,20230106,5,200,70,80,120,108,,76,0,0,0,0,10159,75,8,80,,5,0,0,0,0,0
370,20230106,6,210,70,60,110,108,100,77,0,0,0,0,10160,70,8,81,2,7,0,0,0,0,0
370,20230106,7,210,80,80,130,103,,83,0,0,0,-1,10160,59,8,87,81,7,0,1,0,0,0
370,20230106,8,210,70,70,120,102,,87,0,0,0,-1,10166,63,8,89,61,7,0,1,0,0,0
370,20230106,9,230,70,60,110,106,,91,0,5,0,-1,10173,70,8,90,23,7,0,1,0,0,0
370,20230106,10,230,60,60,100,110,,89,0,14,0,0,10180,70,8,87,,5,0,0,0,0,0
370,20230106,11,240,50,50,100,114,,85,3,46,0,0,10180,70,7,82,,5,0,0,0,0,0
370,20230106,12,220,60,70,110,126,99,81,8,106,0,0,10178,75,7,74,2,7,0,0,0,0,0
370,20230106,13,230,60,70,100,121,,78,8,72,0,0,10177,75,7,75,,5,0,0,0,0,0
370,20230106,14,210,50,50,100,120,,86,3,38,0,0,10176,75,8,79,,5,0,0,0,0,0
370,20230106,15,220,50,60,90,108,,86,10,35,0,0,10176,70,8,86,,5,0,0,0,0,0
370,20230106,16,210,40,40,70,104,,92,0,5,0,0,10174,65,8,92,,5,0,0,0,0,0
370,20230106,17,190,30,40,60,106,,94,0,0,0,0,10172,65,8,92,,5,0,0,0,0,0
370,20230106,18,200,50,50,80,110,96,96,0,0,0,0,10171,65,8,91,,5,0,0,0,0,0
370,20230106,19,200,50,40,90,107,,100,0,0,7,7,10172,37,8,95,52,7,0,1,0,0,0
370,20230106,20,210,60,60,100,108,,99,0,0,5,1,10171,65,8,94,23,7,0,1,0,0,0
370,20230106,21,190,50,60,90,109,,97,0,0,0,-1,10168,62,8,92,81,7,0,1,0,0,0
370,20230106,22,200,60,60,90,106,,91,0,0,0,-1,10167,70,8,90,23,7,0,1,0,0,0
370,20230106,23,190,60,40,90,102,,87,0,0,0,-1,10166,70,8,90,23,7,0,1,0,0,0
370,20230106,24,190,50,50,80,102,93,87,0,0,0,0,10165,70,8,90,2,7,0,0,0,0,0
370,20230107,1,190,50,50,80,103,,87,0,0,0,0,10160,70,7,90,,5,0,0,0,0,0
370,20230107,2,180,50,50,70,98,,84,0,0,0,0,10156,70,8,90,,5,0,0,0,0,0
370,20230107,3,180,40,50,70,103,,86,0,0,0,0,10154,70,8,89,,5,0,0,0,0,0
370,20230107,4,180,50,50,70,104,,84,0,0,0,0,10148,70,8,87,,5,0,0,0,0,0
370,20230107,5,180,50,50,80,102,,80,0,0,0,0,10139,70,8,86,,5,0,0,0,0,0
370,20230107,6,180,50,50,80,103,91,75,0,0,0,0,10136,70,8,82,,5,0,0,0,0,0
370,20230107,7,170,50,40,80,102,,69,0,0,0,0,10130,75,8,79,,5,0,0,0,0,0
370,20230107,8,180,40,50,80,102,,65,0,1,0,0,10126,75,8,77,,5,0,0,0,0,0
370,20230107,9,180,50,40,80,106,,62,0,10,0,0,10120,75,8,74,,5,0,0,0,0,0
370,20230107,10,160,40,50,80,116,,64,3,30,0,0,10113,75,7,70,,5,0,0,0,0,0
370,20230107,11,170,60,60,100,117,,56,10,71,0,0,10101,80,8,66,,5,0,0,0,0,0
370,20230107,12,190,70,70,130,118,94,52,10,73,0,0,10091,83,7,64,,5,0,0,0,0,0
370,20230107,13,180,60,60,110,119,,56,10,76,0,0,10081,80,8,65,,5,0,0,0,0,0
370,20230107,14,170,60,60,120,114,,57,8,43,0,0,10069,80,8,67,,5,0,0,0,0,0
370,20230107,15,170,60,60,120,111,,54,10,28,0,0,10065,80,8,67,,5,0,0,0,0,0
370,20230107,16,180,60,50,90,108,,55,2,4,0,0,10057,75,8,70,,5,0,0,0,0,0
370,20230107,17,180,60,60,120,101,,61,0,0,6,1,10056,74,8,76,81,7,0,1,0,0,0
370,20230107,18,170,50,50,90,94,88,65,0,0,5,5,10047,70,8,82,23,7,0,1,0,0,0
370,20230107,19,190,60,70,110,100,,64,0,0,0,0,10048,75,8,78,,5,0,0,0,0,0
370,20230107,20,190,70,70,120,103,,67,0,0,0,-1,10046,75,8,78,81,7,0,1,0,0,0
370,20230107,21,190,60,60,120,101,,72,0,0,0,-1,10042,70,8,82,23,7,0,1,0,0,0
370,20230107,22,190,60,60,110,102,,74,0,0,0,0,10040,70,8,82,,5,0,0,0,0,0
370,20230107,23,190,60,60,100,103,,75,0,0,0,-1,10039,70,8,82,23,7,0,1,0,0,0
370,20230107,24,190,50,50,90,101,88,70,0,0,0,0,10036,70,8,81,2,7,0,0,0,0,0
370,20230108,1,180,50,50,80,103,,72,0,0,0,0,10031,70,8,81,,5,0,0,0,0,0
370,20230108,2,200,60,80,120,86,,68,0,0,4,5,10034,60,8,88,81,7,0,1,0,0,0
370,20230108,3,200,60,60,110,81,,64,0,0,9,6,10025,62,8,88,61,7,0,1,0,0,0
370,20230108,4,190,50,40,100,81,,65,0,0,0,-1,10023,70,8,89,23,7,0,1,0,0,0
370,20230108,5,190,50,50,90,82,,62,0,0,0,-1,10021,70,8,86,23,7,0,1,0,0,0
370,20230108,6,200,50,50,80,76,67,49,0,0,0,0,10018,70,3,82,1,7,0,0,0,0,0
370,20230108,7,190,50,40,80,68,,39,0,0,0,0,10023,70,3,81,,5,0,0,0,0,0
370,20230108,8,180,40,40,60,62,,39,0,1,0,0,10021,70,7,85,,5,0,0,0,0,0
370,20230108,9,170,40,40,60,67,,45,5,17,0,0,10017,70,7,86,,5,0,0,0,0,0
370,20230108,10,190,50,50,80,77,,54,0,14,0,0,10011,70,8,85,,5,0,0,0,0,0
370,20230108,11,190,50,50,90,94,,56,3,47,0,0,10006,75,3,77,,5,0,0,0,0,0
370,20230108,12,190,60,60,100,99,53,54,10,90,0,0,9999,75,2,74,,5,0,0,0,0,0
370,20230108,13,200,70,70,130,99,,50,2,57,0,0,9994,75,7,71,,5,0,0,0,0,0
370,20230108,14,200,70,70,110,96,,44,8,49,0,0,9988,75,5,70,,5,0,0,0,0,0
370,20230108,15,190,60,50,100,96,,45,10,35,0,0,9981,75,1,70,,5,0,0,0,0,0
370,20230108,16,180,40,40,90,85,,42,2,4,0,0,9976,75,3,74,,5,0,0,0,0,0
370,20230108,17,170,50,40,80,86,,45,0,0,0,0,9972,75,7,75,,5,0,0,0,0,0
370,20230108,18,170,40,50,70,80,69,43,0,0,0,0,9964,75,3,77,,5,0,0,0,0,0
370,20230108,19,170,40,40,70,77,,43,0,0,0,0,9958,75,5,79,,5,0,0,0,0,0
370,20230108,20,160,40,40,60,77,,48,0,0,0,-1,9950,70,8,82,57,7,0,1,0,0,0
370,20230108,21,170,40,40,70,78,,55,0,0,0,-1,9942,70,8,85,23,7,0,1,0,0,0
370,20230108,22,180,40,40,80,82,,62,0,0,3,1,9936,70,8,87,81,7,0,1,0,0,0
370,20230108,23,240,50,50,110,67,,54,0,0,7,16,9940,61,8,91,61,7,0,1,0,0,0
370,20230108,24,200,40,50,80,63,59,50,0,0,2,1,9942,65,8,91,23,7,0,1,0,0,0
370,20230109,1,210,50,40,70,51,,40,0,0,0,0,9945,65,4,92,,5,0,0,0,0,0
370,20230109,2,190,40,40,70,51,,40,0,0,0,0,9948,65,0,92,,5,0,0,0,0,0
370,20230109,3,190,40,40,60,51,,40,0,0,0,0,9946,65,1,92,,5,0,0,0,0,0
370,20230109,4,190,50,50,80,55,,40,0,0,0,0,9948,70,7,90,,5,0,0,0,0,0
370,20230109,5,190,50,50,90,64,,43,0,0,0,-1,9947,70,8,86,22,7,0,1,0,0,0
370,20230109,6,190,50,60,90,69,38,43,0,0,0,-1,9944,70,8,83,22,7,0,1,0,0,0
370,20230109,7,220,60,80,120,75,,43,0,0,0,0,9946,75,8,80,,5,0,0,0,0,0
370,20230109,8,230,90,90,150,72,,47,0,2,0,-1,9954,64,8,84,51,7,0,1,0,0,0
370,20230109,9,230,80,80,140,72,,52,0,7,8,2,9965,66,8,87,51,7,0,1,0,0,0
370,20230109,10,230,70,70,120,75,,57,0,19,10,4,9978,63,8,87,81,7,0,1,0,0,0
370,20230109,11,230,70,70,120,70,,56,0,27,7,2,9986,59,8,90,57,7,0,1,0,0,0
370,20230109,12,230,70,60,110,76,65,57,0,35,0,-1,9991,70,8,87,23,7,0,1,0,0,0
370,20230109,13,230,60,60,90,78,,62,0,36,3,3,9994,70,8,89,23,7,0,1,0,0,0
370,20230109,14,250,50,40,110,77,,60,0,21,4,3,10004,64,8,88,81,7,0,1,0,0,0
370,20230109,15,250,40,40,70,75,,60,3,16,0,-1,10018,61,8,89,81,7,0,1,0,0,0
370,20230109,16,260,40,30,80,75,,56,0,18,4,6,10031,70,8,88,23,7,0,1,0,0,0
370,20230109,17,240,30,40,60,64,,44,0,0,0,-1,10040,68,8,86,23,7,0,1,0,0,0
370,20230109,18,240,50,40,70,59,52,45,0,0,4,1,10052,65,8,91,23,7,0,1,0,0,0
370,20230109,19,260,40,50,80,63,,44,0,0,0,-1,10066,70,8,87,81,7,0,1,0,0,0
370,20230109,20,250,30,10,70,61,,51,0,0,4,3,10082,63,8,93,81,7,0,1,0,0,0
370,20230109,21,250,40,50,90,64,,46,0,0,0,-1,10091,67,8,88,81,7,0,1,0,0,0
370,20230109,22,210,40,30,90,54,,43,0,0,2,1,10101,65,8,93,23,7,0,1,0,0,0
370,20230109,23,220,30,30,50,35,,27,0,0,0,0,10114,65,1,94,,5,0,0,0,0,0
370,20230109,24,220,40,30,60,34,27,24,0,0,0,0,10128,65,3,92,3,7,0,0,0,0,0
370,20230110,1,230,40,50,60,42,,29,0,0,0,0,10137,65,5,91,,5,0,0,0,0,0
370,20230110,2,230,50,40,80,51,,37,0,0,2,2,10145,60,7,91,81,7,0,1,0,0,0
370,20230110,3,220,50,50,60,42,,28,0,0,1,1,10147,67,1,90,23,7,0,1,0,0,0
370,20230110,4,220,50,50,80,49,,33,0,0,0,0,10155,66,7,89,,5,0,0,0,0,0
370,20230110,5,220,50,60,80,52,,34,0,0,0,0,10160,65,8,88,,5,0,0,0,0,0
370,20230110,6,210,50,60,80,50,25,31,0,0,0,0,10169,63,8,87,2,7,0,0,0,0,0
370,20230110,7,210,60,50,90,41,,23,0,0,0,0,10174,62,4,87,,5,0,0,0,0,0
370,20230110,8,210,50,50,80,37,,21,0,1,0,0,10183,62,3,89,,5,0,0,0,0,0
370,20230110,9,200,50,50,70,47,,27,10,27,0,0,10181,63,8,86,,5,0,0,0,0,0
370,20230110,10,210,50,50,80,56,,31,2,31,0,0,10180,65,8,83,,5,0,0,0,0,0
370,20230110,11,190,50,50,80,64,,34,0,38,0,0,10173,65,8,81,,5,0,0,0,0,0
370,20230110,12,180,50,50,80,68,32,36,0,35,0,0,10168,65,8,80,,5,0,0,0,0,0
370,20230110,13,190,50,60,100,73,,36,0,24,0,0,10159,67,8,77,,5,0,0,0,0,0
370,20230110,14,190,70,70,120,71,,43,0,20,0,-1,10150,60,8,82,81,7,0,1,0,0,0
370,20230110,15,170,70,70,110,63,,46,0,10,10,5,10136,61,8,89,61,7,0,1,0,0,0
370,20230110,16,170,70,80,120,59,,45,0,1,10,14,10127,50,8,90,62,7,0,1,0,0,0
370,20230110,17,180,70,70,130,60,,50,0,0,10,10,10118,34,8,93,61,7,0,1,0,0,0
370,20230110,18,190,70,70,140,69,57,56,0,0,5,1,10111,65,8,91,23,7,0,1,0,0,0
370,20230110,19,190,70,70,130,73,,59,0,0,0,-1,10104,66,8,90,51,7,0,1,0,0,0
370,20230110,20,190,70,70,120,81,,65,0,0,0,-1,10100,70,8,89,22,7,0,1,0,0,0
370,20230110,21,190,70,70,120,82,,71,0,0,3,1,10094,41,8,92,52,7,0,1,0,0,0
370,20230110,22,200,70,70,110,90,,80,0,0,4,1,10085,65,8,93,23,7,0,1,0,0,0
370,20230110,23,190,70,70,120,94,,83,0,0,0,-1,10079,50,8,93,52,7,0,1,0,0,0
370,20230110,24,190,70,60,110,100,66,88,0,0,0,-1,10074,65,8,91,22,7,0,1,0,0,0
370,20230111,1,190,60,60,100,101,,92,0,0,4,1,10070,38,8,94,52,7,0,1,0,0,0
370,20230111,2,200,60,70,110,108,,100,0,0,10,9,10069,44,8,95,82,7,0,1,0,0,0
370,20230111,3,200,70,70,110,111,,105,0,0,10,13,10067,42,8,95,61,7,0,1,0,0,0
370,20230111,4,200,60,60,100,113,,108,0,0,10,18,10066,46,8,96,61,7,0,1,0,0,0
370,20230111,5,240,60,50,100,114,,109,0,0,9,15,10070,50,8,96,63,7,0,1,0,0,0
370,20230111,6,240,50,50,100,115,97,104,0,0,3,10,10074,65,8,93,23,7,0,1,0,0,0
370,20230111,7,250,50,50,100,106,,90,0,0,0,-1,10084,70,8,89,23,7,0,1,0,0,0
370,20230111,8,260,50,40,80,102,,79,0,0,0,0,10094,65,8,85,,5,0,0,0,0,0
370,20230111,9,250,50,50,90,93,,72,0,7,0,0,10107,66,8,86,2,7,0,0,0,0,0
370,20230111,10,240,50,50,80,93,,72,0,23,0,0,10112,66,7,86,,5,0,0,0,0,0
370,20230111,11,230,60,60,90,104,,70,10,76,0,0,10113,67,1,79,,5,0,0,0,0,0
370,20230111,12,240,70,70,100,108,84,63,10,89,0,0,10117,67,1,74,2,7,0,0,0,0,0
370,20230111,13,240,70,70,120,109,,55,8,78,0,0,10117,69,8,68,,5,0,0,0,0,0
370,20230111,14,240,70,50,110,106,,55,5,47,0,0,10117,68,7,70,,5,0,0,0,0,0
370,20230111,15,230,60,70,110,104,,53,8,33,0,0,10117,67,6,70,,5,0,0,0,0,0
370,20230111,16,220,70,80,120,97,,50,2,5,0,0,10121,70,7,72,,5,0,0,0,0,0
370,20230111,17,210,70,70,110,89,,49,0,0,0,0,10125,70,5,75,,5,0,0,0,0,0
370,20230111,18,210,70,80,120,87,76,50,0,0,0,0,10122,69,5,77,,5,0,0,0,0,0
370,20230111,19,220,90,100,140,95,,49,0,0,0,0,10116,74,8,73,,5,0,0,0,0,0
370,20230111,20,210,100,100,140,94,,54,0,0,3,1,10109,65,8,75,81,7,0,1,0,0,0
370,20230111,21,220,100,100,150,89,,60,0,0,10,7,10107,59,8,82,58,7,0,1,0,0,0
370,20230111,22,220,110,110,190,88,,57,0,0,5,1,10108,69,8,80,81,7,0,1,0,0,0
370,20230111,23,200,100,90,160,82,,62,0,0,5,3,10107,70,8,87,81,7,0,1,0,0,0
370,20230111,24,220,80,80,130,83,76,68,0,0,9,3,10107,66,8,90,51,7,0,1,0,0,0
370,20230112,1,210,80,80,120,86,,73,0,0,4,2,10101,60,8,91,81,7,0,1,0,0,0
370,20230112,2,210,80,90,140,86,,73,0,0,10,13,10092,58,8,91,62,7,0,1,0,0,0
370,20230112,3,210,90,90,140,89,,74,0,0,10,8,10084,59,8,90,62,7,0,1,0,0,0
370,20230112,4,200,90,90,140,89,,74,0,0,10,13,10068,58,8,90,62,7,0,1,0,0,0
