STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10N,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
370,20230201,6,230,50,50,80,45,24,23,0,0,0,0,10202,63,8,85,,5,0,0,0,0,0
370,20230201,7,250,50,60,90,55,,29,0,0,0,0,10203,62,8,83,,5,0,0,0,0,0
370,20230201,8,250,60,50,90,52,,25,0,4,0,0,10205,64,8,82,,5,0,0,0,0,0
370,20230201,9,250,70,70,120,65,,33,7,34,0,0,10207,64,8,79,,5,0,0,0,0,0
370,20230201,10,250,80,90,150,70,,32,2,50,0,0,10202,63,7,76,,5,0,0,0,0,0
370,20230201,11,260,90,90,160,79,,31,6,78,0,0,10205,67,8,71,,5,0,0,0,0,0
370,20230201,12,260,90,90,150,80,40,30,0,40,0,0,10199,68,8,71,,5,0,0,0,0,0
370,20230201,13,260,90,80,140,82,,31,0,27,0,0,10197,68,8,70,,5,0,0,0,0,0
370,20230201,14,270,80,90,150,84,,32,0,33,0,0,10197,67,8,69,,5,0,0,0,0,0
370,20230201,15,260,80,80,170,81,,33,0,18,0,0,10199,67,8,71,,5,0,0,0,0,0
370,20230201,16,250,80,90,140,79,,36,0,4,0,0,10202,66,8,74,,5,0,0,0,0,0
370,20230201,17,260,80,80,140,80,,36,0,1,0,0,10205,66,8,73,,5,0,0,0,0,0
370,20230201,18,260,80,80,140,80,72,37,0,0,0,0,10210,67,8,74,,5,0,0,0,0,0
370,20230201,19,260,80,80,120,83,,40,0,0,0,0,10209,66,8,74,,5,0,0,0,0,0
370,20230201,20,260,80,70,130,84,,43,0,0,0,0,10211,66,8,75,,5,0,0,0,0,0
370,20230201,21,260,70,60,120,81,,45,0,0,0,0,10212,65,8,78,,5,0,0,0,0,0
370,20230201,22,260,70,70,120,79,,49,0,0,0,-1,10216,62,8,81,51,7,0,1,0,0,0
370,20230201,23,260,60,60,100,77,,50,0,0,1,1,10219,59,8,83,81,7,0,1,0,0,0
370,20230201,24,260,50,40,90,75,71,55,0,0,0,-1,10220,65,8,87,23,7,0,1,0,0,0
370,20230202,1,260,50,50,100,82,,49,0,0,0,0,10221,68,8,79,,5,0,0,0,0,0
370,20230202,2,260,60,60,100,83,,48,0,0,0,0,10221,68,8,78,,5,0,0,0,0,0
370,20230202,3,260,50,60,100,81,,48,0,0,0,0,10223,67,8,79,,5,0,0,0,0,0
370,20230202,4,260,50,50,90,79,,48,0,0,0,0,10224,67,8,80,,5,0,0,0,0,0
370,20230202,5,250,60,60,90,80,,48,0,0,0,0,10224,66,8,80,,5,0,0,0,0,0
370,20230202,6,260,60,60,100,80,71,50,0,0,0,0,10227,66,8,81,,5,0,0,0,0,0
370,20230202,7,260,60,60,100,78,,50,0,0,0,0,10232,67,8,82,,5,0,0,0,0,0
370,20230202,8,260,60,60,90,76,,54,0,1,0,-1,10234,63,8,86,51,7,0,1,0,0,0
370,20230202,9,260,60,60,90,82,,53,0,13,0,-1,10242,68,8,81,22,7,0,1,0,0,0
370,20230202,10,260,60,50,100,86,,54,0,23,0,-1,10249,70,8,79,23,7,0,1,0,0,0
370,20230202,11,250,60,50,90,90,,55,0,31,0,-1,10253,70,8,78,23,7,0,1,0,0,0
370,20230202,12,250,60,50,90,90,72,55,0,28,0,0,10251,70,8,78,2,7,0,0,0,0,0
370,20230202,13,260,60,60,100,93,,55,0,26,0,0,10249,70,8,76,,5,0,0,0,0,0
370,20230202,14,260,60,50,120,89,,60,0,25,0,-1,10248,70,8,82,23,7,0,1,0,0,0
370,20230202,15,250,60,50,110,82,,65,0,16,5,1,10252,50,8,88,51,7,0,1,0,0,0
370,20230202,16,250,50,50,80,78,,70,0,11,10,10,10256,45,8,94,81,7,0,1,0,0,0
370,20230202,17,250,50,60,90,86,,66,0,1,3,3,10262,70,8,87,23,7,0,1,0,0,0
370,20230202,18,250,40,40,80,88,77,67,0,0,0,0,10264,70,8,86,2,7,0,0,0,0,0
370,20230202,19,230,40,50,70,86,,67,0,0,0,0,10261,70,8,87,,5,0,0,0,0,0
370,20230202,20,230,50,60,90,85,,64,0,0,0,0,10260,70,8,86,,5,0,0,0,0,0
370,20230202,21,240,60,50,100,86,,64,0,0,0,0,10263,70,8,86,,5,0,0,0,0,0
370,20230202,22,240,60,60,90,89,,64,0,0,0,0,10264,70,8,84,,5,0,0,0,0,0
370,20230202,23,240,50,50,90,90,,65,0,0,0,0,10263,70,8,84,,5,0,0,0,0,0
370,20230202,24,230,60,60,90,87,79,65,0,0,0,0,10257,70,8,85,,5,0,0,0,0,0
370,20230203,1,250,60,70,100,91,,64,0,0,0,0,10258,70,8,83,,5,0,0,0,0,0
370,20230203,2,250,60,60,90,91,,61,0,0,0,0,10258,70,8,81,,5,0,0,0,0,0
370,20230203,3,250,60,70,110,93,,58,0,0,0,0,10255,75,8,79,,5,0,0,0,0,0
370,20230203,4,240,70,80,120,95,,57,0,0,0,0,10253,75,8,77,,5,0,0,0,0,0
370,20230203,5,250,60,60,110,95,,57,0,0,0,0,10255,75,8,77,,5,0,0,0,0,0
370,20230203,6,250,60,70,100,95,83,57,0,0,0,0,10257,75,8,77,,5,0,0,0,0,0
370,20230203,7,260,70,60,120,96,,58,0,0,0,0,10257,75,8,76,,5,0,0,0,0,0
370,20230203,8,260,70,80,130,97,,60,0,1,0,0,10261,75,8,77,,5,0,0,0,0,0
370,20230203,9,270,80,70,120,97,,62,0,5,0,0,10267,75,8,78,,5,0,0,0,0,0
370,20230203,10,270,70,70,140,98,,65,0,15,0,0,10272,75,8,80,,5,0,0,0,0,0
370,20230203,11,270,70,80,120,103,,69,0,36,0,0,10270,75,8,79,,5,0,0,0,0,0
370,20230203,12,280,70,60,120,106,90,72,0,38,0,0,10272,75,8,79,,5,0,0,0,0,0
370,20230203,13,280,60,50,110,107,,72,0,33,0,0,10274,75,8,78,,5,0,0,0,0,0
370,20230203,14,280,60,70,110,111,,73,0,29,0,0,10277,75,8,77,,5,0,0,0,0,0
370,20230203,15,280,60,50,110,106,,73,0,24,0,0,10279,72,8,80,,5,0,0,0,0,0
370,20230203,16,280,50,60,100,105,,72,0,8,0,-1,10284,75,8,80,23,7,0,1,0,0,0
370,20230203,17,290,40,40,90,101,,72,0,0,0,-1,10291,70,8,82,23,7,0,1,0,0,0
370,20230203,18,290,40,40,80,98,95,73,0,0,0,0,10300,70,8,84,2,7,0,0,0,0,0
370,20230203,19,280,40,40,70,96,,72,0,0,0,0,10307,70,8,85,,5,0,0,0,0,0
370,20230203,20,290,50,50,90,87,,60,0,0,0,-1,10313,58,8,83,51,7,0,1,0,0,0
370,20230203,21,290,40,40,80,82,,67,0,0,0,-1,10318,56,8,90,22,7,0,1,0,0,0
370,20230203,22,290,30,30,60,74,,67,0,0,7,1,10322,49,8,95,57,7,0,1,0,0,0
370,20230203,23,310,30,40,60,69,,62,0,0,9,2,10326,48,8,95,51,7,0,1,0,0,0
370,20230203,24,280,30,30,50,68,67,62,0,0,9,1,10331,50,8,95,51,7,0,1,0,0,0
370,20230204,1,280,30,20,50,68,,62,0,0,0,-1,10331,62,8,95,22,7,0,1,0,0,0
370,20230204,2,280,20,20,40,65,,61,0,0,0,0,10336,58,8,97,10,7,0,0,0,0,0
370,20230204,3,330,10,10,30,50,,49,0,0,0,0,10338,3,8,98,34,7,1,0,0,0,0
370,20230204,4,240,0,10,10,28,,25,0,0,0,0,10343,2,9,98,34,7,1,0,0,0,0
370,20230204,5,240,20,20,30,26,,25,0,0,0,0,10344,1,9,99,34,7,1,0,0,0,0
370,20230204,6,260,20,10,30,34,6,31,0,0,0,0,10347,13,8,98,20,7,1,0,0,0,0
370,20230204,7,0,10,0,20,45,,44,0,0,0,0,10355,4,8,99,34,7,1,0,0,0,0
370,20230204,8,210,10,10,20,52,,49,0,5,0,0,10360,29,8,98,20,7,1,0,0,0,0
370,20230204,9,240,10,10,10,64,,61,0,21,0,0,10365,21,8,98,10,7,0,0,0,0,0
370,20230204,10,0,10,0,20,72,,69,0,38,0,0,10369,31,8,98,10,7,0,0,0,0,0
370,20230204,11,0,10,0,20,83,,66,2,70,0,0,10372,59,8,89,10,7,0,0,0,0,0
370,20230204,12,240,10,20,30,91,15,62,6,89,0,0,10370,60,8,81,2,7,0,0,0,0,0
370,20230204,13,250,20,20,30,95,,59,3,77,0,0,10371,61,8,78,,5,0,0,0,0,0
370,20230204,14,280,10,10,30,93,,60,0,46,0,0,10367,62,8,79,,5,0,0,0,0,0
370,20230204,15,240,10,10,20,93,,59,0,33,0,0,10368,62,8,79,,5,0,0,0,0,0
370,20230204,16,250,10,10,20,90,,65,3,16,0,-1,10371,61,8,84,23,7,0,1,0,0,0
370,20230204,17,210,20,10,30,79,,73,0,1,0,-1,10374,28,8,95,51,7,0,1,0,0,0
370,20230204,18,0,10,0,20,76,76,73,0,0,0,-1,10376,17,8,98,51,7,0,1,0,0,0
370,20230204,19,330,0,10,20,75,,72,0,0,10,3,10378,16,8,98,58,7,0,1,0,0,0
370,20230204,20,990,0,10,20,72,,67,0,0,10,7,10380,19,8,96,61,7,0,1,0,0,0
370,20230204,21,990,10,10,20,72,,69,0,0,4,1,10379,25,8,97,51,7,0,1,0,0,0
370,20230204,22,170,10,10,20,70,,67,0,0,3,2,10376,25,8,98,23,7,0,1,0,0,0
370,20230204,23,310,10,10,20,72,,70,0,0,0,0,10380,34,8,98,10,7,0,0,0,0,0
370,20230204,24,240,20,20,30,72,63,69,0,0,0,0,10374,23,8,97,10,7,0,0,0,0,0
370,20230205,1,240,20,20,30,74,,71,0,0,0,0,10367,20,8,97,10,7,0,0,0,0,0
370,20230205,2,260,30,30,40,74,,69,0,0,0,0,10369,19,8,97,10,7,0,0,0,0,0
370,20230205,3,260,30,30,40,71,,66,0,0,0,0,10365,36,8,96,10,7,0,0,0,0,0
370,20230205,4,260,30,30,40,69,,58,0,0,0,0,10364,58,8,92,10,7,0,0,0,0,0
370,20230205,5,260,20,30,40,67,,55,0,0,0,0,10365,58,8,92,10,7,0,0,0,0,0
370,20230205,6,270,30,30,60,66,62,57,0,0,4,4,10364,38,8,94,81,7,0,1,0,0,0
370,20230205,7,320,50,80,120,66,,53,0,0,7,5,10370,49,8,91,52,7,0,1,0,0,0
370,20230205,8,340,70,60,130,62,,38,0,4,0,-1,10384,70,8,84,22,7,0,1,0,0,0
370,20230205,9,340,60,70,120,65,,36,0,14,0,-1,10390,67,8,81,51,7,0,1,0,0,0
370,20230205,10,330,60,70,120,70,,38,0,32,0,-1,10391,63,8,80,22,7,0,1,0,0,0
370,20230205,11,340,70,70,110,77,,35,1,37,0,0,10389,63,8,74,,5,0,0,0,0,0
370,20230205,12,350,70,70,130,80,59,33,3,69,0,-1,10389,64,7,72,23,7,0,1,0,0,0
370,20230205,13,350,90,90,150,81,,24,2,63,0,0,10392,65,7,67,,5,0,0,0,0,0
370,20230205,14,350,80,80,140,82,,22,6,79,0,0,10396,66,7,65,,5,0,0,0,0,0
370,20230205,15,350,70,60,120,78,,20,2,43,0,0,10398,65,7,66,,5,0,0,0,0,0
370,20230205,16,350,60,50,110,72,,24,8,24,0,0,10403,63,7,71,,5,0,0,0,0,0
370,20230205,17,350,50,60,100,66,,25,0,3,0,0,10411,61,8,75,,5,0,0,0,0,0
370,20230205,18,350,50,40,90,56,50,24,0,0,0,0,10415,60,7,79,,5,0,0,0,0,0
370,20230205,19,340,50,40,80,53,,25,0,0,0,0,10419,60,7,82,,5,0,0,0,0,0
370,20230205,20,350,40,30,70,42,,19,0,0,0,0,10421,60,1,85,,5,0,0,0,0,0
370,20230205,21,340,30,30,50,37,,19,0,0,0,0,10427,59,8,88,10,7,0,0,0,0,0
370,20230205,22,350,30,30,50,34,,20,0,0,0,0,10430,58,0,90,10,7,0,0,0,0,0
370,20230205,23,10,30,20,40,21,,14,0,0,0,0,10431,58,0,95,10,7,0,0,0,0,0
370,20230205,24,10,20,20,30,23,-9,18,0,0,0,0,10432,56,6,96,10,7,0,0,0,0,0
370,20230206,1,0,10,0,20,-10,,-13,0,0,0,0,10430,8,3,98,35,7,1,0,0,0,1
370,20230206,2,310,10,20,20,-19,,-23,0,0,0,0,10433,14,0,97,20,7,1,0,0,0,1
370,20230206,3,0,10,0,30,-6,,-9,0,0,0,0,10429,32,8,98,10,7,0,0,0,0,0
370,20230206,4,330,10,10,10,-2,,-5,0,0,0,0,10427,42,8,98,10,7,0,0,0,0,0
370,20230206,5,230,10,10,20,-19,,-24,0,0,0,0,10426,23,8,96,10,7,0,0,0,0,0
370,20230206,6,300,10,10,20,-9,-42,-9,0,0,0,0,10430,2,9,99,35,7,1,0,0,0,1
370,20230206,7,320,10,10,20,-9,,-11,0,0,0,0,10430,2,9,98,35,7,1,0,0,0,1
370,20230206,8,0,10,0,30,3,,3,3,8,0,0,10425,5,9,99,32,7,1,0,0,0,1
370,20230206,9,990,10,10,10,19,,16,0,24,0,0,10422,4,9,98,34,7,1,0,0,0,0
370,20230206,10,340,10,10,20,35,,33,2,52,0,0,10421,37,8,98,20,7,1,0,0,0,0
370,20230206,11,10,20,20,40,58,,40,7,107,0,0,10422,62,8,88,,5,0,0,0,0,0
370,20230206,12,60,30,30,50,65,-27,30,7,112,0,0,10418,65,8,78,2,7,0,0,0,0,0
370,20230206,13,10,30,30,60,73,,23,8,104,0,0,10412,65,7,70,,5,0,0,0,0,0
370,20230206,14,80,30,30,50,75,,25,4,74,0,0,10405,68,8,70,,5,0,0,0,0,0
370,20230206,15,120,30,20,60,69,,26,0,43,0,0,10408,66,8,73,,5,0,0,0,0,0
370,20230206,16,140,10,10,40,66,,30,0,17,0,0,10406,64,8,77,,5,0,0,0,0,0
370,20230206,17,70,10,10,20,61,,28,0,2,0,0,10405,64,8,79,,5,0,0,0,0,0
370,20230206,18,0,10,0,20,42,14,25,0,0,0,0,10407,63,4,88,,5,0,0,0,0,0
370,20230206,19,0,0,0,10,25,,19,0,0,0,0,10403,60,0,96,,5,0,0,0,0,0
370,20230206,20,0,0,0,10,10,,5,0,0,0,0,10401,28,0,96,10,7,0,0,0,0,0
370,20230206,21,70,0,10,10,-7,,-9,0,0,0,0,10402,44,2,98,20,7,1,0,0,0,0
370,20230206,22,40,10,10,20,9,,4,0,0,0,0,10398,47,7,96,10,7,0,0,0,0,0
370,20230206,23,60,10,20,20,-5,,-10,0,0,0,0,10397,49,0,96,10,7,0,0,0,0,0
370,20230206,24,10,10,10,30,-17,-40,-21,0,0,0,0,10398,34,0,97,10,7,0,0,0,0,0
370,20230207,1,60,10,10,20,-23,,-26,0,0,0,0,10397,14,0,97,20,7,1,0,0,0,1
370,20230207,2,80,20,20,30,9,,6,0,0,0,0,10397,39,1,97,20,7,1,0,0,0,1
370,20230207,3,80,20,10,30,-4,,-8,0,0,0,0,10397,27,0,97,10,7,0,0,0,0,0
370,20230207,4,90,10,20,30,-6,,-11,0,0,0,0,10394,18,0,96,10,7,0,0,0,0,0
370,20230207,5,40,20,10,30,-35,,-42,0,0,0,0,10394,17,0,94,10,7,0,0,0,0,0
370,20230207,6,10,20,20,20,-45,-64,-47,0,0,0,0,10397,0,5,98,35,7,1,0,0,0,1
370,20230207,7,20,20,20,30,-34,,-37,0,0,0,0,10401,1,9,98,35,7,1,0,0,0,1
370,20230207,8,20,20,20,30,-35,,-38,3,11,0,0,10406,1,9,98,35,7,1,0,0,0,1
370,20230207,9,100,20,20,30,-8,,-11,10,60,0,0,10406,58,0,98,20,7,1,0,0,0,1
370,20230207,10,120,20,20,40,18,,-13,10,110,0,0,10403,68,0,79,,5,0,0,0,0,0
370,20230207,11,110,30,30,50,31,,-17,10,136,0,0,10400,75,0,70,,5,0,0,0,0,0
370,20230207,12,110,20,20,50,43,-60,-16,10,143,0,0,10399,80,0,65,2,7,0,0,0,0,0
370,20230207,13,100,20,20,40,49,,-27,10,141,0,0,10398,80,0,57,,5,0,0,0,0,0
370,20230207,14,100,20,20,40,57,,-23,10,122,0,0,10393,80,0,56,,5,0,0,0,0,0
370,20230207,15,100,20,20,40,58,,-32,10,87,0,0,10392,82,0,52,,5,0,0,0,0,0
370,20230207,16,70,20,20,50,47,,-30,10,42,0,0,10393,83,0,57,,5,0,0,0,0,0
370,20230207,17,70,20,20,40,31,,-32,0,5,0,0,10395,81,0,63,,5,0,0,0,0,0
370,20230207,18,110,20,20,30,24,-32,-32,0,0,0,0,10396,80,0,66,,5,0,0,0,0,0
370,20230207,19,30,10,20,20,2,,-40,0,0,0,0,10397,75,0,73,,5,0,0,0,0,0
370,20230207,20,10,10,10,20,-25,,-52,0,0,0,0,10395,68,0,81,,5,0,0,0,0,0
370,20230207,21,30,10,10,10,-30,,-40,0,0,0,0,10392,65,0,92,,5,0,0,0,0,0
370,20230207,22,40,20,20,30,-35,,-52,0,0,0,0,10390,65,0,88,,5,0,0,0,0,0
370,20230207,23,40,10,10,20,-32,,-54,0,0,0,0,10389,67,0,84,,5,0,0,0,0,0
370,20230207,24,80,10,10,20,-37,-71,-56,0,0,0,0,10389,69,0,86,,5,0,0,0,0,0
370,20230208,1,90,10,10,20,-38,,-57,0,0,0,0,10387,70,0,86,,5,0,0,0,0,0
370,20230208,2,100,10,10,20,-40,,-61,0,0,0,0,10385,68,0,85,,5,0,0,0,0,0
370,20230208,3,30,10,10,20,-53,,-70,0,0,0,0,10384,63,0,87,,5,0,0,0,0,0
370,20230208,4,110,10,10,20,-50,,-66,0,0,0,0,10384,70,0,88,,5,0,0,0,0,0
370,20230208,5,110,10,10,10,-41,,-58,0,0,0,0,10383,70,5,87,,5,0,0,0,0,0
370,20230208,6,120,10,10,20,-47,-87,-66,0,0,0,0,10382,70,0,86,,5,0,0,0,0,0
370,20230208,7,130,20,20,40,-30,,-60,0,0,0,0,10382,74,1,79,,5,0,0,0,0,0
370,20230208,8,120,10,20,30,-20,,-56,5,12,0,0,10382,65,1,76,,5,0,0,0,0,0
370,20230208,9,130,30,20,40,1,,-45,10,60,0,0,10380,75,2,71,,5,0,0,0,0,0
370,20230208,10,150,20,20,30,28,,-47,10,110,0,0,10381,80,4,57,,5,0,0,0,0,0
370,20230208,11,130,20,20,40,43,,-62,10,132,0,0,10381,80,5,46,,5,0,0,0,0,0
370,20230208,12,110,20,20,30,59,-81,-56,10,145,0,0,10373,80,0,43,,5,0,0,0,0,0
370,20230208,13,110,20,10,30,77,,-82,10,142,0,0,10366,80,0,31,,5,0,0,0,0,0
370,20230208,14,100,20,20,40,78,,-89,10,123,0,0,10356,82,0,29,,5,0,0,0,0,0
370,20230208,15,120,20,30,50,74,,-84,10,88,0,0,10352,82,1,31,,5,0,0,0,0,0
370,20230208,16,120,20,20,40,66,,-81,10,43,0,0,10344,83,4,34,,5,0,0,0,0,0
370,20230208,17,140,20,20,40,49,,-84,0,6,0,0,10340,83,1,37,,5,0,0,0,0,0
370,20230208,18,140,20,10,30,33,-15,-76,0,0,0,0,10336,83,8,44,,5,0,0,0,0,0
370,20230208,19,0,10,0,20,-7,,-74,0,0,0,0,10333,83,1,60,,5,0,0,0,0,0
370,20230208,20,220,0,10,10,-23,,-70,0,0,0,0,10333,75,5,70,,5,0,0,0,0,0
370,20230208,21,150,10,20,20,-30,,-66,0,0,0,0,10333,75,0,76,,5,0,0,0,0,0
370,20230208,22,140,20,20,30,-30,,-69,0,0,0,0,10329,75,1,74,,5,0,0,0,0,0
370,20230208,23,160,20,20,30,-33,,-70,0,0,0,0,10327,75,8,75,,5,0,0,0,0,0
370,20230208,24,160,20,20,30,-32,-70,-73,0,0,0,0,10324,75,8,73,,5,0,0,0,0,0
370,20230209,1,180,30,20,40,-29,,-81,0,0,0,0,10325,80,8,67,,5,0,0,0,0,0
370,20230209,2,170,20,20,30,-35,,-84,0,0,0,0,10323,80,8,68,,5,0,0,0,0,0
370,20230209,3,170,20,20,30,-38,,-85,0,0,0,0,10318,80,8,69,,5,0,0,0,0,0
370,20230209,4,170,20,30,40,-37,,-84,0,0,0,0,10317,75,8,70,,5,0,0,0,0,0
370,20230209,5,170,30,30,50,-28,,-77,0,0,0,0,10312,80,8,68,,5,0,0,0,0,0
370,20230209,6,190,20,20,40,-34,-79,-79,0,0,0,0,10317,75,8,70,,5,0,0,0,0,0
370,20230209,7,190,20,20,40,-34,,-75,0,0,0,0,10318,75,8,73,,5,0,0,0,0,0
370,20230209,8,200,20,20,30,-21,,-63,5,13,0,0,10322,73,8,72,,5,0,0,0,0,0
370,20230209,9,190,20,30,40,4,,-49,10,47,0,0,10319,74,8,67,,5,0,0,0,0,0
370,20230209,10,210,30,40,50,20,,-47,10,83,0,0,10321,79,8,61,,5,0,0,0,0,0
370,20230209,11,220,40,40,60,37,,-43,10,103,0,0,10328,73,7,56,,5,0,0,0,0,0
370,20230209,12,240,40,40,60,45,-63,-29,10,135,0,0,10326,72,8,58,,5,0,0,0,0,0
370,20230209,13,220,40,40,60,50,,-16,10,103,0,0,10324,70,8,62,,5,0,0,0,0,0
370,20230209,14,230,40,30,60,55,,-7,8,73,0,0,10322,68,8,64,,5,0,0,0,0,0
370,20230209,15,210,40,30,60,55,,-4,0,36,0,0,10324,68,8,66,,5,0,0,0,0,0
370,20230209,16,220,30,30,50,51,,2,0,15,0,0,10330,67,8,70,,5,0,0,0,0,0
370,20230209,17,230,30,30,50,48,,6,0,1,0,0,10336,65,8,73,,5,0,0,0,0,0
370,20230209,18,230,30,30,50,49,43,8,0,0,0,0,10342,63,8,75,,5,0,0,0,0,0
370,20230209,19,240,30,20,40,47,,10,0,0,0,0,10347,63,8,76,,5,0,0,0,0,0
370,20230209,20,240,20,20,30,33,,6,0,0,0,0,10352,61,8,82,,5,0,0,0,0,0
370,20230209,21,240,20,20,40,12,,-8,0,0,0,0,10355,60,8,86,,5,0,0,0,0,0
370,20230209,22,240,30,20,40,5,,-10,0,0,0,0,10359,58,7,89,10,7,0,0,0,0,0
370,20230209,23,220,20,20,20,7,,-4,0,0,0,0,10358,56,7,92,10,7,0,0,0,0,0
370,20230209,24,220,20,30,30,-8,-43,-19,0,0,0,0,10360,50,7,92,10,7,0,0,0,0,0
370,20230210,1,200,30,20,50,-5,,-11,0,0,0,0,10363,37,8,95,10,7,0,0,0,0,0
370,20230210,2,220,20,20,30,-28,,-31,0,0,0,0,10366,23,8,98,10,7,0,0,0,0,0
370,20230210,3,210,20,20,40,-18,,-21,0,0,0,0,10365,33,8,97,10,7,0,0,0,0,0
370,20230210,4,210,20,30,40,-17,,-20,0,0,0,0,10369,8,8,98,35,7,1,0,0,0,1
370,20230210,5,220,30,30,50,17,,15,0,0,0,0,10369,1,9,98,34,7,1,0,0,0,1
370,20230210,6,220,40,40,60,18,-55,15,0,0,0,0,10371,1,9,98,33,7,1,0,0,0,0
370,20230210,7,210,40,40,60,24,,23,0,0,0,0,10371,4,8,99,32,7,1,0,0,0,0
370,20230210,8,210,40,40,70,28,,26,0,8,0,0,10375,20,8,98,20,7,1,0,0,0,0
370,20230210,9,230,40,40,60,32,,27,0,19,0,0,10379,17,8,96,10,7,0,0,0,0,0
370,20230210,10,210,40,40,60,40,,35,2,41,0,0,10378,20,8,96,10,7,0,0,0,0,0
370,20230210,11,230,30,40,50,57,,41,6,92,0,0,10378,36,4,89,10,7,0,0,0,0,0
370,20230210,12,230,40,40,60,74,17,33,10,130,0,0,10373,58,3,75,4,7,0,0,0,0,0
370,20230210,13,230,50,50,70,85,,29,10,126,0,0,10367,60,5,67,,5,0,0,0,0,0
370,20230210,14,230,60,60,90,85,,34,10,133,0,0,10364,61,6,70,,5,0,0,0,0,0
370,20230210,15,230,50,60,100,70,,32,7,70,0,0,10364,59,8,76,4,7,0,0,0,0,0
370,20230210,16,210,60,60,90,61,,31,8,35,0,0,10362,59,7,81,10,7,0,0,0,0,0
370,20230210,17,210,60,50,100,60,,34,2,3,0,0,10361,57,8,83,10,7,0,0,0,0,0
370,20230210,18,200,50,50,80,61,56,34,0,0,0,0,10360,57,8,82,10,7,0,0,0,0,0
370,20230210,19,210,50,50,70,61,,35,0,0,0,0,10357,57,8,83,10,7,0,0,0,0,0
370,20230210,20,220,50,50,80,63,,41,0,0,0,0,10354,56,8,86,10,7,0,0,0,0,0
370,20230210,21,220,50,60,80,66,,42,0,0,0,-1,10355,57,8,84,81,7,0,1,0,0,0
370,20230210,22,220,60,60,90,66,,42,0,0,0,-1,10354,58,8,84,57,7,0,1,0,0,0
370,20230210,23,240,50,50,100,64,,37,0,0,0,-1,10355,62,8,82,23,7,0,1,0,0,0
370,20230210,24,240,40,40,90,55,46,34,0,0,0,0,10352,62,8,86,2,7,0,0,0,0,0
370,20230211,1,230,40,40,70,57,,36,0,0,0,0,10347,64,8,86,,5,0,0,0,0,0
370,20230211,2,220,40,50,60,57,,36,0,0,0,0,10347,65,8,86,,5,0,0,0,0,0
370,20230211,3,220,50,50,70,56,,36,0,0,0,0,10344,65,8,86,,5,0,0,0,0,0
370,20230211,4,230,40,40,80,57,,38,0,0,0,0,10344,65,8,87,,5,0,0,0,0,0
370,20230211,5,230,40,40,60,58,,39,0,0,0,0,10342,64,8,87,,5,0,0,0,0,0
370,20230211,6,230,50,50,60,59,47,42,0,0,0,0,10340,62,8,88,,5,0,0,0,0,0
370,20230211,7,230,40,40,70,60,,44,0,0,0,0,10343,59,8,89,10,7,0,0,0,0,0
370,20230211,8,230,40,40,60,64,,50,0,4,0,0,10348,56,8,90,10,7,0,0,0,0,0
370,20230211,9,230,40,40,60,68,,54,0,11,0,0,10351,50,8,91,10,7,0,0,0,0,0
370,20230211,10,230,40,40,60,72,,57,0,19,0,0,10356,48,8,90,10,7,0,0,0,0,0
370,20230211,11,230,40,30,60,77,,60,0,24,0,0,10361,50,8,88,10,7,0,0,0,0,0
370,20230211,12,240,30,30,40,82,57,62,0,27,0,0,10362,50,8,87,10,7,0,0,0,0,0
370,20230211,13,240,30,30,50,88,,66,0,37,0,0,10357,50,8,86,10,7,0,0,0,0,0
370,20230211,14,250,40,40,60,94,,68,0,54,0,0,10356,57,8,83,10,7,0,0,0,0,0
370,20230211,15,240,30,30,50,93,,67,0,32,0,0,10358,58,8,83,10,7,0,0,0,0,0
370,20230211,16,240,30,30,40,89,,66,0,12,0,0,10361,58,8,85,10,7,0,0,0,0,0
370,20230211,17,250,20,10,40,83,,71,0,2,0,0,10363,57,8,92,10,7,0,0,0,0,0
370,20230211,18,240,20,20,30,80,76,64,0,0,0,0,10369,60,8,89,,5,0,0,0,0,0
370,20230211,19,220,20,20,30,75,,63,0,0,0,0,10373,57,8,92,10,7,0,0,0,0,0
370,20230211,20,230,20,20,40,71,,61,0,0,0,0,10376,50,8,93,10,7,0,0,0,0,0
370,20230211,21,230,20,20,30,71,,59,0,0,0,0,10381,56,8,92,10,7,0,0,0,0,0
370,20230211,22,250,20,20,30,72,,51,0,0,0,0,10385,63,8,86,,5,0,0,0,0,0
370,20230211,23,260,20,20,30,74,,43,0,0,0,0,10385,71,8,80,,5,0,0,0,0,0
370,20230211,24,260,10,10,30,67,59,42,0,0,0,0,10386,69,8,83,,5,0,0,0,0,0
370,20230212,1,260,10,10,20,64,,43,0,0,0,0,10386,70,8,86,,5,0,0,0,0,0
370,20230212,2,0,10,0,20,64,,39,0,0,0,0,10385,70,8,84,,5,0,0,0,0,0
370,20230212,3,230,10,10,20,61,,43,0,0,0,0,10385,69,8,87,,5,0,0,0,0,0
370,20230212,4,0,10,0,10,60,,42,0,0,0,0,10383,68,8,88,,5,0,0,0,0,0
370,20230212,5,250,10,10,10,61,,39,0,0,0,0,10386,69,8,85,,5,0,0,0,0,0
370,20230212,6,990,10,10,20,64,53,38,0,0,0,0,10387,67,8,83,,5,0,0,0,0,0
370,20230212,7,0,0,0,10,57,,44,0,0,0,0,10390,65,8,91,,5,0,0,0,0,0
