validto,capacity_0_x,volume_0_x,capacity_1_x,production_wind_x,capacity_2_x,production_solar_x,capacity_4_x,production_heatpump_x,capacity_8_x,production_cofiring_x,capacity_9_x,production_geothermal_x,capacity_10_x,production_other_x,capacity_11_x,production_waste_x,capacity_12_x,production_biooil_x,capacity_13_x,production_biomass_x,capacity_14_x,production_wood_x,capacity_18_x,production_fossilgaspower_x,capacity_19_x,production_fossilhardcoal_x,capacity_0_y,volume_0_y,capacity_1_y,production_wind_y,capacity_2_y,production_solar_y,capacity_3,production_biogas,capacity_4_y,production_heatpump_y,capacity_8_y,production_cofiring_y,capacity_9_y,production_geothermal_y,capacity_10_y,production_other_y,capacity_11_y,production_waste_y,capacity_12_y,production_biooil_y,capacity_13_y,production_biomass_y,capacity_14_y,production_wood_y,capacity_17,production_windoffshore,capacity_18_y,production_fossilgaspower_y,capacity_19_y,production_fossilhardcoal_y,capacity_20,production_nuclear,capacity_21,production_wastepower,capacity_22,production_windoffshoreB,capacity_24,production_biomethane,capacity_25,production_biomasspower,capacity_26,production_otherpower,capacity_27,production_electricitymix,capacity_28,production_electricitymix.1,capacity_35,production_CHP_total,capacity_50,production_solarthermal,capacity_51,production_industrialconsumersgascombination
2024-12-31 00:00:00+00:00,13338465,13338465,4775170,4775170,0,0,1214760,1214760,600351,600351,239380,239380,10002,10002,577910,577910,841998,841998,593879.0,593879.0,593611,593611,1296000,1296000,266111,266111,13338465,13338465,4775170,4775170,0,0,399852,399852,1214760,1214760,600351,600351,239380,239380,10002,10002,577910,577910,841998,841998,593879,593879,593611,593611,3679194,3679194,1296000,1296000,266111,266111,487000,487000,363126,363126,3491250,3491250,370572,370572,81389,81389,221000,221000,12448833,12448833,12937043,12937043,1467787,1467787,302,302,3491250,3491250
2024-12-31 01:00:00+00:00,13341805,13341805,4502639,4502639,0,0,1388479,1388479,600339,600339,239314,239314,10002,10002,577804,577804,841998,841998,593770.0,593770.0,557328,557328,972500,972500,236436,236436,13341805,13341805,4502639,4502639,0,0,399856,399856,1388479,1388479,600339,600339,239314,239314,10002,10002,577804,577804,841998,841998,593770,593770,557328,557328,3771344,3771344,972500,972500,236436,236436,487000,487000,356876,356876,3630000,3630000,373102,373102,72314,72314,221000,221000,11866642,11866642,13013208,13013208,1387877,1387877,276,276,3630000,3630000
2024-12-31 02:00:00+00:00,13260299,13260299,4321732,4321732,0,0,1561872,1561872,600327,600327,239265,239265,10002,10002,577722,577722,841998,841998,593685.0,593685.0,560535,560535,971250,971250,216336,216336,13260299,13260299,4321732,4321732,0,0,399858,399858,1561872,1561872,600327,600327,239265,239265,10002,10002,577722,577722,841998,841998,593685,593685,560535,560535,3884976,3884976,971250,971250,216336,216336,487000,487000,360000,360000,3553000,3553000,361372,361372,66164,66164,221000,221000,11576365,11576365,13037507,13037507,1379883,1379883,303,303,3553000,3553000
2024-12-31 03:00:00+00:00,13577302,13577302,4385153,4385153,0,0,1678525,1678525,600316,600316,239232,239232,10002,10002,577665,577665,841998,841998,593631.0,593631.0,587110,587110,1014250,1014250,214804,214804,13577302,13577302,4385153,4385153,0,0,399864,399864,1678525,1678525,600316,600316,239232,239232,10002,10002,577665,577665,841998,841998,593631,593631,587110,587110,3946230,3946230,1014250,1014250,214804,214804,487000,487000,357000,357000,3663500,3663500,352647,352647,65696,65696,221000,221000,11827212,11827212,13061187,13061187,1418809,1418809,306,306,3663500,3663500
2024-12-31 04:00:00+00:00,14103177,14103177,4744022,4744022,0,0,1751863,1751863,600305,600305,239213,239213,10002,10002,577631,577631,841998,841998,593597.0,593597.0,640646,640646,1045750,1045750,216335,216335,14103177,14103177,4744022,4744022,0,0,399866,399866,1751863,1751863,600305,600305,239213,239213,10002,10002,577631,577631,841998,841998,593597,593597,640646,640646,4064769,4064769,1045750,1045750,216335,216335,487000,487000,355750,355750,3703750,3703750,351764,351764,66165,66165,221000,221000,12325837,12325837,13009018,13009018,1486065,1486065,284,284,3703750,3703750
2024-12-31 05:00:00+00:00,14794328,14794328,5163814,5163814,0,0,1850302,1850302,600293,600293,239204,239204,10002,10002,577614,577614,841998,841998,593580.0,593580.0,767058,767058,1079750,1079750,215760,215760,14794328,14794328,5163814,5163814,0,0,399870,399870,1850302,1850302,600293,600293,239204,239204,10002,10002,577614,577614,841998,841998,593580,593580,767058,767058,4113004,4113004,1079750,1079750,215760,215760,487000,487000,360876,360876,3750250,3750250,367592,367592,65990,65990,221000,221000,12965167,12965167,12973373,12973373,1620726,1620726,342,342,3750251,3750251
2024-12-31 06:00:00+00:00,15293654,15293654,5241681,5241681,0,0,2029035,2029035,600282,600282,239202,239202,10002,10002,577609,577609,841998,841998,593574.0,593574.0,1033585,1033585,1243000,1243000,214804,214804,15293654,15293654,5241681,5241681,0,0,399875,399875,2029035,2029035,600282,600282,239202,239202,10002,10002,577609,577609,841998,841998,593574,593574,1033585,1033585,4048708,4048708,1243000,1243000,214804,214804,486000,486000,356376,356376,3726500,3726500,360852,360852,65696,65696,221000,221000,13444810,13444810,12814199,12814199,1889753,1889753,311,311,3726500,3726500
2024-12-31 07:00:00+00:00,15987538,15987538,5268663,5268663,0,0,2292047,2292047,600271,600271,239225,239225,10002,10002,577639,577639,841998,841998,593605.0,593605.0,1376465,1376465,1386500,1386500,264963,264963,15987538,15987538,5268663,5268663,0,0,399877,399877,2292047,2292047,600271,600271,239225,239225,10002,10002,577639,577639,841998,841998,593605,593605,1376465,1376465,3972006,3972006,1386500,1386500,264963,264963,486000,486000,349376,349376,3787500,3787500,357359,357359,81037,81037,221000,221000,13972068,13972068,12815425,12815425,2127029,2127029,246,246,3787500,3787500
2024-12-31 08:00:00+00:00,16730845,16730845,5559499,5559499,2447,2447,2494816,2494816,600259,600259,239253,239253,10002,10002,577679,577679,841998,841998,593645.0,593645.0,1558111,1558111,1522750,1522750,298658,298658,16730845,16730845,5559499,5559499,2447,2447,399882,399882,2494816,2494816,600259,600259,239253,239253,10002,10002,577679,577679,841998,841998,593645,593645,1558111,1558111,4035095,4035095,1522750,1522750,298658,298658,486000,486000,346876,346876,3853000,3853000,356402,356402,91342,91342,221000,221000,14788659,14788659,12809647,12809647,2407087,2407087,254,254,3853000,3853000
2024-12-31 09:00:00+00:00,17127186,17127186,5773010,5773010,143035,143035,2469157,2469157,600248,600248,239280,239280,10002,10002,577723,577723,841998,841998,593683.0,593683.0,1544487,1544487,2021750,2021750,302295,302295,17127186,17127186,5773010,5773010,143035,143035,399886,399886,2469157,2469157,600248,600248,239280,239280,10002,10002,577723,577723,841998,841998,593683,593683,1544487,1544487,4123518,4123518,2021750,2021750,302295,302295,487000,487000,344000,344000,3933000,3933000,366704,366704,92455,92455,221000,221000,15861429,15861429,12814388,12814388,2543884,2543884,1677,1677,3933000,3933000
2024-12-31 10:00:00+00:00,17523919,17523919,5864521,5864521,669984,669984,2297833,2297833,600237,600237,239311,239311,10002,10002,577768,577768,841998,841998,593733.0,593733.0,1464536,1464536,2065750,2065750,298465,298465,17523919,17523919,5864521,5864521,669984,669984,399888,399888,2297833,2297833,600237,600237,239311,239311,10002,10002,577768,577768,841998,841998,593733,593733,1464536,1464536,4153452,4153452,2065750,2065750,298465,298465,490000,490000,336626,336626,3956750,3956750,382722,382722,91285,91285,221000,221000,16578267,16578267,12702685,12702685,2583885,2583885,7357,7357,3956751,3956751
2024-12-31 11:00:00+00:00,17964471,17964471,6032500,6032500,1352506,1352506,2017521,2017521,600225,600225,239349,239349,10002,10002,577823,577823,841998,841998,593789.0,593789.0,1348468,1348468,2071000,2071000,299422,299422,17964471,17964471,6032500,6032500,1352506,1352506,399894,399894,2017521,2017521,600225,600225,239349,239349,10002,10002,577823,577823,841998,841998,593789,593789,1348468,1348468,4156093,4156093,2071000,2071000,299422,299422,486750,486750,339876,339876,3936500,3936500,376127,376127,91578,91578,221000,221000,17402242,17402242,12644665,12644665,2571109,2571109,13895,13895,3936501,3936501
2024-12-31 12:00:00+00:00,18080710,18080710,6105026,6105026,1861429,1861429,1671036,1671036,600213,600213,239398,239398,10002,10002,577896,577896,841998,841998,593862.0,593862.0,1230618,1230618,2028500,2028500,309379,309379,18080710,18080710,6105026,6105026,1861429,1861429,399896,399896,1671036,1671036,600213,600213,239398,239398,10002,10002,577896,577896,841998,841998,593862,593862,1230618,1230618,4157976,4157976,2028500,2028500,309379,309379,486500,486500,338000,338000,3931750,3931750,383099,383099,94621,94621,221000,221000,17912588,17912588,12664736,12664736,2536383,2536383,17586,17586,3931750,3931750
2024-12-31 13:00:00+00:00,17647174,17647174,6078582,6078582,1917111,1917111,1315507,1315507,600203,600203,239405,239405,10002,10002,577905,577905,841998,841998,593871.0,593871.0,1098530,1098530,1901250,1901250,351880,351880,17647174,17647174,6078582,6078582,1917111,1917111,399900,399900,1315507,1315507,600203,600203,239405,239405,10002,10002,577905,577905,841998,841998,593871,593871,1098530,1098530,4158000,4158000,1901250,1901250,351880,351880,487000,487000,341750,341750,3956000,3956000,374127,374127,107620,107620,221000,221000,17854478,17854478,12648032,12648032,2492285,2492285,18160,18160,3956000,3956000
2024-12-31 14:00:00+00:00,16624080,16624080,6024237,6024237,1381429,1381429,994028,994028,600191,600191,239385,239385,10002,10002,577869,577869,841998,841998,593835.0,593835.0,1001585,1001585,1750500,1750500,297317,297317,16624080,16624080,6024237,6024237,1381429,1381429,399905,399905,994028,994028,600191,600191,239385,239385,10002,10002,577869,577869,841998,841998,593835,593835,1001585,1001585,4158000,4158000,1750500,1750500,297317,297317,487000,487000,345750,345750,3945000,3945000,368407,368407,90933,90933,221000,221000,16964962,16964962,12539536,12539536,2421796,2421796,14616,14616,3945000,3945000
2024-12-31 15:00:00+00:00,16093864,16093864,6150914,6150914,909985,909985,803816,803816,600179,600179,239365,239365,10002,10002,577830,577830,841998,841998,593796.0,593796.0,1014927,1014927,1515250,1515250,259219,259219,16093864,16093864,6150914,6150914,909985,909985,399907,399907,803816,803816,600179,600179,239365,239365,10002,10002,577830,577830,841998,841998,593796,593796,1014927,1014927,4158000,4158000,1515250,1515250,259219,259219,487000,487000,341626,341626,3941250,3941250,348125,348125,79281,79281,221000,221000,16309229,16309229,12578273,12578273,2403704,2403704,9895,9895,3941250,3941250
2024-12-31 16:00:00+00:00,15692824,15692824,6256034,6256034,204789,204789,939112,939112,600169,600169,239326,239326,10002,10002,577767,577767,841998,841998,593733.0,593733.0,1095971,1095971,1578750,1578750,217483,217483,15692824,15692824,6256034,6256034,204789,204789,399912,399912,939112,939112,600169,600169,239326,239326,10002,10002,577767,577767,841998,841998,593733,593733,1095971,1095971,4158000,4158000,1578750,1578750,217483,217483,487000,487000,335750,335750,3931250,3931250,364258,364258,66517,66517,221000,221000,15769039,15769039,12643173,12643173,2470465,2470465,2760,2760,3931251,3931251
2024-12-31 17:00:00+00:00,15682517,15682517,6277761,6277761,0,0,1029297,1029297,600157,600157,239274,239274,10002,10002,577681,577681,841998,841998,593644.0,593644.0,1186436,1186436,1800000,1800000,225907,225907,15682517,15682517,6277761,6277761,0,0,399916,399916,1029297,1029297,600157,600157,239274,239274,10002,10002,577681,577681,841998,841998,593644,593644,1186436,1186436,4158000,4158000,1800000,1800000,225907,225907,486750,486750,332626,332626,3926250,3926250,377339,377339,69093,69093,221000,221000,15807550,15807550,12687665,12687665,2468163,2468163,101,101,3926250,3926250
2024-12-31 18:00:00+00:00,15694667,15694667,6328597,6328597,0,0,1005949,1005949,600145,600145,239212,239212,10002,10002,577582,577582,841998,841998,593542.0,593542.0,1191444,1191444,1591250,1591250,229162,229162,15694667,15694667,6328597,6328597,0,0,399918,399918,1005949,1005949,600145,600145,239212,239212,10002,10002,577582,577582,841998,841998,593542,593542,1191444,1191444,4158000,4158000,1591250,1591250,229162,229162,485500,485500,345376,345376,3906000,3906000,383005,383005,70088,70088,221000,221000,15496840,15496840,12631548,12631548,2319867,2319867,278,278,3906000,3906000
2024-12-31 19:00:00+00:00,15441356,15441356,6375458,6375458,0,0,1001481,1001481,600135,600135,239142,239142,10002,10002,577468,577468,841998,841998,593428.0,593428.0,1091073,1091073,1226000,1226000,229163,229163,15441356,15441356,6375458,6375458,0,0,399924,399924,1001481,1001481,600135,600135,239142,239142,10002,10002,577468,577468,841998,841998,593428,593428,1091073,1091073,4158000,4158000,1226000,1226000,229163,229163,485000,485000,348750,348750,3711000,3711000,379206,379206,70087,70087,221000,221000,14775988,14775988,12623001,12623001,2109530,2109530,247,247,3711000,3711000
2024-12-31 20:00:00+00:00,15390012,15390012,6448966,6448966,0,0,985098,985098,600123,600123,239079,239079,10002,10002,577367,577367,841998,841998,593323.0,593323.0,975912,975912,972500,972500,229545,229545,15390012,15390012,6448966,6448966,0,0,399926,399926,985098,985098,600123,600123,239079,239079,10002,10002,577367,577367,841998,841998,593323,593323,975912,975912,4158000,4158000,972500,972500,229545,229545,485250,485250,346500,346500,3718000,3718000,353272,353272,70205,70205,221000,221000,14406607,14406607,12521782,12521782,1914641,1914641,218,218,3718000,3718000
2024-12-31 21:00:00+00:00,15298923,15298923,6472458,6472458,0,0,973579,973579,600111,600111,239007,239007,10002,10002,577251,577251,841998,841998,593204.0,593204.0,846632,846632,932250,932250,229736,229736,15298923,15298923,6472458,6472458,0,0,399930,399930,973579,973579,600111,600111,239007,239007,10002,10002,577251,577251,841998,841998,593204,593204,846632,846632,4158000,4158000,932250,932250,229736,229736,486000,486000,353500,353500,3744500,3744500,351424,351424,70264,70264,221000,221000,14291198,14291198,12498096,12498096,1781490,1781490,251,251,3744500,3744500
2024-12-31 22:00:00+00:00,15150733,15150733,6486790,6486790,0,0,1005140,1005140,600100,600100,238950,238950,10002,10002,577156,577156,841998,841998,593104.0,593104.0,710569,710569,923750,923750,229737,229737,15150733,15150733,6486790,6486790,0,0,399935,399935,1005140,1005140,600100,600100,238950,238950,10002,10002,577156,577156,841998,841998,593104,593104,710569,710569,4158000,4158000,923750,923750,229737,229737,486000,486000,359500,359500,3686750,3686750,374499,374499,70263,70263,221000,221000,14137435,14137435,12612029,12612029,1673645,1673645,239,239,3686750,3686750
2024-12-31 23:00:00+00:00,15169196,15169196,6499171,6499171,0,0,1085576,1085576,600089,600089,238884,238884,10002,10002,577049,577049,841998,841998,592992.0,592992.0,603966,603966,825500,825500,229354,229354,15169196,15169196,6499171,6499171,0,0,399937,399937,1085576,1085576,600089,600089,238884,238884,10002,10002,577049,577049,841998,841998,592992,592992,603966,603966,4158000,4158000,825500,825500,229354,229354,486000,486000,350626,350626,3719250,3719250,382554,382554,70146,70146,221000,221000,13976718,13976718,12604525,12604525,1575671,1575671,282,282,3719250,3719250
2025-01-01 00:00:00+00:00,14948392,14948392,6519520,6519520,0,0,1190353,1190353,600077,600077,238792,238792,10002,10002,576902,576902,841998,841998,592844.0,592844.0,524503,524503,803500,803500,234522,234522,14948392,14948392,6519520,6519520,0,0,399942,399942,1190353,1190353,600077,600077,238792,238792,10002,10002,576902,576902,841998,841998,592844,592844,524503,524503,4158000,4158000,803500,803500,234522,234522,486250,486250,343000,343000,3453250,3453250,373816,373816,71728,71728,221000,221000,13626757,13626757,12593733,12593733,1493988,1493988,210,210,3453249,3453249
2025-01-01 01:00:00+00:00,14083525,14083525,5917659,5917659,0,0,1351367,1351367,600066,600066,238666,238666,10002,10002,576702,576702,841998,841998,592638.0,592638.0,443488,443488,775500,775500,216717,216717,14083525,14083525,5917659,5917659,0,0,399946,399946,1351367,1351367,600066,600066,238666,238666,10002,10002,576702,576702,841998,841998,592638,592638,443488,443488,4158000,4158000,775500,775500,216717,216717,487000,487000,346500,346500,3110750,3110750,373882,373882,66283,66283,221000,221000,12567367,12567367,12586120,12586120,1425958,1425958,243,243,3110750,3110750
2025-01-01 02:00:00+00:00,13552034,13552034,4994553,4994553,0,0,1505873,1505873,600055,600055,238507,238507,10002,10002,576450,576450,841998,841998,592380.0,592380.0,415278,415278,820250,820250,218249,218249,13552034,13552034,4994553,4994553,0,0,399948,399948,1505873,1505873,600055,600055,238507,238507,10002,10002,576450,576450,841998,841998,592380,592380,415278,415278,4158000,4158000,820250,820250,218249,218249,487000,487000,344376,344376,3376750,3376750,370001,370001,66751,66751,221000,221000,11937461,11937461,12617675,12617675,1408532,1408532,240,240,3376750,3376750
2025-01-01 03:00:00+00:00,13655229,13655229,4990896,4990896,0,0,1579032,1579032,600043,600043,238333,238333,10002,10002,576172,576172,841998,841998,592092.0,592092.0,411835,411835,773000,773000,217101,217101,13655229,13655229,4990896,4990896,0,0,399954,399954,1579032,1579032,600043,600043,238333,238333,10002,10002,576172,576172,841998,841998,592092,592092,411835,411835,3930300,3930300,773000,773000,217101,217101,487000,487000,346500,346500,3414750,3414750,360132,360132,66399,66399,221000,221000,11899610,11899610,12565827,12565827,1382964,1382964,122,122,3414750,3414750
2025-01-01 04:00:00+00:00,13538396,13538396,4988425,4988425,0,0,1696828,1696828,600032,600032,238167,238167,10002,10002,575909,575909,841998,841998,591824.0,591824.0,439914,439914,803500,803500,211357,211357,13538396,13538396,4988425,4988425,0,0,399956,399956,1696828,1696828,600032,600032,238167,238167,10002,10002,575909,575909,841998,841998,591824,591824,439914,439914,3474900,3474900,803500,803500,211357,211357,487000,487000,349750,349750,3155250,3155250,351160,351160,64643,64643,221000,221000,11692961,11692961,12560212,12560212,1412036,1412036,91,91,3155250,3155250
2025-01-01 05:00:00+00:00,13290565,13290565,4995848,4995848,0,0,1808123,1808123,600021,600021,238003,238003,10002,10002,575647,575647,841998,841998,591555.0,591555.0,514793,514793,787000,787000,217292,217292,13290565,13290565,4995848,4995848,0,0,399960,399960,1808123,1808123,600021,600021,238003,238003,10002,10002,575647,575647,841998,841998,591555,591555,514793,514793,3416850,3416850,787000,787000,217292,217292,487000,487000,356250,356250,2714500,2714500,352626,352626,66458,66458,221000,221000,11338905,11338905,12517064,12517064,1493558,1493558,116,116,2714499,2714499
2025-01-01 06:00:00+00:00,13771204,13771204,5000998,5000998,0,0,1999930,1999930,600009,600009,237807,237807,10002,10002,575337,575337,841998,841998,591235.0,591235.0,687720,687720,775250,775250,214230,214230,13771204,13771204,5000998,5000998,0,0,399965,399965,1999930,1999930,600009,600009,237807,237807,10002,10002,575337,575337,841998,841998,591235,591235,687720,687720,4158000,4158000,775250,775250,214230,214230,486750,486750,360500,360500,2826000,2826000,310878,310878,65520,65520,221000,221000,11624468,11624468,12526498,12526498,1674220,1674220,203,203,2826000,2826000
2025-01-01 07:00:00+00:00,14670660,14670660,5545243,5545243,0,0,2280402,2280402,599997,599997,237624,237624,10002,10002,575046,575046,841998,841998,590938.0,590938.0,897846,897846,773500,773500,216718,216718,14670660,14670660,5545243,5545243,0,0,399967,399967,2280402,2280402,599997,599997,237624,237624,10002,10002,575046,575046,841998,841998,590938,590938,897846,897846,3816450,3816450,773500,773500,216718,216718,486000,486000,351876,351876,2691500,2691500,305859,305859,66282,66282,221000,221000,12073696,12073696,12535855,12535855,1721577,1721577,97,97,2691500,2691500
2025-01-01 08:00:00+00:00,14318855,14318855,5000109,5000109,1217,1217,2493792,2493792,599987,599987,237453,237453,10002,10002,574776,574776,841998,841998,590659.0,590659.0,1002261,1002261,774500,774500,214995,214995,14318855,14318855,5000109,5000109,1217,1217,399972,399972,2493792,2493792,599987,599987,237453,237453,10002,10002,574776,574776,841998,841998,590659,590659,1002261,1002261,3474900,3474900,774500,774500,214995,214995,486000,486000,352626,352626,2566500,2566500,307469,307469,65755,65755,221000,221000,11465343,11465343,12620675,12620675,1782640,1782640,128,128,2566501,2566501
2025-01-01 09:00:00+00:00,14071273,14071273,5006276,5006276,109130,109130,2474463,2474463,599975,599975,237275,237275,10002,10002,574491,574491,841998,841998,590366.0,590366.0,976261,976261,847500,847500,213847,213847,14071273,14071273,5006276,5006276,109130,109130,399976,399976,2474463,2474463,599975,599975,237275,237275,10002,10002,574491,574491,841998,841998,590366,590366,976261,976261,3474900,3474900,847500,847500,213847,213847,486000,486000,352876,352876,2249750,2249750,307475,307475,65403,65403,221000,221000,11441057,11441057,12563850,12563850,1889275,1889275,1310,1310,2249750,2249750
2025-01-01 10:00:00+00:00,14007133,14007133,5008423,5008423,510609,510609,2302991,2302991,599963,599963,237102,237102,10002,10002,574216,574216,841998,841998,590085.0,590085.0,890856,890856,856500,856500,215570,215570,14007133,14007133,5008423,5008423,510609,510609,399978,399978,2302991,2302991,599963,599963,237102,237102,10002,10002,574216,574216,841998,841998,590085,590085,890856,890856,3474900,3474900,856500,856500,215570,215570,486000,486000,344876,344876,2035250,2035250,308156,308156,65930,65930,221000,221000,11726660,11726660,12544447,12544447,1982502,1982502,5660,5660,2035250,2035250
2025-01-01 11:00:00+00:00,13397670,13397670,5008986,5008986,756110,756110,2009951,2009951,599952,599952,236896,236896,10002,10002,573891,573891,841998,841998,589750.0,589750.0,788727,788727,831250,831250,214804,214804,13397670,13397670,5008986,5008986,756110,756110,399984,399984,2009951,2009951,599952,599952,236896,236896,10002,10002,573891,573891,841998,841998,589750,589750,788727,788727,3276000,3276000,831250,831250,214804,214804,486000,486000,342250,342250,1573500,1573500,308861,308861,65696,65696,221000,221000,11521910,11521910,12562022,12562022,2022313,2022313,7922,7922,1573501,1573501
2025-01-01 12:00:00+00:00,12895238,12895238,4859352,4859352,872914,872914,1687577,1687577,599941,599941,236684,236684,10002,10002,573555,573555,841998,841998,589404.0,589404.0,697064,697064,927250,927250,215569,215569,12895238,12895238,4859352,4859352,872914,872914,399986,399986,1687577,1687577,599941,599941,236684,236684,10002,10002,573555,573555,841998,841998,589404,589404,697064,697064,3240000,3240000,927250,927250,215569,215569,486750,486750,340250,340250,1518000,1518000,307925,307925,65931,65931,221000,221000,11552017,11552017,12561646,12561646,2045001,2045001,8761,8761,1518000,1518000
2025-01-01 13:00:00+00:00,12543934,12543934,4557821,4557821,889360,889360,1393179,1393179,599929,599929,236509,236509,10002,10002,573279,573279,841998,841998,589123.0,589123.0,626614,626614,915750,915750,227821,227821,12543934,12543934,4557821,4557821,889360,889360,399990,399990,1393179,1393179,599929,599929,236509,236509,10002,10002,573279,573279,841998,841998,589123,589123,626614,626614,3310200,3310200,915750,915750,227821,227821,487000,487000,335250,335250,1817250,1817250,304688,304688,69679,69679,221000,221000,11534264,11534264,12523645,12523645,2013333,2013333,8880,8880,1817250,1817250
2025-01-01 14:00:00+00:00,12612575,12612575,4968952,4968952,642642,642642,1138438,1138438,599918,599918,236398,236398,10002,10002,573101,573101,841998,841998,588936.0,588936.0,607104,607104,914750,914750,227630,227630,12612575,12612575,4968952,4968952,642642,642642,399995,399995,1138438,1138438,599918,599918,236398,236398,10002,10002,573101,573101,841998,841998,588936,588936,607104,607104,3709800,3709800,914750,914750,227630,227630,487000,487000,329000,329000,1998750,1998750,306078,306078,69620,69620,221000,221000,11843235,11843235,12588535,12588535,1983891,1983891,6341,6341,1998750,1998750
2025-01-01 15:00:00+00:00,13124173,13124173,5521656,5521656,290661,290661,832040,832040,599907,599907,236449,236449,10002,10002,573175,573175,841998,841998,589013.0,589013.0,659136,659136,964250,964250,245244,245244,13124173,13124173,5521656,5521656,290661,290661,399997,399997,832040,832040,599907,599907,236449,236449,10002,10002,573175,573175,841998,841998,589013,589013,659136,659136,3813909,3813909,964250,964250,245244,245244,487000,487000,327876,327876,2567250,2567250,305184,305184,75006,75006,221000,221000,12665545,12665545,12351386,12351386,1965602,1965602,2889,2889,2567250,2567250
2025-01-01 16:00:00+00:00,14818117,14818117,6551295,6551295,47725,47725,880700,880700,599895,599895,236568,236568,10002,10002,573357,573357,841998,841998,589204.0,589204.0,772684,772684,957000,957000,241414,241414,14818117,14818117,6551295,6551295,47725,47725,400002,400002,880700,880700,599895,599895,236568,236568,10002,10002,573357,573357,841998,841998,589204,589204,772684,772684,4091776,4091776,957000,957000,241414,241414,487000,487000,324126,324126,3314000,3314000,305537,305537,73836,73836,221000,221000,14154913,14154913,12302505,12302505,1937517,1937517,687,687,3314000,3314000
2025-01-01 17:00:00+00:00,15151146,15151146,6371756,6371756,0,0,965130,965130,599883,599883,236707,236707,10002,10002,573575,573575,841998,841998,589424.0,589424.0,911265,911265,1267500,1267500,228397,228397,15151146,15151146,6371756,6371756,0,0,400006,400006,965130,965130,599883,599883,236707,236707,10002,10002,573575,573575,841998,841998,589424,589424,911265,911265,4092114,4092114,1267500,1267500,228397,228397,487000,487000,327000,327000,3651250,3651250,302159,302159,69853,69853,221000,221000,14601759,14601759,12309605,12309605,1978004,1978004,151,151,3651249,3651249
2025-01-01 18:00:00+00:00,14061308,14061308,5262636,5262636,0,0,941583,941583,599873,599873,236786,236786,10002,10002,573696,573696,841998,841998,589548.0,589548.0,983583,983583,1432500,1432500,302294,302294,14061308,14061308,5262636,5262636,0,0,400008,400008,941583,941583,599873,599873,236786,236786,10002,10002,573696,573696,841998,841998,589548,589548,983583,983583,4124295,4124295,1432500,1432500,302294,302294,487000,487000,338876,338876,3621250,3621250,302158,302158,92456,92456,221000,221000,13728454,13728454,12648371,12648371,1970441,1970441,344,344,3621251,3621251
2025-01-01 19:00:00+00:00,13600014,13600014,5026362,5026362,0,0,934528,934528,599861,599861,236864,236864,10002,10002,573815,573815,841998,841998,589672.0,589672.0,963586,963586,1432250,1432250,310144,310144,13600014,13600014,5026362,5026362,0,0,400014,400014,934528,934528,599861,599861,236864,236864,10002,10002,573815,573815,841998,841998,589672,589672,963586,963586,4021390,4021390,1432250,1432250,310144,310144,487000,487000,346500,346500,3423000,3423000,306532,306532,94856,94856,221000,221000,13298753,13298753,12337044,12337044,1957640,1957640,311,311,3423001,3423001
2025-01-01 20:00:00+00:00,13701579,13701579,4969390,4969390,0,0,919927,919927,599849,599849,236925,236925,10002,10002,573903,573903,841998,841998,589763.0,589763.0,914509,914509,1047500,1047500,302869,302869,13701579,13701579,4969390,4969390,0,0,400016,400016,919927,919927,599849,599849,236925,236925,10002,10002,573903,573903,841998,841998,589763,589763,914509,914509,4086760,4086760,1047500,1047500,302869,302869,486500,486500,355500,355500,3645000,3645000,310430,310430,92631,92631,221000,221000,12931209,12931209,12319518,12319518,1810819,1810819,297,297,3645000,3645000
2025-01-01 21:00:00+00:00,13910283,13910283,5463986,5463986,0,0,913591,913591,599839,599839,236956,236956,10002,10002,573951,573951,841998,841998,589815.0,589815.0,846847,846847,1041250,1041250,231842,231842,13910283,13910283,5463986,5463986,0,0,400020,400020,913591,913591,599839,599839,236956,236956,10002,10002,573951,573951,841998,841998,589815,589815,846847,846847,4128129,4128129,1041250,1041250,231842,231842,486500,486500,354250,354250,3433000,3433000,307558,307558,70908,70908,221000,221000,13001928,13001928,12353264,12353264,1699191,1699191,277,277,3433001,3433001
2025-01-01 22:00:00+00:00,14089143,14089143,5849626,5849626,0,0,949343,949343,599827,599827,236978,236978,10002,10002,573980,573980,841998,841998,589844.0,589844.0,753678,753678,1153250,1153250,214037,214037,14089143,14089143,5849626,5849626,0,0,400025,400025,949343,949343,599827,599827,236978,236978,10002,10002,573980,573980,841998,841998,589844,589844,753678,753678,3864645,3864645,1153250,1153250,214037,214037,486000,486000,349126,349126,3283750,3283750,305000,305000,65463,65463,221000,221000,13178637,13178637,12382219,12382219,1556385,1556385,92,92,3283750,3283750
2025-01-01 23:00:00+00:00,14111501,14111501,5931133,5931133,0,0,1030893,1030893,599815,599815,237055,237055,10002,10002,574099,574099,841998,841998,589963.0,589963.0,688429,688429,1122750,1122750,230120,230120,14111501,14111501,5931133,5931133,0,0,400027,400027,1030893,1030893,599815,599815,237055,237055,10002,10002,574099,574099,841998,841998,589963,589963,688429,688429,3225989,3225989,1122750,1122750,230120,230120,486250,486250,350626,350626,3208000,3208000,295726,295726,70380,70380,221000,221000,13118063,13118063,12424043,12424043,1497804,1497804,87,87,3208000,3208000
