validto,capacity_0_x,volume_0_x,capacity_1_x,production_wind_x,capacity_2_x,production_solar_x,capacity_4_x,production_heatpump_x,capacity_8_x,production_cofiring_x,capacity_9_x,production_geothermal_x,capacity_10_x,production_other_x,capacity_11_x,production_waste_x,capacity_12_x,production_biooil_x,capacity_13_x,production_biomass_x,capacity_14_x,production_wood_x,capacity_18_x,production_fossilgaspower_x,capacity_19_x,production_fossilhardcoal_x,capacity_0_y,volume_0_y,capacity_1_y,production_wind_y,capacity_2_y,production_solar_y,capacity_3,production_biogas,capacity_4_y,production_heatpump_y,capacity_8_y,production_cofiring_y,capacity_9_y,production_geothermal_y,capacity_10_y,production_other_y,capacity_11_y,production_waste_y,capacity_12_y,production_biooil_y,capacity_13_y,production_biomass_y,capacity_14_y,production_wood_y,capacity_17,production_windoffshore,capacity_18_y,production_fossilgaspower_y,capacity_19_y,production_fossilhardcoal_y,capacity_20,production_nuclear,capacity_21,production_wastepower,capacity_22,production_windoffshoreB,capacity_24,production_biomethane,capacity_25,production_biomasspower,capacity_26,production_otherpower,capacity_27,production_electricitymix,capacity_28,production_electricitymix.1,capacity_35,production_CHP_total,capacity_50,production_solarthermal,capacity_51,production_industrialconsumersgascombination
2025-02-02 00:00:00+00:00,7112092,7112092,199476,199476,0,0,1307408,1307408,591341,591341,241890,241890,10002,10002,579000,579000,841998,841998,595002.0,595002.0,885152,885152,5197250,5197250,2878022,2878022,7112092,7112092,199476,199476,0,0,402822,402822,1307408,1307408,591341,591341,241890,241890,10002,10002,579000,579000,841998,841998,595002,595002,885152,885152,2045122,2045122,5197250,5197250,2878022,2878022,486750,486750,380500,380500,1458000,1458000,381543,381543,880228,880228,221000,221000,14012333,14012333,11703433,11703433,2311106,2311106,0,0,1458001,1458001
2025-02-02 01:00:00+00:00,7097303,7097303,213056,213056,0,0,1496240,1496240,591330,591330,241891,241891,10002,10002,579000,579000,841998,841998,595002.0,595002.0,788957,788957,4453250,4453250,2868451,2868451,7097303,7097303,213056,213056,0,0,402826,402826,1496240,1496240,591330,591330,241891,241891,10002,10002,579000,579000,841998,841998,595002,595002,788957,788957,2008324,2008324,4453250,4453250,2868451,2868451,487000,487000,374876,374876,1337000,1337000,384984,384984,877299,877299,221000,221000,13047643,13047643,11687810,11687810,2215710,2215710,0,0,1337001,1337001
2025-02-02 02:00:00+00:00,6657856,6657856,197557,197557,0,0,1691921,1691921,591319,591319,241896,241896,10002,10002,579000,579000,841998,841998,595002.0,595002.0,782583,782583,4448000,4448000,2863472,2863472,6657856,6657856,197557,197557,0,0,402828,402828,1691921,1691921,591319,591319,241896,241896,10002,10002,579000,579000,841998,841998,595002,595002,782583,782583,1388460,1388460,4448000,4448000,2863472,2863472,487000,487000,378750,378750,723750,723750,385977,385977,875778,875778,221000,221000,12421471,12421471,11688123,11688123,2226164,2226164,0,0,723750,723750
2025-02-02 03:00:00+00:00,6342751,6342751,98292,98292,0,0,1813254,1813254,591307,591307,241896,241896,10002,10002,579000,579000,841998,841998,595002.0,595002.0,804416,804416,4315500,4315500,2903677,2903677,6342751,6342751,98292,98292,0,0,402834,402834,1813254,1813254,591307,591307,241896,241896,10002,10002,579000,579000,841998,841998,595002,595002,804416,804416,857353,857353,4315500,4315500,2903677,2903677,487000,487000,379250,379250,364750,364750,382043,382043,888073,888073,221000,221000,11928367,11928367,11695209,11695209,2270825,2270825,0,0,364750,364750
2025-02-02 04:00:00+00:00,6299057,6299057,62925,62925,0,0,1893013,1893013,591296,591296,241899,241899,10002,10002,579000,579000,841998,841998,595002.0,595002.0,857585,857585,4317500,4317500,2911335,2911335,6299057,6299057,62925,62925,0,0,402836,402836,1893013,1893013,591296,591296,241899,241899,10002,10002,579000,579000,841998,841998,595002,595002,857585,857585,673607,673607,4317500,4317500,2911335,2911335,487250,487250,378000,378000,223500,223500,378501,378501,890415,890415,221000,221000,11811464,11811464,11722317,11722317,2319538,2319538,0,0,223501,223501
2025-02-02 05:00:00+00:00,6688766,6688766,76367,76367,0,0,2002159,2002159,591285,591285,241902,241902,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1012211,1012211,4299000,4299000,2914016,2914016,6688766,6688766,76367,76367,0,0,402840,402840,2002159,2002159,591285,591285,241902,241902,10002,10002,579000,579000,841998,841998,595002,595002,1012211,1012211,532996,532996,4299000,4299000,2914016,2914016,487000,487000,377626,377626,336000,336000,401044,401044,891234,891234,221000,221000,12032697,12032697,11743414,11743414,2430454,2430454,0,0,336000,336000
2025-02-02 06:00:00+00:00,7549611,7549611,139039,139039,0,0,2188627,2188627,591273,591273,241904,241904,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1365421,1365421,4295250,4295250,2895444,2895444,7549611,7549611,139039,139039,0,0,402845,402845,2188627,2188627,591273,591273,241904,241904,10002,10002,579000,579000,841998,841998,595002,595002,1365421,1365421,754793,754793,4295250,4295250,2895444,2895444,487000,487000,374750,374750,594500,594500,398932,398932,885556,885556,221000,221000,12489618,12489618,11811532,11811532,2597079,2597079,0,0,594500,594500
2025-02-02 07:00:00+00:00,8389036,8389036,229915,229915,0,0,2492728,2492728,591261,591261,241908,241908,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1780125,1780125,4456750,4456750,2905783,2905783,8389036,8389036,229915,229915,0,0,402847,402847,2492728,2492728,591261,591261,241908,241908,10002,10002,579000,579000,841998,841998,595002,595002,1780125,1780125,1021918,1021918,4456750,4456750,2905783,2905783,487000,487000,371750,371750,624250,624250,384114,384114,888717,888717,221000,221000,13024424,13024424,11674552,11674552,2839259,2839259,0,0,624250,624250
2025-02-02 08:00:00+00:00,9006833,9006833,286682,286682,191780,191780,2723785,2723785,591251,591251,241908,241908,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1959403,1959403,4549000,4549000,2920907,2920907,9006833,9006833,286682,286682,191780,191780,402852,402852,2723785,2723785,591251,591251,241908,241908,10002,10002,579000,579000,841998,841998,595002,595002,1959403,1959403,884657,884657,4549000,4549000,2920907,2920907,487000,487000,370750,370750,580750,580750,392095,392095,893343,893343,221000,221000,13578420,13578420,11702574,11702574,3077208,3077208,2420,2420,580750,580750
2025-02-02 09:00:00+00:00,12658128,12658128,373603,373603,3723365,3723365,2781315,2781315,591239,591239,241913,241913,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1794593,1794593,4249000,4249000,2897741,2897741,12658128,12658128,373603,373603,3723365,3723365,402856,402856,2781315,2781315,591239,591239,241913,241913,10002,10002,579000,579000,841998,841998,595002,595002,1794593,1794593,941990,941990,4249000,4249000,2897741,2897741,486500,486500,367000,367000,679250,679250,395111,395111,886259,886259,221000,221000,17002035,17002035,11722259,11722259,3118316,3118316,43991,43991,679251,679251
2025-02-02 10:00:00+00:00,17039051,17039051,460885,460885,8397456,8397456,2681527,2681527,591227,591227,241914,241914,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1561576,1561576,3973250,3973250,2839542,2839542,17039051,17039051,460885,460885,8397456,8397456,402858,402858,2681527,2681527,591227,591227,241914,241914,10002,10002,579000,579000,841998,841998,595002,595002,1561576,1561576,975591,975591,3973250,3973250,2839542,2839542,486000,486000,367750,367750,583000,583000,393916,393916,868458,868458,221000,221000,21016692,21016692,11702767,11702767,2819351,2819351,92606,92606,583000,583000
2025-02-02 11:00:00+00:00,19952347,19952347,361619,361619,11936661,11936661,2412639,2412639,591216,591216,241915,241915,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1328518,1328518,3637500,3637500,2886829,2886829,19952347,19952347,361619,361619,11936661,11936661,402864,402864,2412639,2412639,591216,591216,241915,241915,10002,10002,579000,579000,841998,841998,595002,595002,1328518,1328518,662885,662885,3637500,3637500,2886829,2886829,486000,486000,370876,370876,525750,525750,395782,395782,882921,882921,221000,221000,23862143,23862143,11646249,11646249,2552987,2552987,125163,125163,525750,525750
2025-02-02 12:00:00+00:00,19167475,19167475,288779,288779,11967857,11967857,2023153,2023153,591205,591205,241920,241920,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1144530,1144530,3316500,3316500,2920908,2920908,19167475,19167475,288779,288779,11967857,11967857,402866,402866,2023153,2023153,591205,591205,241920,241920,10002,10002,579000,579000,841998,841998,595002,595002,1144530,1144530,448700,448700,3316500,3316500,2920908,2920908,486000,486000,372126,372126,355000,355000,403645,403645,893342,893342,221000,221000,23211251,23211251,11634203,11634203,2389739,2389739,126163,126163,355000,355000
2025-02-02 13:00:00+00:00,18135907,18135907,257463,257463,11681823,11681823,1601241,1601241,591193,591193,241920,241920,10002,10002,579000,579000,841998,841998,595002.0,595002.0,990509,990509,2889500,2889500,2908079,2908079,18135907,18135907,257463,257463,11681823,11681823,402870,402870,1601241,1601241,591193,591193,241920,241920,10002,10002,579000,579000,841998,841998,595002,595002,990509,990509,347330,347330,2889500,2889500,2908079,2908079,486750,486750,371626,371626,218250,218250,406257,406257,889421,889421,221000,221000,22153110,22153110,11631444,11631444,2229198,2229198,124636,124636,218250,218250
2025-02-02 14:00:00+00:00,15991750,15991750,197383,197383,10158712,10158712,1213171,1213171,591182,591182,241923,241923,10002,10002,579000,579000,841998,841998,595002.0,595002.0,898736,898736,3510750,3510750,2892573,2892573,15991750,15991750,197383,197383,10158712,10158712,402875,402875,1213171,1213171,591182,591182,241923,241923,10002,10002,579000,579000,841998,841998,595002,595002,898736,898736,274762,274762,3510750,3510750,2892573,2892573,487000,487000,373376,373376,156000,156000,408968,408968,884677,884677,221000,221000,21139531,21139531,11614840,11614840,2258060,2258060,105766,105766,156000,156000
2025-02-02 15:00:00+00:00,12778352,12778352,102584,102584,7344558,7344558,980086,980086,591171,591171,241926,241926,10002,10002,579000,579000,841998,841998,595002.0,595002.0,936508,936508,4676250,4676250,2916312,2916312,12778352,12778352,102584,102584,7344558,7344558,402877,402877,980086,980086,591171,591171,241926,241926,10002,10002,579000,579000,841998,841998,595002,595002,936508,936508,184493,184493,4676250,4676250,2916312,2916312,487000,487000,372376,372376,75250,75250,405376,405376,891938,891938,221000,221000,19550780,19550780,11649889,11649889,2463511,2463511,77389,77389,75251,75251
2025-02-02 16:00:00+00:00,9236497,9236497,34140,34140,3629000,3629000,1127512,1127512,591159,591159,241926,241926,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1101372,1101372,6400250,6400250,2919758,2919758,9236497,9236497,34140,34140,3629000,3629000,402882,402882,1127512,1127512,591159,591159,241926,241926,10002,10002,579000,579000,841998,841998,595002,595002,1101372,1101372,112710,112710,6400250,6400250,2919758,2919758,487000,487000,376876,376876,44250,44250,408615,408615,892992,892992,221000,221000,17872443,17872443,11578280,11578280,2867177,2867177,38254,38254,44250,44250
2025-02-02 17:00:00+00:00,6472550,6472550,18873,18873,446701,446701,1214448,1214448,591147,591147,241931,241931,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1450519,1450519,7857000,7857000,2916121,2916121,6472550,6472550,18873,18873,446701,446701,402886,402886,1214448,1214448,591147,591147,241931,241931,10002,10002,579000,579000,841998,841998,595002,595002,1450519,1450519,147905,147905,7857000,7857000,2916121,2916121,487000,487000,370876,370876,74750,74750,411600,411600,891879,891879,221000,221000,16552047,16552047,11493671,11493671,3267849,3267849,5295,5295,74748,74748
2025-02-02 18:00:00+00:00,6463362,6463362,69133,69133,0,0,1153544,1153544,591137,591137,241932,241932,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1822226,1822226,8228250,8228250,2910377,2910377,6463362,6463362,69133,69133,0,0,402888,402888,1153544,1153544,591137,591137,241932,241932,10002,10002,579000,579000,841998,841998,595002,595002,1822226,1822226,389457,389457,8228250,8228250,2910377,2910377,487000,487000,365126,365126,156500,156500,416099,416099,890123,890123,221000,221000,16742684,16742684,11692169,11692169,3415175,3415175,0,0,156500,156500
2025-02-02 19:00:00+00:00,6619705,6619705,70270,70270,0,0,1130200,1130200,591125,591125,241934,241934,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1948029,1948029,8445250,8445250,2907122,2907122,6619705,6619705,70270,70270,0,0,402894,402894,1130200,1130200,591125,591125,241934,241934,10002,10002,579000,579000,841998,841998,595002,595002,1948029,1948029,452477,452477,8445250,8445250,2907122,2907122,487000,487000,364376,364376,209250,209250,414668,414668,889128,889128,221000,221000,16975235,16975235,11682030,11682030,3381838,3381838,0,0,209251,209251
2025-02-02 20:00:00+00:00,6505318,6505318,26818,26818,0,0,1098331,1098331,591113,591113,241938,241938,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1936220,1936220,8501750,8501750,2910951,2910951,6505318,6505318,26818,26818,0,0,402896,402896,1098331,1098331,591113,591113,241938,241938,10002,10002,579000,579000,841998,841998,595002,595002,1936220,1936220,340347,340347,8501750,8501750,2910951,2910951,487000,487000,359626,359626,182000,182000,412270,412270,890299,890299,221000,221000,16920953,16920953,11678098,11678098,3341509,3341509,0,0,182000,182000
2025-02-02 21:00:00+00:00,6306658,6306658,24304,24304,0,0,1080239,1080239,591103,591103,241938,241938,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1738422,1738422,8448250,8448250,2909228,2909228,6306658,6306658,24304,24304,0,0,402900,402900,1080239,1080239,591103,591103,241938,241938,10002,10002,579000,579000,841998,841998,595002,595002,1738422,1738422,274602,274602,8448250,8448250,2909228,2909228,487000,487000,359376,359376,201750,201750,394239,394239,889772,889772,221000,221000,16831955,16831955,11659315,11659315,3291275,3291275,0,0,201750,201750
2025-02-02 22:00:00+00:00,6106346,6106346,37957,37957,0,0,1114182,1114182,591091,591091,241942,241942,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1426266,1426266,8397500,8397500,2901763,2901763,6106346,6106346,37957,37957,0,0,402905,402905,1114182,1114182,591091,591091,241942,241942,10002,10002,579000,579000,841998,841998,595002,595002,1426266,1426266,317385,317385,8397500,8397500,2901763,2901763,487000,487000,360376,360376,266000,266000,398984,398984,887487,887487,221000,221000,16730801,16730801,11818505,11818505,3171717,3171717,0,0,266001,266001
2025-02-02 23:00:00+00:00,6024891,6024891,66917,66917,0,0,1206840,1206840,591079,591079,241944,241944,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1206702,1206702,6387250,6387250,2909994,2909994,6024891,6024891,66917,66917,0,0,402907,402907,1206840,1206840,591079,591079,241944,241944,10002,10002,579000,579000,841998,841998,595002,595002,1206702,1206702,304966,304966,6387250,6387250,2909994,2909994,486750,486750,359500,359500,282500,282500,401238,401238,890006,890006,221000,221000,14421236,14421236,11806612,11806612,2817319,2817319,0,0,282500,282500
2025-02-03 00:00:00+00:00,6017294,6017294,117115,117115,0,0,1350129,1350129,591069,591069,241944,241944,10002,10002,579000,579000,841998,841998,595002.0,595002.0,908123,908123,5797000,5797000,2861175,2861175,6017294,6017294,117115,117115,0,0,402912,402912,1350129,1350129,591069,591069,241944,241944,10002,10002,579000,579000,841998,841998,595002,595002,908123,908123,280738,280738,5797000,5797000,2861175,2861175,487000,487000,352126,352126,380000,380000,408587,408587,875075,875075,221000,221000,13753539,13753539,11799228,11799228,2663048,2663048,0,0,380000,380000
2025-02-03 01:00:00+00:00,6404969,6404969,196781,196781,0,0,1557341,1557341,591057,591057,241948,241948,10002,10002,579000,579000,841998,841998,595002.0,595002.0,839925,839925,5700250,5700250,2841647,2841647,6404969,6404969,196781,196781,0,0,402916,402916,1557341,1557341,591057,591057,241948,241948,10002,10002,579000,579000,841998,841998,595002,595002,839925,839925,523809,523809,5700250,5700250,2841647,2841647,487000,487000,343250,343250,549000,549000,410511,410511,869103,869103,221000,221000,13895582,13895582,11772419,11772419,2687552,2687552,0,0,548999,548999
2025-02-03 02:00:00+00:00,6946568,6946568,368337,368337,0,0,1777561,1777561,591045,591045,241950,241950,10002,10002,579000,579000,841998,841998,595002.0,595002.0,827505,827505,5623250,5623250,2887403,2887403,6946568,6946568,368337,368337,0,0,402918,402918,1777561,1777561,591045,591045,241950,241950,10002,10002,579000,579000,841998,841998,595002,595002,827505,827505,977217,977217,5623250,5623250,2887403,2887403,487000,487000,342000,342000,711250,711250,398906,398906,883097,883097,221000,221000,14244158,14244158,11809625,11809625,2720821,2720821,0,0,711250,711250
2025-02-03 03:00:00+00:00,7021281,7021281,425946,425946,0,0,1927341,1927341,591034,591034,241953,241953,10002,10002,579000,579000,841998,841998,595002.0,595002.0,833582,833582,5719000,5719000,2900231,2900231,7021281,7021281,425946,425946,0,0,402924,402924,1927341,1927341,591034,591034,241953,241953,10002,10002,579000,579000,841998,841998,595002,595002,833582,833582,996516,996516,5719000,5719000,2900231,2900231,487000,487000,341250,341250,572500,572500,413295,413295,887019,887019,221000,221000,14360674,14360674,11826877,11826877,2806729,2806729,0,0,572499,572499
2025-02-03 04:00:00+00:00,7003228,7003228,260429,260429,0,0,2015350,2015350,591023,591023,241956,241956,10002,10002,579000,579000,841998,841998,595002.0,595002.0,877541,877541,5668500,5668500,2913823,2913823,7003228,7003228,260429,260429,0,0,402926,402926,2015350,2015350,591023,591023,241956,241956,10002,10002,579000,579000,841998,841998,595002,595002,877541,877541,903997,903997,5668500,5668500,2913823,2913823,487000,487000,340376,340376,588000,588000,411834,411834,891177,891177,221000,221000,14236223,14236223,11812179,11812179,2865917,2865917,0,0,588001,588001
2025-02-03 05:00:00+00:00,6914959,6914959,124904,124904,0,0,2128862,2128862,591011,591011,241956,241956,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1012795,1012795,6641250,6641250,2914973,2914973,6914959,6914959,124904,124904,0,0,402930,402930,2128862,2128862,591011,591011,241956,241956,10002,10002,579000,579000,841998,841998,595002,595002,1012795,1012795,532752,532752,6641250,6641250,2914973,2914973,487000,487000,341376,341376,386500,386500,406409,406409,891527,891527,221000,221000,15182998,15182998,11804871,11804871,3174469,3174469,0,0,386499,386499
2025-02-03 06:00:00+00:00,7188477,7188477,74114,74114,0,0,2333463,2333463,591000,591000,241961,241961,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1345463,1345463,8530750,8530750,2913632,2913632,7188477,7188477,74114,74114,0,0,402935,402935,2333463,2333463,591000,591000,241961,241961,10002,10002,579000,579000,841998,841998,595002,595002,1345463,1345463,353352,353352,8530750,8530750,2913632,2913632,487000,487000,338626,338626,173250,173250,398302,398302,891118,891118,221000,221000,17344324,17344324,11741078,11741078,3714834,3714834,289,289,173250,173250
2025-02-03 07:00:00+00:00,8044213,8044213,141200,141200,0,0,2634637,2634637,590989,590989,241962,241962,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1767932,1767932,8832500,8832500,2916122,2916122,8044213,8044213,141200,141200,0,0,402937,402937,2634637,2634637,590989,590989,241962,241962,10002,10002,579000,579000,841998,841998,595002,595002,1767932,1767932,355528,355528,8832500,8832500,2916122,2916122,487250,487250,327750,327750,238500,238500,394839,394839,891878,891878,221000,221000,17996199,17996199,11423942,11423942,3940000,3940000,55,55,238499,238499
2025-02-03 08:00:00+00:00,8829219,8829219,186938,186938,191209,191209,2886438,2886438,590977,590977,241963,241963,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1946165,1946165,8952250,8952250,2902145,2902145,8829219,8829219,186938,186938,191209,191209,402942,402942,2886438,2886438,590977,590977,241963,241963,10002,10002,579000,579000,841998,841998,595002,595002,1946165,1946165,493959,493959,8952250,8952250,2902145,2902145,487000,487000,322000,322000,354250,354250,369703,369703,887605,887605,221000,221000,18444398,18444398,11665760,11665760,3940000,3940000,2334,2334,354251,354251
2025-02-03 09:00:00+00:00,11990879,11990879,278770,278770,3109516,3109516,2960249,2960249,590966,590966,241968,241968,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1752938,1752938,8646500,8646500,2899657,2899657,11990879,11990879,278770,278770,3109516,3109516,402946,402946,2960249,2960249,590966,590966,241968,241968,10002,10002,579000,579000,841998,841998,595002,595002,1752938,1752938,694535,694535,8646500,8646500,2899657,2899657,487000,487000,328126,328126,593500,593500,393888,393888,886843,886843,221000,221000,21390912,21390912,11641411,11641411,3940000,3940000,34024,34024,593500,593500
2025-02-03 10:00:00+00:00,15930423,15930423,313292,313292,7273125,7273125,2859889,2859889,590955,590955,241968,241968,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1499755,1499755,7901000,7901000,2889318,2889318,15930423,15930423,313292,313292,7273125,7273125,402948,402948,2859889,2859889,590955,590955,241968,241968,10002,10002,579000,579000,841998,841998,595002,595002,1499755,1499755,1010260,1010260,7901000,7901000,2889318,2889318,486250,486250,330750,330750,646750,646750,391070,391070,883682,883682,221000,221000,24520419,24520419,11634184,11634184,3575253,3575253,75740,75740,646749,646749
2025-02-03 11:00:00+00:00,18554849,18554849,394247,394247,10269815,10269815,2576117,2576117,590943,590943,241971,241971,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1269109,1269109,6726000,6726000,2842988,2842988,18554849,18554849,394247,394247,10269815,10269815,402954,402954,2576117,2576117,590943,590943,241971,241971,10002,10002,579000,579000,841998,841998,595002,595002,1269109,1269109,1147937,1147937,6726000,6726000,2842988,2842988,486000,486000,329750,329750,675750,675750,384057,384057,869512,869512,221000,221000,26021166,26021166,11628162,11628162,3206105,3206105,107942,107942,675749,675749
2025-02-03 12:00:00+00:00,18537858,18537858,630033,630033,10493348,10493348,2151634,2151634,590931,590931,241974,241974,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1096205,1096205,5865500,5865500,2824035,2824035,18537858,18537858,630033,630033,10493348,10493348,402956,402956,2151634,2151634,590931,590931,241974,241974,10002,10002,579000,579000,841998,841998,595002,595002,1096205,1096205,1130975,1130975,5865500,5865500,2824035,2824035,486000,486000,326376,326376,791250,791250,372846,372846,863715,863715,221000,221000,25472117,25472117,11343426,11343426,2970861,2970861,113526,113526,791249,791249
2025-02-03 13:00:00+00:00,18101534,18101534,718132,718132,10691693,10691693,1702241,1702241,590921,590921,241974,241974,10002,10002,579000,579000,841998,841998,595002.0,595002.0,937043,937043,5684500,5684500,2855815,2855815,18101534,18101534,718132,718132,10691693,10691693,402960,402960,1702241,1702241,590921,590921,241974,241974,10002,10002,579000,579000,841998,841998,595002,595002,937043,937043,1168411,1168411,5684500,5684500,2855815,2855815,486000,486000,333000,333000,676000,676000,391760,391760,873435,873435,221000,221000,25343789,25343789,11321629,11321629,2804215,2804215,114569,114569,675999,675999
2025-02-03 14:00:00+00:00,16513754,16513754,855514,855514,9454746,9454746,1289201,1289201,590909,590909,241980,241980,10002,10002,579000,579000,841998,841998,595002.0,595002.0,831457,831457,6289750,6289750,2801252,2801252,16513754,16513754,855514,855514,9454746,9454746,402965,402965,1289201,1289201,590909,590909,241980,241980,10002,10002,579000,579000,841998,841998,595002,595002,831457,831457,1021422,1021422,6289750,6289750,2801252,2801252,486750,486750,346376,346376,722750,722750,394066,394066,856748,856748,221000,221000,24945300,24945300,11280611,11280611,2910415,2910415,98231,98231,722749,722749
2025-02-03 15:00:00+00:00,13600674,13600674,747870,747870,6831599,6831599,1040077,1040077,590897,590897,241980,241980,10002,10002,579000,579000,841998,841998,595002.0,595002.0,844569,844569,7549250,7549250,2778088,2778088,13600674,13600674,747870,747870,6831599,6831599,402967,402967,1040077,1040077,590897,590897,241980,241980,10002,10002,579000,579000,841998,841998,595002,595002,844569,844569,880747,880747,7549250,7549250,2778088,2778088,487000,487000,350126,350126,804750,804750,396797,396797,849662,849662,221000,221000,23813274,23813274,11077923,11077923,3193929,3193929,69963,69963,804750,804750
2025-02-03 16:00:00+00:00,10328157,10328157,628130,628130,3401629,3401629,1196988,1196988,590887,590887,241982,241982,10002,10002,579000,579000,841998,841998,595002.0,595002.0,961977,961977,8477500,8477500,2781534,2781534,10328157,10328157,628130,628130,3401629,3401629,402972,402972,1196988,1196988,590887,590887,241982,241982,10002,10002,579000,579000,841998,841998,595002,595002,961977,961977,774806,774806,8477500,8477500,2781534,2781534,487250,487250,346626,346626,843250,843250,398113,398113,850716,850716,221000,221000,21510950,21510950,11033054,11033054,3473313,3473313,34338,34338,843252,843252
2025-02-03 17:00:00+00:00,7478229,7478229,519351,519351,406209,406209,1298385,1298385,590875,590875,241986,241986,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1150402,1150402,8938250,8938250,2815037,2815037,7478229,7478229,519351,519351,406209,406209,402976,402976,1298385,1298385,590875,590875,241986,241986,10002,10002,579000,579000,841998,841998,595002,595002,1150402,1150402,965526,965526,8938250,8938250,2815037,2815037,487000,487000,346000,346000,837500,837500,397957,397957,860963,860963,221000,221000,19123028,19123028,11031254,11031254,3691718,3691718,4543,4543,837500,837500
2025-02-03 18:00:00+00:00,7282294,7282294,456400,456400,0,0,1251853,1251853,590863,590863,241986,241986,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1253463,1253463,9114750,9114750,2860601,2860601,7282294,7282294,456400,456400,0,0,402978,402978,1251853,1251853,590863,590863,241986,241986,10002,10002,579000,579000,841998,841998,595002,595002,1253463,1253463,1238437,1238437,9114750,9114750,2860601,2860601,487000,487000,347500,347500,1058750,1058750,404453,404453,874899,874899,221000,221000,19206511,19206511,11023250,11023250,3785612,3785612,0,0,1058749,1058749
2025-02-03 19:00:00+00:00,7307257,7307257,458850,458850,0,0,1236303,1236303,590853,590853,241990,241990,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1202673,1202673,9066250,9066250,2859069,2859069,7307257,7307257,458850,458850,0,0,402984,402984,1236303,1236303,590853,590853,241990,241990,10002,10002,579000,579000,841998,841998,595002,595002,1202673,1202673,1528153,1528153,9066250,9066250,2859069,2859069,487000,487000,346250,346250,1147250,1147250,408983,408983,874431,874431,221000,221000,19155230,19155230,11104556,11104556,3695130,3695130,352,352,1147250,1147250
2025-02-03 20:00:00+00:00,7359846,7359846,497494,497494,0,0,1208615,1208615,590841,590841,241992,241992,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1125769,1125769,9018250,9018250,2825376,2825376,7359846,7359846,497494,497494,0,0,402986,402986,1208615,1208615,590841,590841,241992,241992,10002,10002,579000,579000,841998,841998,595002,595002,1125769,1125769,1830194,1830194,9018250,9018250,2825376,2825376,487000,487000,340750,340750,1266000,1266000,407928,407928,864124,864124,221000,221000,19090163,19090163,11179835,11179835,3570169,3570169,147,147,1266000,1266000
2025-02-03 21:00:00+00:00,7634109,7634109,481517,481517,0,0,1193364,1193364,590829,590829,241992,241992,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1026739,1026739,8804250,8804250,2819823,2819823,7634109,7634109,481517,481517,0,0,402990,402990,1193364,1193364,590829,590829,241992,241992,10002,10002,579000,579000,841998,841998,595002,595002,1026739,1026739,1858267,1858267,8804250,8804250,2819823,2819823,487000,487000,343126,343126,1670500,1670500,398760,398760,862427,862427,221000,221000,19075512,19075512,11143778,11143778,3385869,3385869,176,176,1670500,1670500
2025-02-03 22:00:00+00:00,7627660,7627660,556268,556268,0,0,1235952,1235952,590818,590818,241996,241996,10002,10002,579000,579000,841998,841998,595002.0,595002.0,913925,913925,8440500,8440500,2812165,2812165,7627660,7627660,556268,556268,0,0,402995,402995,1235952,1235952,590818,590818,241996,241996,10002,10002,579000,579000,841998,841998,595002,595002,913925,913925,2189381,2189381,8440500,8440500,2812165,2812165,487000,487000,343876,343876,1659500,1659500,393885,393885,860085,860085,221000,221000,18492397,18492397,11103131,11103131,3112002,3112002,203,203,1659501,1659501
2025-02-03 23:00:00+00:00,7563962,7563962,584421,584421,0,0,1329321,1329321,590807,590807,241998,241998,10002,10002,579000,579000,841998,841998,595002.0,595002.0,836720,836720,7265000,7265000,2777896,2777896,7563962,7563962,584421,584421,0,0,402997,402997,1329321,1329321,590807,590807,241998,241998,10002,10002,579000,579000,841998,841998,595002,595002,836720,836720,2069538,2069538,7265000,7265000,2777896,2777896,487000,487000,342376,342376,1551500,1551500,403540,403540,849604,849604,221000,221000,16704713,16704713,11027491,11027491,2625918,2625918,198,198,1551498,1551498
