validto,capacity_0,volume_0,capacity_1,production_wind,capacity_2,production_solar,capacity_4,production_heatpump,capacity_8,production_cofiring,capacity_9,production_geothermal,capacity_10,production_other,capacity_11,production_waste,capacity_12,production_biooil,capacity_13,production_biomass,capacity_14,production_wood,capacity_18,production_fossilgaspower,capacity_19,production_fossilhardcoal
2024-12-31 00:00:00+00:00,13338465,13338465,4775170,4775170,0,0,1214760,1214760,600351,600351,239380,239380,10002,10002,577910,577910,841998,841998,593879.0,593879.0,593611,593611,1296000,1296000,266111,266111
2024-12-31 01:00:00+00:00,13341805,13341805,4502639,4502639,0,0,1388479,1388479,600339,600339,239314,239314,10002,10002,577804,577804,841998,841998,593770.0,593770.0,557328,557328,972500,972500,236436,236436
2024-12-31 02:00:00+00:00,13260299,13260299,4321732,4321732,0,0,1561872,1561872,600327,600327,239265,239265,10002,10002,577722,577722,841998,841998,593685.0,593685.0,560535,560535,971250,971250,216336,216336
2024-12-31 03:00:00+00:00,13577302,13577302,4385153,4385153,0,0,1678525,1678525,600316,600316,239232,239232,10002,10002,577665,577665,841998,841998,593631.0,593631.0,587110,587110,1014250,1014250,214804,214804
2024-12-31 04:00:00+00:00,14103177,14103177,4744022,4744022,0,0,1751863,1751863,600305,600305,239213,239213,10002,10002,577631,577631,841998,841998,593597.0,593597.0,640646,640646,1045750,1045750,216335,216335
2024-12-31 05:00:00+00:00,14794328,14794328,5163814,5163814,0,0,1850302,1850302,600293,600293,239204,239204,10002,10002,577614,577614,841998,841998,593580.0,593580.0,767058,767058,1079750,1079750,215760,215760
2024-12-31 06:00:00+00:00,15293654,15293654,5241681,5241681,0,0,2029035,2029035,600282,600282,239202,239202,10002,10002,577609,577609,841998,841998,593574.0,593574.0,1033585,1033585,1243000,1243000,214804,214804
2024-12-31 07:00:00+00:00,15987538,15987538,5268663,5268663,0,0,2292047,2292047,600271,600271,239225,239225,10002,10002,577639,577639,841998,841998,593605.0,593605.0,1376465,1376465,1386500,1386500,264963,264963
2024-12-31 08:00:00+00:00,16730845,16730845,5559499,5559499,2447,2447,2494816,2494816,600259,600259,239253,239253,10002,10002,577679,577679,841998,841998,593645.0,593645.0,1558111,1558111,1522750,1522750,298658,298658
2024-12-31 09:00:00+00:00,17127186,17127186,5773010,5773010,143035,143035,2469157,2469157,600248,600248,239280,239280,10002,10002,577723,577723,841998,841998,593683.0,593683.0,1544487,1544487,2021750,2021750,302295,302295
2024-12-31 10:00:00+00:00,17523919,17523919,5864521,5864521,669984,669984,2297833,2297833,600237,600237,239311,239311,10002,10002,577768,577768,841998,841998,593733.0,593733.0,1464536,1464536,2065750,2065750,298465,298465
2024-12-31 11:00:00+00:00,17964471,17964471,6032500,6032500,1352506,1352506,2017521,2017521,600225,600225,239349,239349,10002,10002,577823,577823,841998,841998,593789.0,593789.0,1348468,1348468,2071000,2071000,299422,299422
2024-12-31 12:00:00+00:00,18080710,18080710,6105026,6105026,1861429,1861429,1671036,1671036,600213,600213,239398,239398,10002,10002,577896,577896,841998,841998,593862.0,593862.0,1230618,1230618,2028500,2028500,309379,309379
2024-12-31 13:00:00+00:00,17647174,17647174,6078582,6078582,1917111,1917111,1315507,1315507,600203,600203,239405,239405,10002,10002,577905,577905,841998,841998,593871.0,593871.0,1098530,1098530,1901250,1901250,351880,351880
2024-12-31 14:00:00+00:00,16624080,16624080,6024237,6024237,1381429,1381429,994028,994028,600191,600191,239385,239385,10002,10002,577869,577869,841998,841998,593835.0,593835.0,1001585,1001585,1750500,1750500,297317,297317
2024-12-31 15:00:00+00:00,16093864,16093864,6150914,6150914,909985,909985,803816,803816,600179,600179,239365,239365,10002,10002,577830,577830,841998,841998,593796.0,593796.0,1014927,1014927,1515250,1515250,259219,259219
2024-12-31 16:00:00+00:00,15692824,15692824,6256034,6256034,204789,204789,939112,939112,600169,600169,239326,239326,10002,10002,577767,577767,841998,841998,593733.0,593733.0,1095971,1095971,1578750,1578750,217483,217483
2024-12-31 17:00:00+00:00,15682517,15682517,6277761,6277761,0,0,1029297,1029297,600157,600157,239274,239274,10002,10002,577681,577681,841998,841998,593644.0,593644.0,1186436,1186436,1800000,1800000,225907,225907
2024-12-31 18:00:00+00:00,15694667,15694667,6328597,6328597,0,0,1005949,1005949,600145,600145,239212,239212,10002,10002,577582,577582,841998,841998,593542.0,593542.0,1191444,1191444,1591250,1591250,229162,229162
2024-12-31 19:00:00+00:00,15441356,15441356,6375458,6375458,0,0,1001481,1001481,600135,600135,239142,239142,10002,10002,577468,577468,841998,841998,593428.0,593428.0,1091073,1091073,1226000,1226000,229163,229163
2024-12-31 20:00:00+00:00,15390012,15390012,6448966,6448966,0,0,985098,985098,600123,600123,239079,239079,10002,10002,577367,577367,841998,841998,593323.0,593323.0,975912,975912,972500,972500,229545,229545
2024-12-31 21:00:00+00:00,15298923,15298923,6472458,6472458,0,0,973579,973579,600111,600111,239007,239007,10002,10002,577251,577251,841998,841998,593204.0,593204.0,846632,846632,932250,932250,229736,229736
2024-12-31 22:00:00+00:00,15150733,15150733,6486790,6486790,0,0,1005140,1005140,600100,600100,238950,238950,10002,10002,577156,577156,841998,841998,593104.0,593104.0,710569,710569,923750,923750,229737,229737
2024-12-31 23:00:00+00:00,15169196,15169196,6499171,6499171,0,0,1085576,1085576,600089,600089,238884,238884,10002,10002,577049,577049,841998,841998,592992.0,592992.0,603966,603966,825500,825500,229354,229354
2025-01-01 00:00:00+00:00,14948392,14948392,6519520,6519520,0,0,1190353,1190353,600077,600077,238792,238792,10002,10002,576902,576902,841998,841998,592844.0,592844.0,524503,524503,803500,803500,234522,234522
2025-01-01 01:00:00+00:00,14083525,14083525,5917659,5917659,0,0,1351367,1351367,600066,600066,238666,238666,10002,10002,576702,576702,841998,841998,592638.0,592638.0,443488,443488,775500,775500,216717,216717
2025-01-01 02:00:00+00:00,13552034,13552034,4994553,4994553,0,0,1505873,1505873,600055,600055,238507,238507,10002,10002,576450,576450,841998,841998,592380.0,592380.0,415278,415278,820250,820250,218249,218249
2025-01-01 03:00:00+00:00,13655229,13655229,4990896,4990896,0,0,1579032,1579032,600043,600043,238333,238333,10002,10002,576172,576172,841998,841998,592092.0,592092.0,411835,411835,773000,773000,217101,217101
2025-01-01 04:00:00+00:00,13538396,13538396,4988425,4988425,0,0,1696828,1696828,600032,600032,238167,238167,10002,10002,575909,575909,841998,841998,591824.0,591824.0,439914,439914,803500,803500,211357,211357
2025-01-01 05:00:00+00:00,13290565,13290565,4995848,4995848,0,0,1808123,1808123,600021,600021,238003,238003,10002,10002,575647,575647,841998,841998,591555.0,591555.0,514793,514793,787000,787000,217292,217292
2025-01-01 06:00:00+00:00,13771204,13771204,5000998,5000998,0,0,1999930,1999930,600009,600009,237807,237807,10002,10002,575337,575337,841998,841998,591235.0,591235.0,687720,687720,775250,775250,214230,214230
2025-01-01 07:00:00+00:00,14670660,14670660,5545243,5545243,0,0,2280402,2280402,599997,599997,237624,237624,10002,10002,575046,575046,841998,841998,590938.0,590938.0,897846,897846,773500,773500,216718,216718
2025-01-01 08:00:00+00:00,14318855,14318855,5000109,5000109,1217,1217,2493792,2493792,599987,599987,237453,237453,10002,10002,574776,574776,841998,841998,590659.0,590659.0,1002261,1002261,774500,774500,214995,214995
2025-01-01 09:00:00+00:00,14071273,14071273,5006276,5006276,109130,109130,2474463,2474463,599975,599975,237275,237275,10002,10002,574491,574491,841998,841998,590366.0,590366.0,976261,976261,847500,847500,213847,213847
2025-01-01 10:00:00+00:00,14007133,14007133,5008423,5008423,510609,510609,2302991,2302991,599963,599963,237102,237102,10002,10002,574216,574216,841998,841998,590085.0,590085.0,890856,890856,856500,856500,215570,215570
2025-01-01 11:00:00+00:00,13397670,13397670,5008986,5008986,756110,756110,2009951,2009951,599952,599952,236896,236896,10002,10002,573891,573891,841998,841998,589750.0,589750.0,788727,788727,831250,831250,214804,214804
2025-01-01 12:00:00+00:00,12895238,12895238,4859352,4859352,872914,872914,1687577,1687577,599941,599941,236684,236684,10002,10002,573555,573555,841998,841998,589404.0,589404.0,697064,697064,927250,927250,215569,215569
2025-01-01 13:00:00+00:00,12543934,12543934,4557821,4557821,889360,889360,1393179,1393179,599929,599929,236509,236509,10002,10002,573279,573279,841998,841998,589123.0,589123.0,626614,626614,915750,915750,227821,227821
2025-01-01 14:00:00+00:00,12612575,12612575,4968952,4968952,642642,642642,1138438,1138438,599918,599918,236398,236398,10002,10002,573101,573101,841998,841998,588936.0,588936.0,607104,607104,914750,914750,227630,227630
2025-01-01 15:00:00+00:00,13124173,13124173,5521656,5521656,290661,290661,832040,832040,599907,599907,236449,236449,10002,10002,573175,573175,841998,841998,589013.0,589013.0,659136,659136,964250,964250,245244,245244
2025-01-01 16:00:00+00:00,14818117,14818117,6551295,6551295,47725,47725,880700,880700,599895,599895,236568,236568,10002,10002,573357,573357,841998,841998,589204.0,589204.0,772684,772684,957000,957000,241414,241414
2025-01-01 17:00:00+00:00,15151146,15151146,6371756,6371756,0,0,965130,965130,599883,599883,236707,236707,10002,10002,573575,573575,841998,841998,589424.0,589424.0,911265,911265,1267500,1267500,228397,228397
2025-01-01 18:00:00+00:00,14061308,14061308,5262636,5262636,0,0,941583,941583,599873,599873,236786,236786,10002,10002,573696,573696,841998,841998,589548.0,589548.0,983583,983583,1432500,1432500,302294,302294
2025-01-01 19:00:00+00:00,13600014,13600014,5026362,5026362,0,0,934528,934528,599861,599861,236864,236864,10002,10002,573815,573815,841998,841998,589672.0,589672.0,963586,963586,1432250,1432250,310144,310144
2025-01-01 20:00:00+00:00,13701579,13701579,4969390,4969390,0,0,919927,919927,599849,599849,236925,236925,10002,10002,573903,573903,841998,841998,589763.0,589763.0,914509,914509,1047500,1047500,302869,302869
2025-01-01 21:00:00+00:00,13910283,13910283,5463986,5463986,0,0,913591,913591,599839,599839,236956,236956,10002,10002,573951,573951,841998,841998,589815.0,589815.0,846847,846847,1041250,1041250,231842,231842
2025-01-01 22:00:00+00:00,14089143,14089143,5849626,5849626,0,0,949343,949343,599827,599827,236978,236978,10002,10002,573980,573980,841998,841998,589844.0,589844.0,753678,753678,1153250,1153250,214037,214037
2025-01-01 23:00:00+00:00,14111501,14111501,5931133,5931133,0,0,1030893,1030893,599815,599815,237055,237055,10002,10002,574099,574099,841998,841998,589963.0,589963.0,688429,688429,1122750,1122750,230120,230120
2025-01-02 00:00:00+00:00,13310032,13310032,5857030,5857030,0,0,1153961,1153961,599805,599805,237142,237142,10002,10002,574232,574232,841998,841998,590099.0,590099.0,640567,640567,1430000,1430000,299424,299424
2025-01-02 01:00:00+00:00,11678350,11678350,4657518,4657518,0,0,1324276,1324276,599793,599793,237212,237212,10002,10002,574337,574337,841998,841998,590207.0,590207.0,581921,581921,2533750,2533750,233182,233182
2025-01-02 02:00:00+00:00,9080570,9080570,2180400,2180400,0,0,1491990,1491990,599781,599781,237268,237268,10002,10002,574421,574421,841998,841998,590297.0,590297.0,569314,569314,2849500,2849500,384617,384617
2025-01-02 03:00:00+00:00,8201102,8201102,1290672,1290672,0,0,1604012,1604012,599770,599770,237332,237332,10002,10002,574516,574516,841998,841998,590394.0,590394.0,583018,583018,2747500,2747500,454878,454878
2025-01-02 04:00:00+00:00,7938662,7938662,1003721,1003721,0,0,1674110,1674110,599759,599759,237402,237402,10002,10002,574624,574624,841998,841998,590501.0,590501.0,629499,629499,3076500,3076500,480723,480723
2025-01-02 05:00:00+00:00,7949298,7949298,756568,756568,0,0,1765909,1765909,599747,599747,237472,237472,10002,10002,574729,574729,841998,841998,590610.0,590610.0,741462,741462,3641500,3641500,516141,516141
2025-01-02 06:00:00+00:00,8132730,8132730,588753,588753,0,0,1930143,1930143,599736,599736,237531,237531,10002,10002,574819,574819,841998,841998,590703.0,590703.0,998490,998490,4714750,4714750,683274,683274
2025-01-02 07:00:00+00:00,8450254,8450254,551794,551794,0,0,2169685,2169685,599725,599725,237593,237593,10002,10002,574913,574913,841998,841998,590801.0,590801.0,1319824,1319824,5802000,5802000,847344,847344
2025-01-02 08:00:00+00:00,8790392,8790392,402255,402255,1476,1476,2348390,2348390,599713,599713,237646,237646,10002,10002,574990,574990,841998,841998,590880.0,590880.0,1477671,1477671,6098500,6098500,1056596,1056596
2025-01-02 09:00:00+00:00,9061129,9061129,408922,408922,527664,527664,2318031,2318031,599702,599702,237704,237704,10002,10002,575076,575076,841998,841998,590969.0,590969.0,1431264,1431264,6474250,6474250,1350276,1350276
2025-01-02 10:00:00+00:00,11044370,11044370,475339,475339,2925525,2925525,2166956,2166956,599691,599691,237752,237752,10002,10002,575153,575153,841998,841998,591044.0,591044.0,1263739,1263739,6177250,6177250,1454806,1454806
2025-01-02 11:00:00+00:00,13781578,13781578,622846,622846,5408625,5408625,1897625,1897625,599679,599679,237787,237787,10002,10002,575205,575205,841998,841998,591099.0,591099.0,1089010,1089010,5716000,5716000,1445807,1445807
2025-01-02 12:00:00+00:00,15836899,15836899,1071732,1071732,7194923,7194923,1563064,1563064,599667,599667,237833,237833,10002,10002,575273,575273,841998,841998,591168.0,591168.0,983153,983153,5434000,5434000,1451934,1451934
2025-01-02 13:00:00+00:00,15726499,15726499,1741282,1741282,6167020,6167020,1220153,1220153,599657,599657,237902,237902,10002,10002,575377,575377,841998,841998,591277.0,591277.0,902606,902606,5709750,5709750,1458443,1458443
2025-01-02 14:00:00+00:00,14195106,14195106,2118461,2118461,4203266,4203266,914051,914051,599645,599645,237991,237991,10002,10002,575510,575510,841998,841998,591416.0,591416.0,871362,871362,6402000,6402000,1462464,1462464
2025-01-02 15:00:00+00:00,11573575,11573575,1658415,1658415,2107258,2107258,731233,731233,599633,599633,238105,238105,10002,10002,575689,575689,841998,841998,591597.0,591597.0,930552,930552,6453750,6453750,1468590,1468590
2025-01-02 16:00:00+00:00,10054976,10054976,1477348,1477348,421057,421057,840801,840801,599623,599623,238241,238241,10002,10002,575897,575897,841998,841998,591812.0,591812.0,1087913,1087913,6641250,6641250,1458635,1458635
2025-01-02 17:00:00+00:00,9872698,9872698,1333784,1333784,0,0,916165,916165,599611,599611,238397,238397,10002,10002,576139,576139,841998,841998,592060.0,592060.0,1237866,1237866,6627750,6627750,1457677,1457677
2025-01-02 18:00:00+00:00,10317712,10317712,1431043,1431043,0,0,894496,894496,599599,599599,238571,238571,10002,10002,576405,576405,841998,841998,592333.0,592333.0,1298667,1298667,6451250,6451250,1500753,1500753
2025-01-02 19:00:00+00:00,10309974,10309974,1630252,1630252,0,0,889851,889851,599589,599589,238748,238748,10002,10002,576679,576679,841998,841998,592615.0,592615.0,1246135,1246135,5837750,5837750,1461890,1461890
2025-01-02 20:00:00+00:00,10392815,10392815,1806529,1806529,0,0,879203,879203,599577,599577,238915,238915,10002,10002,576939,576939,841998,841998,592882.0,592882.0,1157664,1157664,5425000,5425000,1457487,1457487
2025-01-02 21:00:00+00:00,10359339,10359339,1921037,1921037,0,0,875869,875869,599565,599565,239085,239085,10002,10002,577200,577200,841998,841998,593150.0,593150.0,1056573,1056573,4330250,4330250,1458635,1458635
2025-01-02 22:00:00+00:00,9860194,9860194,1752961,1752961,0,0,912684,912684,599554,599554,239243,239243,10002,10002,577445,577445,841998,841998,593402.0,593402.0,928290,928290,3788500,3788500,1457678,1457678
2025-01-02 23:00:00+00:00,9046269,9046269,1547859,1547859,0,0,995340,995340,599543,599543,239406,239406,10002,10002,577695,577695,841998,841998,593659.0,593659.0,828847,828847,3232750,3232750,1461889,1461889
2025-01-03 00:00:00+00:00,9378361,9378361,1645914,1645914,0,0,1121315,1121315,599531,599531,239605,239605,10002,10002,578004,578004,841998,841998,593977.0,593977.0,808375,808375,1964750,1964750,1468781,1468781
2025-01-03 01:00:00+00:00,9704341,9704341,1618077,1618077,0,0,1302524,1302524,599520,599520,239758,239758,10002,10002,578241,578241,841998,841998,594219.0,594219.0,714363,714363,1708250,1708250,1439872,1439872
2025-01-03 02:00:00+00:00,10259360,10259360,1937499,1937499,0,0,1488868,1488868,599509,599509,239887,239887,10002,10002,578441,578441,841998,841998,594425.0,594425.0,710579,710579,1636750,1636750,1234259,1234259
2025-01-03 03:00:00+00:00,10788883,10788883,2047739,2047739,0,0,1622956,1622956,599497,599497,240027,240027,10002,10002,578653,578653,841998,841998,594644.0,594644.0,726821,726821,1599750,1599750,843324,843324
2025-01-03 04:00:00+00:00,11400275,11400275,2245754,2245754,0,0,1720626,1720626,599486,599486,240166,240166,10002,10002,578871,578871,841998,841998,594865.0,594865.0,767432,767432,1540250,1540250,671405,671405
2025-01-03 05:00:00+00:00,12316706,12316706,2721226,2721226,0,0,1845890,1845890,599475,599475,240251,240251,10002,10002,578998,578998,841998,841998,595000.0,595000.0,886461,886461,1653000,1653000,784933,784933
2025-01-03 06:00:00+00:00,13676456,13676456,3513913,3513913,0,0,2060222,2060222,599463,599463,240254,240254,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1179443,1179443,1673750,1673750,1068849,1068849
2025-01-03 07:00:00+00:00,15076474,15076474,4324637,4324637,0,0,2357628,2357628,599451,599451,240258,240258,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1519855,1519855,1846000,1846000,1257616,1257616
2025-01-03 08:00:00+00:00,15569048,15569048,4378530,4378530,2610,2610,2590803,2590803,599441,599441,240258,240258,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1680870,1680870,2291250,2291250,1434321,1434321
2025-01-03 09:00:00+00:00,16408868,16408868,4821699,4821699,551752,551752,2591438,2591438,599429,599429,240263,240263,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1635045,1635045,2504500,2504500,1423791,1423791
2025-01-03 10:00:00+00:00,18728204,18728204,5248739,5248739,2772148,2772148,2442235,2442235,599417,599417,240264,240264,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1509752,1509752,2133250,2133250,1248426,1248426
2025-01-03 11:00:00+00:00,20117004,20117004,5479588,5479588,4336232,4336232,2160879,2160879,599406,599406,240265,240265,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1355117,1355117,1648500,1648500,1131261,1131261
2025-01-03 12:00:00+00:00,19134861,19134861,5174549,5174549,3981920,3981920,1798544,1798544,599395,599395,240270,240270,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1232664,1232664,1846000,1846000,1108861,1108861
2025-01-03 13:00:00+00:00,16837968,16837968,4219156,4219156,3272974,3272974,1422186,1422186,599383,599383,240270,240270,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1113357,1113357,2089250,2089250,1418048,1418048
2025-01-03 14:00:00+00:00,15688305,15688305,3975338,3975338,2841286,2841286,1080121,1080121,599372,599372,240273,240273,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1045615,1045615,3075000,3075000,1448679,1448679
2025-01-03 15:00:00+00:00,14045918,14045918,3610910,3610910,1928790,1928790,875903,875903,599361,599361,240276,240276,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1146320,1146320,4423000,4423000,1392394,1392394
2025-01-03 16:00:00+00:00,12095624,12095624,2845564,2845564,447963,447963,1015144,1015144,599349,599349,240276,240276,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1342892,1342892,5321250,5321250,1447531,1447531
2025-01-03 17:00:00+00:00,10973043,10973043,1924284,1924284,0,0,1113014,1113014,599337,599337,240281,240281,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1588498,1588498,6225000,6225000,1446765,1446765
2025-01-03 18:00:00+00:00,10508765,10508765,1576540,1576540,0,0,1087921,1087921,599327,599327,240282,240282,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1728255,1728255,6209500,6209500,1460549,1460549
2025-01-03 19:00:00+00:00,9809122,9809122,1292627,1292627,0,0,1085953,1085953,599315,599315,240284,240284,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1735997,1735997,6182000,6182000,1510709,1510709
2025-01-03 20:00:00+00:00,9152565,9152565,999302,999302,0,0,1074567,1074567,599303,599303,240288,240288,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1633158,1633158,5950000,5950000,1513579,1513579
2025-01-03 21:00:00+00:00,8321759,8321759,938809,938809,0,0,1067622,1067622,599293,599293,240288,240288,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1435545,1435545,6042500,6042500,1513198,1513198
2025-01-03 22:00:00+00:00,7628684,7628684,699466,699466,0,0,1104594,1104594,599281,599281,240292,240292,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1163594,1163594,5566750,5566750,1459400,1459400
2025-01-03 23:00:00+00:00,7163251,7163251,509739,509739,0,0,1195157,1195157,599269,599269,240294,240294,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1003512,1003512,4872250,4872250,1441213,1441213
2025-01-04 00:00:00+00:00,6973927,6973927,668890,668890,0,0,1340454,1340454,599259,599259,240294,240294,10002,10002,579000,579000,841998,841998,595002.0,595002.0,811066,811066,4484500,4484500,1448105,1448105
2025-01-04 01:00:00+00:00,7037549,7037549,500591,500591,0,0,1545411,1545411,599247,599247,240298,240298,10002,10002,579000,579000,841998,841998,595002.0,595002.0,710784,710784,4382250,4382250,1500179,1500179
2025-01-04 02:00:00+00:00,6898775,6898775,526096,526096,0,0,1755029,1755029,599235,599235,240300,240300,10002,10002,579000,579000,841998,841998,595002.0,595002.0,696645,696645,3934000,3934000,1558762,1558762
2025-01-04 03:00:00+00:00,6693951,6693951,449856,449856,0,0,1899036,1899036,599224,599224,240303,240303,10002,10002,579000,579000,841998,841998,595002.0,595002.0,707753,707753,3461250,3461250,1564887,1564887
2025-01-04 04:00:00+00:00,6796643,6796643,375287,375287,0,0,1992277,1992277,599213,599213,240306,240306,10002,10002,579000,579000,841998,841998,595002.0,595002.0,749814,749814,3441750,3441750,1675162,1675162
2025-01-04 05:00:00+00:00,7036449,7036449,291461,291461,0,0,2120236,2120236,599201,599201,240306,240306,10002,10002,579000,579000,841998,841998,595002.0,595002.0,867729,867729,3589000,3589000,1703304,1703304
2025-01-04 06:00:00+00:00,7577779,7577779,311288,311288,0,0,2343154,2343154,599190,599190,240311,240311,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1137549,1137549,4191000,4191000,1714600,1714600
2025-01-04 07:00:00+00:00,8389064,8389064,263398,263398,0,0,2654318,2654318,599179,599179,240312,240312,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1471741,1471741,4395250,4395250,1716705,1716705
2025-01-04 08:00:00+00:00,9255054,9255054,354454,354454,1895,1895,2899060,2899060,599167,599167,240313,240313,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1630381,1630381,5178500,5178500,1732786,1732786
2025-01-04 09:00:00+00:00,10036683,10036683,731209,731209,279065,279065,2883218,2883218,599156,599156,240318,240318,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1589124,1589124,5333250,5333250,1924425,1924425
2025-01-04 10:00:00+00:00,11297361,11297361,900076,900076,1367146,1367146,2699763,2699763,599145,599145,240318,240318,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1463748,1463748,5505500,5505500,2052121,2052121
2025-01-04 11:00:00+00:00,12091444,12091444,1285577,1285577,2289229,2289229,2383946,2383946,599133,599133,240321,240321,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1326081,1326081,5387500,5387500,2058248,2058248
2025-01-04 12:00:00+00:00,12858397,12858397,1661747,1661747,3064074,3064074,1984498,1984498,599121,599121,240324,240324,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1204896,1204896,5618000,5618000,2058055,2058055
2025-01-04 13:00:00+00:00,12724540,12724540,2017953,2017953,3208755,3208755,1563255,1563255,599111,599111,240324,240324,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1084427,1084427,5663000,5663000,2062268,2062268
2025-01-04 14:00:00+00:00,11074355,11074355,1660262,1660262,2963184,2963184,1180826,1180826,599099,599099,240330,240330,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1009395,1009395,5791250,5791250,2068967,2068967
2025-01-04 15:00:00+00:00,9633284,9633284,1529951,1529951,1949751,1949751,951968,951968,599087,599087,240330,240330,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1101267,1101267,5937250,5937250,2047335,2047335
2025-01-04 16:00:00+00:00,8071317,8071317,1485938,1485938,348262,348262,1095830,1095830,599077,599077,240332,240332,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1304255,1304255,5863500,5863500,2078731,2078731
2025-01-04 17:00:00+00:00,7760818,7760818,1184864,1184864,0,0,1195306,1195306,599065,599065,240336,240336,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1547219,1547219,5759000,5759000,2170817,2170817
2025-01-04 18:00:00+00:00,7922290,7922290,1099801,1099801,0,0,1165214,1165214,599053,599053,240336,240336,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1703106,1703106,5653000,5653000,2180198,2180198
2025-01-04 19:00:00+00:00,7851737,7851737,910815,910815,0,0,1154678,1154678,599043,599043,240340,240340,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1741825,1741825,5682000,5682000,2244716,2244716
2025-01-04 20:00:00+00:00,7829458,7829458,909323,909323,0,0,1134742,1134742,599031,599031,240342,240342,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1671233,1671233,5403250,5403250,2319763,2319763
2025-01-04 21:00:00+00:00,7603267,7603267,780742,780742,0,0,1125620,1125620,599019,599019,240342,240342,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1476966,1476966,4815000,4815000,2456265,2456265
2025-01-04 22:00:00+00:00,7916712,7916712,851942,851942,0,0,1167983,1167983,599008,599008,240346,240346,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1201849,1201849,4174000,4174000,2514274,2514274
2025-01-04 23:00:00+00:00,8212208,8212208,854213,854213,0,0,1264577,1264577,598997,598997,240348,240348,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1016774,1016774,3526500,3526500,2543565,2543565
2025-01-05 00:00:00+00:00,8349383,8349383,698735,698735,0,0,1414343,1414343,598985,598985,240351,240351,10002,10002,579000,579000,841998,841998,595002.0,595002.0,827664,827664,1673250,1673250,2335079,2335079
2025-01-05 01:00:00+00:00,8552948,8552948,797628,797628,0,0,1627493,1627493,598974,598974,240354,240354,10002,10002,579000,579000,841998,841998,595002.0,595002.0,730862,730862,1467250,1467250,1631703,1631703
2025-01-05 02:00:00+00:00,8814682,8814682,908483,908483,0,0,1838289,1838289,598963,598963,240354,240354,10002,10002,579000,579000,841998,841998,595002.0,595002.0,727199,727199,1570750,1570750,1095460,1095460
2025-01-05 03:00:00+00:00,9769974,9769974,1260471,1260471,0,0,1982144,1982144,598951,598951,240359,240359,10002,10002,579000,579000,841998,841998,595002.0,595002.0,750107,750107,1575750,1575750,1017733,1017733
2025-01-05 04:00:00+00:00,10753147,10753147,1823410,1823410,0,0,2075387,2075387,598940,598940,240360,240360,10002,10002,579000,579000,841998,841998,595002.0,595002.0,813344,813344,1401000,1401000,741474,741474
2025-01-05 05:00:00+00:00,11601381,11601381,2207106,2207106,0,0,2198516,2198516,598929,598929,240361,240361,10002,10002,579000,579000,841998,841998,595002.0,595002.0,962599,962599,1742250,1742250,803504,803504
2025-01-05 06:00:00+00:00,13350050,13350050,2853148,2853148,0,0,2418430,2418430,598917,598917,240366,240366,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1289776,1289776,1462750,1462750,798143,798143
2025-01-05 07:00:00+00:00,14970657,14970657,3652590,3652590,0,0,2741116,2741116,598905,598905,240366,240366,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1692289,1692289,1248750,1248750,799292,799292
2025-01-05 08:00:00+00:00,16134711,16134711,4249094,4249094,2106,2106,2997827,2997827,598895,598895,240370,240370,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1871087,1871087,1409250,1409250,833752,833752
