validto,capacity_0,volume_0,capacity_1,production_wind,capacity_2,production_solar,capacity_4,production_heatpump,capacity_8,production_cofiring,capacity_9,production_geothermal,capacity_10,production_other,capacity_11,production_waste,capacity_12,production_biooil,capacity_13,production_biomass,capacity_14,production_wood,capacity_18,production_fossilgaspower,capacity_19,production_fossilhardcoal
2025-01-09 02:00:00+00:00,5998148,5998148,62817,62817,0,0,1749289,1749289,597871,597871,240576,240576,10002,10002,579000,579000,841998,841998,595002.0,595002.0,682083,682083,2287000,2287000,2675471,2675471
2025-01-09 03:00:00+00:00,6166337,6166337,71975,71975,0,0,1886625,1886625,597859,597859,240576,240576,10002,10002,579000,579000,841998,841998,595002.0,595002.0,704318,704318,2091750,2091750,2610955,2610955
2025-01-09 04:00:00+00:00,6288985,6288985,78334,78334,0,0,1969965,1969965,597848,597848,240582,240582,10002,10002,579000,579000,841998,841998,595002.0,595002.0,749013,749013,2253000,2253000,2688107,2688107
2025-01-09 05:00:00+00:00,6388325,6388325,82704,82704,0,0,2084463,2084463,597837,597837,240582,240582,10002,10002,579000,579000,841998,841998,595002.0,595002.0,871457,871457,2950500,2950500,2768132,2768132
2025-01-09 06:00:00+00:00,7203293,7203293,149678,149678,0,0,2308549,2308549,597825,597825,240584,240584,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1124220,1124220,5327000,5327000,2838010,2838010
2025-01-09 07:00:00+00:00,8494045,8494045,178145,178145,0,0,2624879,2624879,597813,597813,240588,240588,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1446984,1446984,7172000,7172000,2850455,2850455
2025-01-09 08:00:00+00:00,8622892,8622892,255851,255851,1188,1188,2859104,2859104,597803,597803,240588,240588,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1597636,1597636,7656500,7656500,2854857,2854857
2025-01-09 09:00:00+00:00,8472319,8472319,171877,171877,116120,116120,2832716,2832716,597791,597791,240593,240593,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1539088,1539088,7688750,7688750,2911526,2911526
2025-01-09 10:00:00+00:00,9175616,9175616,182610,182610,790652,790652,2638746,2638746,597779,597779,240594,240594,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1423779,1423779,7517000,7517000,2949049,2949049
2025-01-09 11:00:00+00:00,11089606,11089606,265352,265352,2823820,2823820,2324768,2324768,597768,597768,240594,240594,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1266171,1266171,6955750,6955750,2850455,2850455
2025-01-09 12:00:00+00:00,13882855,13882855,579822,579822,4928489,4928489,1937547,1937547,597757,597757,240598,240598,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1155780,1155780,7256000,7256000,2847199,2847199
2025-01-09 13:00:00+00:00,16036434,16036434,1528482,1528482,6017005,6017005,1529900,1529900,597745,597745,240600,240600,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1044356,1044356,7151000,7151000,2802018,2802018
2025-01-09 14:00:00+00:00,15648755,15648755,1895302,1895302,5157461,5157461,1156556,1156556,597734,597734,240603,240603,10002,10002,579000,579000,841998,841998,595002.0,595002.0,960930,960930,6930250,6930250,2878215,2878215
2025-01-09 15:00:00+00:00,14132556,14132556,2520761,2520761,2996136,2996136,932178,932178,597723,597723,240606,240606,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1003802,1003802,7480000,7480000,2879747,2879747
2025-01-09 16:00:00+00:00,12371398,12371398,2561683,2561683,713848,713848,1072220,1072220,597711,597711,240606,240606,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1156299,1156299,7197000,7197000,2881852,2881852
2025-01-09 17:00:00+00:00,12419945,12419945,3023265,3023265,0,0,1172079,1172079,597699,597699,240611,240611,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1313037,1313037,7371750,7371750,2895635,2895635
2025-01-09 18:00:00+00:00,12314812,12314812,2883448,2883448,0,0,1147096,1147096,597689,597689,240612,240612,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1351987,1351987,7300000,7300000,2907123,2907123
2025-01-09 19:00:00+00:00,12271373,12271373,2822429,2822429,0,0,1139572,1139572,597677,597677,240614,240614,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1283345,1283345,6687000,6687000,2897167,2897167
2025-01-09 20:00:00+00:00,12217331,12217331,2829206,2829206,0,0,1119502,1119502,597665,597665,240618,240618,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1200351,1200351,4774500,4774500,2895827,2895827
2025-01-09 21:00:00+00:00,12323354,12323354,3107718,3107718,0,0,1111776,1111776,597655,597655,240618,240618,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1090845,1090845,3578750,3578750,2901380,2901380
2025-01-09 22:00:00+00:00,12298904,12298904,3250167,3250167,0,0,1154734,1154734,597643,597643,240622,240622,10002,10002,579000,579000,841998,841998,595002.0,595002.0,962740,962740,2096000,2096000,2802592,2802592
2025-01-09 23:00:00+00:00,12147633,12147633,3298650,3298650,0,0,1252884,1252884,597631,597631,240624,240624,10002,10002,579000,579000,841998,841998,595002.0,595002.0,848581,848581,1824750,1824750,2169669,2169669
2025-01-10 00:00:00+00:00,12486130,12486130,3673279,3673279,0,0,1407860,1407860,597621,597621,240624,240624,10002,10002,579000,579000,841998,841998,595002.0,595002.0,811647,811647,1448500,1448500,1840762,1840762
2025-01-10 01:00:00+00:00,12037354,12037354,3357041,3357041,0,0,1623285,1623285,597609,597609,240630,240630,10002,10002,579000,579000,841998,841998,595002.0,595002.0,704995,704995,1514750,1514750,1444276,1444276
2025-01-10 02:00:00+00:00,11629533,11629533,2945924,2945924,0,0,1838522,1838522,597597,597597,240630,240630,10002,10002,579000,579000,841998,841998,595002.0,595002.0,682100,682100,1370500,1370500,1459784,1459784
2025-01-10 03:00:00+00:00,11195429,11195429,2534099,2534099,0,0,1979227,1979227,597586,597586,240633,240633,10002,10002,579000,579000,841998,841998,595002.0,595002.0,684577,684577,1340750,1340750,1429917,1429917
2025-01-10 04:00:00+00:00,10988064,10988064,2342454,2342454,0,0,2073379,2073379,597575,597575,240636,240636,10002,10002,579000,579000,841998,841998,595002.0,595002.0,726837,726837,1308500,1308500,1527939,1527939
2025-01-10 05:00:00+00:00,10998518,10998518,2303970,2303970,0,0,2190630,2190630,597563,597563,240636,240636,10002,10002,579000,579000,841998,841998,595002.0,595002.0,848694,848694,1768750,1768750,1761120,1761120
2025-01-10 06:00:00+00:00,11374371,11374371,2461205,2461205,0,0,2404845,2404845,597552,597552,240641,240641,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1126101,1126101,3333000,3333000,2199726,2199726
2025-01-10 07:00:00+00:00,11672888,11672888,2345871,2345871,0,0,2704921,2704921,597541,597541,240642,240642,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1471382,1471382,6343250,6343250,2326081,2326081
2025-01-10 08:00:00+00:00,11940195,11940195,2388928,2388928,4204,4204,2932269,2932269,597529,597529,240642,240642,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1636248,1636248,8359750,8359750,2350203,2350203
2025-01-10 09:00:00+00:00,12382216,12382216,2217573,2217573,798962,798962,2899980,2899980,597518,597518,240647,240647,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1586960,1586960,8317500,8317500,2470240,2470240
2025-01-10 10:00:00+00:00,15299987,15299987,2558794,2558794,3621026,3621026,2717492,2717492,597507,597507,240648,240648,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1453958,1453958,7455000,7455000,2612103,2612103
2025-01-10 11:00:00+00:00,17390616,17390616,2798903,2798903,5964138,5964138,2394836,2394836,597495,597495,240651,240651,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1274438,1274438,6973500,6973500,2806804,2806804
2025-01-10 12:00:00+00:00,17583809,17583809,2832629,2832629,6819406,6819406,1983215,1983215,597483,597483,240654,240654,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1137998,1137998,6998750,6998750,2893530,2893530
2025-01-10 13:00:00+00:00,17418548,17418548,2919363,2919363,7130792,7130792,1557089,1557089,597473,597473,240654,240654,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1018730,1018730,6460000,6460000,2885488,2885488
2025-01-10 14:00:00+00:00,14362355,14362355,2247983,2247983,5475597,5475597,1172119,1172119,597461,597461,240660,240660,10002,10002,579000,579000,841998,841998,595002.0,595002.0,951073,951073,7020750,7020750,2852943,2852943
2025-01-10 15:00:00+00:00,11252831,11252831,1523610,1523610,3150371,3150371,941684,941684,597449,597449,240660,240660,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1037769,1037769,7588750,7588750,2905017,2905017
2025-01-10 16:00:00+00:00,8115692,8115692,848401,848401,689534,689534,1080451,1080451,597439,597439,240662,240662,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1247512,1247512,7911250,7911250,2898698,2898698
2025-01-10 17:00:00+00:00,7455673,7455673,575902,575902,0,0,1172754,1172754,597427,597427,240666,240666,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1505149,1505149,8290000,8290000,2842988,2842988
2025-01-10 18:00:00+00:00,7365770,7365770,364326,364326,0,0,1140252,1140252,597415,597415,240666,240666,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1674541,1674541,8010250,8010250,2873811,2873811
2025-01-10 19:00:00+00:00,6961375,6961375,144200,144200,0,0,1124913,1124913,597405,597405,240670,240670,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1713098,1713098,7782000,7782000,2902719,2902719
2025-01-10 20:00:00+00:00,6659877,6659877,99405,99405,0,0,1100802,1100802,597393,597393,240672,240672,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1663840,1663840,8041250,8041250,2909230,2909230
2025-01-10 21:00:00+00:00,6221641,6221641,114052,114052,0,0,1083867,1083867,597381,597381,240673,240673,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1501045,1501045,7441750,7441750,2913823,2913823
2025-01-10 22:00:00+00:00,5886633,5886633,71701,71701,0,0,1114404,1114404,597370,597370,240678,240678,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1230098,1230098,6584000,6584000,2896784,2896784
2025-01-10 23:00:00+00:00,5695598,5695598,28370,28370,0,0,1198030,1198030,597359,597359,240678,240678,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1047731,1047731,5176250,5176250,2871322,2871322
2025-01-11 00:00:00+00:00,5622300,5622300,25746,25746,0,0,1331928,1331928,597347,597347,240681,240681,10002,10002,579000,579000,841998,841998,595002.0,595002.0,849951,849951,4565000,4565000,2754540,2754540
2025-01-11 01:00:00+00:00,5722969,5722969,10003,10003,0,0,1526710,1526710,597336,597336,240684,240684,10002,10002,579000,579000,841998,841998,595002.0,595002.0,750927,750927,4029750,4029750,2751476,2751476
2025-01-11 02:00:00+00:00,5919154,5919154,17671,17671,0,0,1717477,1717477,597325,597325,240684,240684,10002,10002,579000,579000,841998,841998,595002.0,595002.0,746568,746568,3797500,3797500,2792446,2792446
2025-01-11 03:00:00+00:00,6143942,6143942,23581,23581,0,0,1846830,1846830,597313,597313,240689,240689,10002,10002,579000,579000,841998,841998,595002.0,595002.0,759841,759841,3853000,3853000,2786895,2786895
2025-01-11 04:00:00+00:00,6396556,6396556,6064,6064,0,0,1926426,1926426,597302,597302,240690,240690,10002,10002,579000,579000,841998,841998,595002.0,595002.0,815198,815198,3373750,3373750,2785170,2785170
2025-01-11 05:00:00+00:00,6530887,6530887,3191,3191,0,0,2035281,2035281,597291,597291,240690,240690,10002,10002,579000,579000,841998,841998,595002.0,595002.0,952156,952156,3664750,3664750,2791488,2791488
2025-01-11 06:00:00+00:00,7212438,7212438,45145,45145,0,0,2244197,2244197,597279,597279,240695,240695,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1253924,1253924,4178500,4178500,2771195,2771195
2025-01-11 07:00:00+00:00,8075288,8075288,83826,83826,0,0,2556531,2556531,597267,597267,240696,240696,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1602459,1602459,4733500,4733500,2794169,2794169
2025-01-11 08:00:00+00:00,8275225,8275225,142724,142724,4792,4792,2787730,2787730,597257,597257,240697,240697,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1782888,1782888,5322000,5322000,2791488,2791488
2025-01-11 09:00:00+00:00,9298420,9298420,166665,166665,948157,948157,2792889,2792889,597245,597245,240702,240702,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1705505,1705505,5722500,5722500,2796849,2796849
2025-01-11 10:00:00+00:00,12219584,12219584,230152,230152,4093638,4093638,2665669,2665669,597233,597233,240702,240702,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1508553,1508553,4997000,4997000,2811017,2811017
2025-01-11 11:00:00+00:00,13876513,13876513,264551,264551,6048324,6048324,2384167,2384167,597222,597222,240708,240708,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1300534,1300534,4176500,4176500,2829778,2829778
2025-01-11 12:00:00+00:00,13766791,13766791,425002,425002,6173202,6173202,1991091,1991091,597211,597211,240708,240708,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1162670,1162670,3892000,3892000,2793213,2793213
2025-01-11 13:00:00+00:00,13748138,13748138,862665,862665,6168499,6168499,1567774,1567774,597199,597199,240710,240710,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1047865,1047865,3779750,3779750,2788234,2788234
2025-01-11 14:00:00+00:00,12315746,12315746,1086246,1086246,4788246,4788246,1184130,1184130,597188,597188,240714,240714,10002,10002,579000,579000,841998,841998,595002.0,595002.0,987000,987000,4251250,4251250,2787086,2787086
2025-01-11 15:00:00+00:00,10684718,10684718,1103041,1103041,2962021,2962021,953461,953461,597177,597177,240714,240714,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1080565,1080565,4644000,4644000,2803933,2803933
2025-01-11 16:00:00+00:00,8760979,8760979,924495,924495,791282,791282,1096428,1096428,597165,597165,240719,240719,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1283238,1283238,4876750,4876750,2791106,2791106
2025-01-11 17:00:00+00:00,8469309,8469309,754124,754124,0,0,1190598,1190598,597153,597153,240720,240720,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1583663,1583663,5218750,5218750,2772918,2772918
2025-01-11 18:00:00+00:00,8710223,8710223,636451,636451,0,0,1161243,1161243,597143,597143,240721,240721,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1712580,1712580,4844750,4844750,2776365,2776365
2025-01-11 19:00:00+00:00,8567580,8567580,600363,600363,0,0,1152529,1152529,597131,597131,240726,240726,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1702678,1702678,4762750,4762750,2773111,2773111
2025-01-11 20:00:00+00:00,8116961,8116961,426975,426975,0,0,1127769,1127769,597119,597119,240726,240726,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1645917,1645917,4995500,4995500,2765452,2765452
2025-01-11 21:00:00+00:00,7587367,7587367,276458,276458,0,0,1116061,1116061,597109,597109,240729,240729,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1431291,1431291,4860500,4860500,2748988,2748988
2025-01-11 22:00:00+00:00,6850563,6850563,174639,174639,0,0,1156416,1156416,597097,597097,240732,240732,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1138410,1138410,4755500,4755500,2757602,2757602
2025-01-11 23:00:00+00:00,6394393,6394393,102696,102696,0,0,1249632,1249632,597085,597085,240732,240732,10002,10002,579000,579000,841998,841998,595002.0,595002.0,954332,954332,3927250,3927250,2738841,2738841
2025-01-12 00:00:00+00:00,6003960,6003960,50627,50627,0,0,1403519,1403519,597075,597075,240738,240738,10002,10002,579000,579000,841998,841998,595002.0,595002.0,758404,758404,3801750,3801750,2772344,2772344
2025-01-12 01:00:00+00:00,5923679,5923679,46337,46337,0,0,1611323,1611323,597063,597063,240738,240738,10002,10002,579000,579000,841998,841998,595002.0,595002.0,668688,668688,3078000,3078000,2797041,2797041
2025-01-12 02:00:00+00:00,6348208,6348208,76045,76045,0,0,1815832,1815832,597051,597051,240740,240740,10002,10002,579000,579000,841998,841998,595002.0,595002.0,665258,665258,2337000,2337000,2794742,2794742
2025-01-12 03:00:00+00:00,6653260,6653260,124959,124959,0,0,1960765,1960765,597040,597040,240744,240744,10002,10002,579000,579000,841998,841998,595002.0,595002.0,670063,670063,2173000,2173000,2799147,2799147
2025-01-12 04:00:00+00:00,7179737,7179737,223727,223727,0,0,2056848,2056848,597029,597029,240744,240744,10002,10002,579000,579000,841998,841998,595002.0,595002.0,708350,708350,2057750,2057750,2781151,2781151
2025-01-12 05:00:00+00:00,7468804,7468804,197932,197932,0,0,2181275,2181275,597017,597017,240745,240745,10002,10002,579000,579000,841998,841998,595002.0,595002.0,819813,819813,2021250,2021250,2707060,2707060
2025-01-12 06:00:00+00:00,7581813,7581813,107216,107216,0,0,2394879,2394879,597006,597006,240750,240750,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1071719,1071719,2190500,2190500,2789957,2789957
2025-01-12 07:00:00+00:00,7845421,7845421,40497,40497,0,0,2695883,2695883,596995,596995,240750,240750,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1392328,1392328,2791000,2791000,2803933,2803933
2025-01-12 08:00:00+00:00,8239151,8239151,71793,71793,5494,5494,2919355,2919355,596983,596983,240756,240756,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1551779,1551779,3086750,3086750,2787851,2787851
2025-01-12 09:00:00+00:00,8534427,8534427,124176,124176,428568,428568,2898838,2898838,596972,596972,240756,240756,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1478505,1478505,3181750,3181750,2796849,2796849
2025-01-12 10:00:00+00:00,9613749,9613749,96703,96703,1965137,1965137,2722989,2722989,596961,596961,240759,240759,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1318724,1318724,3325000,3325000,2813506,2813506
2025-01-12 11:00:00+00:00,10849697,10849697,89381,89381,3740949,3740949,2405936,2405936,596949,596949,240762,240762,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1135367,1135367,3202750,3202750,2792255,2792255
2025-01-12 12:00:00+00:00,11737624,11737624,124243,124243,5155162,5155162,1994611,1994611,596937,596937,240762,240762,10002,10002,579000,579000,841998,841998,595002.0,595002.0,988795,988795,3510000,3510000,2780385,2780385
2025-01-12 13:00:00+00:00,11332341,11332341,98172,98172,5381615,5381615,1564733,1564733,596927,596927,240767,240767,10002,10002,579000,579000,841998,841998,595002.0,595002.0,869147,869147,2709750,2709750,2748222,2748222
2025-01-12 14:00:00+00:00,10428791,10428791,34593,34593,5078095,5078095,1176797,1176797,596915,596915,240768,240768,10002,10002,579000,579000,841998,841998,595002.0,595002.0,796078,796078,3152250,3152250,2749179,2749179
2025-01-12 15:00:00+00:00,8240365,8240365,50791,50791,3083518,3083518,943064,943064,596903,596903,240769,240769,10002,10002,579000,579000,841998,841998,595002.0,595002.0,860715,860715,5074500,5074500,2767175,2767175
2025-01-12 16:00:00+00:00,6192105,6192105,27298,27298,756905,756905,1079547,1079547,596893,596893,240774,240774,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1043364,1043364,6737500,6737500,2792829,2792829
2025-01-12 17:00:00+00:00,5797152,5797152,25271,25271,0,0,1164937,1164937,596881,596881,240774,240774,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1316482,1316482,6245250,6245250,2852369,2852369
2025-01-12 18:00:00+00:00,5884581,5884581,23768,23768,0,0,1132275,1132275,596869,596869,240778,240778,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1441320,1441320,6609750,6609750,2950389,2950389
2025-01-12 19:00:00+00:00,5837798,5837798,19868,19868,0,0,1120349,1120349,596859,596859,240780,240780,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1427503,1427503,6335000,6335000,2838395,2838395
2025-01-12 20:00:00+00:00,5733897,5733897,3268,3268,0,0,1099946,1099946,596847,596847,240780,240780,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1351611,1351611,6699500,6699500,2801444,2801444
2025-01-12 21:00:00+00:00,5561106,5561106,0,0,0,0,1087022,1087022,596835,596835,240786,240786,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1205618,1205618,7036000,7036000,2786894,2786894
2025-01-12 22:00:00+00:00,5410692,5410692,0,0,0,0,1121258,1121258,596824,596824,240786,240786,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1017699,1017699,7109250,7109250,2816569,2816569
2025-01-12 23:00:00+00:00,5438275,5438275,0,0,0,0,1204063,1204063,596813,596813,240788,240788,10002,10002,579000,579000,841998,841998,595002.0,595002.0,886684,886684,5653000,5653000,2806805,2806805
2025-01-13 00:00:00+00:00,5504671,5504671,7076,7076,0,0,1337181,1337181,596801,596801,240792,240792,10002,10002,579000,579000,841998,841998,595002.0,595002.0,735651,735651,5027500,5027500,2800487,2800487
2025-01-13 01:00:00+00:00,5692851,5692851,23984,23984,0,0,1523347,1523347,596790,596790,240792,240792,10002,10002,579000,579000,841998,841998,595002.0,595002.0,692116,692116,4965750,4965750,2806996,2806996
2025-01-13 02:00:00+00:00,6019784,6019784,38902,38902,0,0,1702412,1702412,596779,596779,240794,240794,10002,10002,579000,579000,841998,841998,595002.0,595002.0,699802,699802,5013000,5013000,2822695,2822695
2025-01-13 03:00:00+00:00,6340286,6340286,62367,62367,0,0,1821732,1821732,596767,596767,240798,240798,10002,10002,579000,579000,841998,841998,595002.0,595002.0,726592,726592,4846250,4846250,2807954,2807954
2025-01-13 04:00:00+00:00,6548049,6548049,88597,88597,0,0,1892707,1892707,596756,596756,240799,240799,10002,10002,579000,579000,841998,841998,595002.0,595002.0,780371,780371,4995750,4995750,2822502,2822502
2025-01-13 05:00:00+00:00,6879936,6879936,87404,87404,0,0,1995982,1995982,596745,596745,240804,240804,10002,10002,579000,579000,841998,841998,595002.0,595002.0,921728,921728,5972500,5972500,2837436,2837436
2025-01-13 06:00:00+00:00,7635620,7635620,159178,159178,0,0,2188754,2188754,596733,596733,240804,240804,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1219475,1219475,8265250,8265250,2829969,2829969
2025-01-13 07:00:00+00:00,8583204,8583204,217366,217366,0,0,2479574,2479574,596721,596721,240807,240807,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1575742,1575742,8784500,8784500,2839159,2839159
2025-01-13 08:00:00+00:00,9334147,9334147,320416,320416,6757,6757,2697358,2697358,596711,596711,240810,240810,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1752813,1752813,8945250,8945250,2933160,2933160
2025-01-13 09:00:00+00:00,10643960,10643960,420550,420550,1130070,1130070,2685284,2685284,596699,596699,240810,240810,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1682772,1682772,8415500,8415500,2920715,2920715
2025-01-13 10:00:00+00:00,14808376,14808376,676544,676544,5237870,5237870,2575792,2575792,596687,596687,240815,240815,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1465864,1465864,7427000,7427000,2832267,2832267
2025-01-13 11:00:00+00:00,17336260,17336260,983615,983615,7768441,7768441,2298059,2298059,596676,596676,240816,240816,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1266638,1266638,6148000,6148000,2750519,2750519
2025-01-13 12:00:00+00:00,18573374,18573374,1370683,1370683,8988940,8988940,1914825,1914825,596665,596665,240818,240818,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1125199,1125199,5870000,5870000,2700935,2700935
2025-01-13 13:00:00+00:00,18542138,18542138,1814808,1814808,8928557,8928557,1505238,1505238,596653,596653,240822,240822,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1016708,1016708,5573000,5573000,2600616,2600616
2025-01-13 14:00:00+00:00,16830988,16830988,2135731,2135731,7411798,7411798,1133976,1133976,596642,596642,240822,240822,10002,10002,579000,579000,841998,841998,595002.0,595002.0,941303,941303,6168500,6168500,2744775,2744775
2025-01-13 15:00:00+00:00,13530149,13530149,1849604,1849604,4643437,4643437,909935,909935,596631,596631,240826,240826,10002,10002,579000,579000,841998,841998,595002.0,595002.0,980738,980738,7412000,7412000,2794744,2794744
2025-01-13 16:00:00+00:00,9628925,9628925,1267510,1267510,1066704,1066704,1039187,1039187,596619,596619,240828,240828,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1140219,1140219,7983750,7983750,2834948,2834948
2025-01-13 17:00:00+00:00,8610472,8610472,1033647,1033647,0,0,1109721,1109721,596607,596607,240828,240828,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1345802,1345802,8243000,8243000,2842031,2842031
2025-01-13 18:00:00+00:00,8786420,8786420,1007587,1007587,0,0,1073925,1073925,596597,596597,240834,240834,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1437637,1437637,7623250,7623250,2799338,2799338
2025-01-13 19:00:00+00:00,9039256,9039256,1278034,1278034,0,0,1067613,1067613,596585,596585,240834,240834,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1371094,1371094,7786750,7786750,2796083,2796083
2025-01-13 20:00:00+00:00,9133883,9133883,1510667,1510667,0,0,1046701,1046701,596573,596573,240836,240836,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1286508,1286508,6639250,6639250,2803167,2803167
2025-01-13 21:00:00+00:00,8907687,8907687,1416980,1416980,0,0,1037341,1037341,596563,596563,240840,240840,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1176862,1176862,4602000,4602000,2809293,2809293
2025-01-13 22:00:00+00:00,8770582,8770582,1382153,1382153,0,0,1074472,1074472,596551,596551,240840,240840,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1038675,1038675,3000000,3000000,2761241,2761241
2025-01-13 23:00:00+00:00,9085833,9085833,1708575,1708575,0,0,1163394,1163394,596539,596539,240842,240842,10002,10002,579000,579000,841998,841998,595002.0,595002.0,944086,944086,1994750,1994750,2716824,2716824
2025-01-14 00:00:00+00:00,9499216,9499216,1984971,1984971,0,0,1309671,1309671,596529,596529,240846,240846,10002,10002,579000,579000,841998,841998,595002.0,595002.0,882652,882652,1580500,1580500,2656518,2656518
2025-01-14 01:00:00+00:00,9736230,9736230,1939678,1939678,0,0,1513113,1513113,596517,596517,240846,240846,10002,10002,579000,579000,841998,841998,595002.0,595002.0,809836,809836,1554500,1554500,2566539,2566539
2025-01-14 02:00:00+00:00,10056506,10056506,2024777,2024777,0,0,1717248,1717248,596505,596505,240850,240850,10002,10002,579000,579000,841998,841998,595002.0,595002.0,789924,789924,1423500,1423500,2558498,2558498
2025-01-14 03:00:00+00:00,10901076,10901076,2641325,2641325,0,0,1865704,1865704,596494,596494,240852,240852,10002,10002,579000,579000,841998,841998,595002.0,595002.0,799107,799107,1432250,1432250,2570368,2570368
2025-01-14 04:00:00+00:00,11139097,11139097,2795403,2795403,0,0,1968493,1968493,596483,596483,240855,240855,10002,10002,579000,579000,841998,841998,595002.0,595002.0,839519,839519,1524750,1524750,2646564,2646564
2025-01-14 05:00:00+00:00,11418843,11418843,2659732,2659732,0,0,2097843,2097843,596471,596471,240858,240858,10002,10002,579000,579000,841998,841998,595002.0,595002.0,971097,971097,1718500,1718500,2768898,2768898
2025-01-14 06:00:00+00:00,11996331,11996331,2630826,2630826,0,0,2322238,2322238,596460,596460,240858,240858,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1272092,1272092,2675250,2675250,2695574,2695574
2025-01-14 07:00:00+00:00,13015890,13015890,2976779,2976779,0,0,2647025,2647025,596449,596449,240864,240864,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1629448,1629448,4274000,4274000,2795700,2795700
2025-01-14 08:00:00+00:00,13661903,13661903,3093180,3093180,13730,13730,2902265,2902265,596437,596437,240864,240864,10002,10002,579000,579000,841998,841998,595002.0,595002.0,1779382,1779382,4338750,4338750,2848157,2848157
