ds,actual,predicted,window_start,window_end
2025-04-19 17:00:00,0.0929099999999999,0.0832631021130853,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-19 18:00:00,0.11398,0.1089965990759163,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-19 19:00:00,0.12668,0.12051946693490112,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-19 20:00:00,0.1199,0.10249956502417334,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-19 21:00:00,0.1039,0.07803992415226046,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-19 22:00:00,0.09441,0.0702710466607368,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-19 23:00:00,0.098,0.07323053578918493,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 00:00:00,0.09075,0.08852183594818064,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 01:00:00,0.10334,0.09237791096901682,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 02:00:00,0.096,0.08244981042439703,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 03:00:00,0.1003,0.077841297705878,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 04:00:00,0.12379,0.07960764855738878,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 05:00:00,0.12346,0.08800027381953046,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 06:00:00,0.10599,0.10096168905635083,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 07:00:00,0.09318,0.085129954604647,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 08:00:00,0.0195,0.07163696268357778,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 09:00:00,-2e-05,0.04544143098043707,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 10:00:00,-0.00908,0.011745705308702115,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 11:00:00,-0.03,0.0039369685262689025,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 12:00:00,-0.0579,0.004833815768859551,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 13:00:00,-0.0273999999999999,0.0011715826704575827,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 14:00:00,-0.00515,-0.0004797077857719989,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 15:00:00,0.0,0.025758415744512098,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 16:00:00,0.08136,0.060887699503019865,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 17:00:00,0.10681,0.09081666587785076,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 18:00:00,0.12692,0.1101089902925162,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 19:00:00,0.14495,0.1301631251249029,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 20:00:00,0.14599,0.10861433372057061,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 21:00:00,0.12249,0.10029749243152619,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 22:00:00,0.11001,0.09177941170241366,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-20 23:00:00,0.1106299999999999,0.09754604299763936,2025-04-19 12:00:00,2025-04-24 12:00:00
2025-04-21 00:00:00,0.09543,0.0809351496826749,2025-04-19 12:00:00,2025-04-24 12:00:00
