validfrom (UTC),validto (UTC),point,type,granularity,timezone,activity,classification,capacity (kW),volume (kWh),percentage,emission (kg CO2),emissionfactor (kg CO2/kWh)
1/23/24 15:00,1/23/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16082332,16082332,0.503003776,2616595,0.162700757
1/23/24 16:00,1/23/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16485472,16485472,0.515606225,2751294,0.166891754
1/23/24 17:00,1/23/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16682108,16682108,0.521749496,2741812,0.164357752
1/23/24 18:00,1/23/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16271167,16271167,0.508890271,2518826,0.154786006
1/23/24 19:00,1/23/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15186373,15186373,0.474956751,2078491,0.136831999
1/23/24 20:00,1/23/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14568996,14568996,0.455642492,1839555,0.126236245
1/23/24 21:00,1/23/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13401178,13401178,0.419113755,1642129,0.122594997
1/23/24 22:00,1/23/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11901206,11901206,0.372198254,1485509,0.124821998
1/23/24 23:00,1/24/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10155114,10155114,0.31758675,1293577,0.127561003
1/24/24 0:00,1/24/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10320450,10320450,0.322753251,1369733,0.132723749
1/24/24 1:00,1/24/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10063296,10063296,0.314707488,1318619,0.131257743
1/24/24 2:00,1/24/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8638582,8638582,0.270148993,1222649,0.141576752
1/24/24 3:00,1/24/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9343628,9343628,0.292193741,1256833,0.134511501
1/24/24 4:00,1/24/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12071412,12071412,0.377491742,1287042,0.106865004
1/24/24 5:00,1/24/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12927657,12927657,0.404262751,1459070,0.112792753
1/24/24 6:00,1/24/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14205314,14205314,0.444211006,2009738,0.141375005
1/24/24 7:00,1/24/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14743602,14743602,0.461037755,2275946,0.154357001
1/24/24 8:00,1/24/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15537189,15537189,0.485847503,2297982,0.148062006
1/24/24 9:00,1/24/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16621662,16621662,0.519752026,2059827,0.123999752
1/24/24 10:00,1/24/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18286912,18286912,0.571816266,1881636,0.102967426
1/24/24 11:00,1/24/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18166919,18166919,0.568057001,1604768,0.088331252
1/24/24 12:00,1/24/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18266993,18266993,0.571178734,1643664,0.089998849
1/24/24 13:00,1/24/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17983301,17983301,0.562300742,1650210,0.091791399
1/24/24 14:00,1/24/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17149254,17149254,0.536215246,1899007,0.110808
1/24/24 15:00,1/24/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16367449,16367449,0.511763275,2334563,0.142756999
1/24/24 16:00,1/24/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16226051,16226051,0.507335722,2764431,0.170391753
1/24/24 17:00,1/24/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15683758,15683758,0.49037376,2968706,0.189318001
1/24/24 18:00,1/24/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15332869,15332869,0.479396492,3012979,0.196514755
1/24/24 19:00,1/24/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14438288,14438288,0.451420754,2755403,0.190796256
1/24/24 20:00,1/24/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13407483,13407483,0.419186503,2423489,0.180748254
1/24/24 21:00,1/24/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12835956,12835956,0.4013125,2127492,0.165691495
1/24/24 22:00,1/24/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12504946,12504946,0.390958756,1961549,0.156844005
1/24/24 23:00,1/25/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12759290,12759290,0.398905486,2085641,0.163459748
1/25/24 0:00,1/25/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11988470,11988470,0.374801487,2083437,0.173867494
1/25/24 1:00,1/25/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11349602,11349602,0.354823738,2210440,0.194898993
1/25/24 2:00,1/25/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10644502,10644502,0.33277601,2332631,0.219265506
1/25/24 3:00,1/25/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10284024,10284024,0.321502239,2639252,0.256815761
1/25/24 4:00,1/25/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10186772,10186772,0.318457752,3003738,0.294705749
1/25/24 5:00,1/25/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11648498,11648498,0.364149511,3710467,0.318347245
1/25/24 6:00,1/25/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13429495,13429495,0.419820994,4520767,0.33659026
1/25/24 7:00,1/25/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13864624,13864624,0.433418006,4743960,0.342160493
1/25/24 8:00,1/25/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14491587,14491587,0.453011245,4668416,0.322338253
1/25/24 9:00,1/25/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15915299,15915299,0.497510254,4516670,0.284134239
1/25/24 10:00,1/25/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17053005,17053005,0.53306824,4344078,0.254788995
1/25/24 11:00,1/25/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17534714,17534714,0.548119247,4071065,0.232186496
1/25/24 12:00,1/25/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17885839,17885839,0.559087992,4008774,0.224132001
1/25/24 13:00,1/25/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17915952,17915952,0.560021996,4324524,0.241492748
1/25/24 14:00,1/25/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17213688,17213688,0.538063228,4621443,0.268508762
1/25/24 15:00,1/25/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16053391,16053391,0.501788735,4540290,0.282844245
1/25/24 16:00,1/25/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16611238,16611238,0.519218743,4771212,0.287230253
1/25/24 17:00,1/25/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16630976,16630976,0.519828975,4632330,0.278555512
1/25/24 18:00,1/25/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17243610,17243610,0.538971007,4697795,0.272443503
1/25/24 19:00,1/25/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16182500,16182500,0.505798221,4197658,0.259377241
1/25/24 20:00,1/25/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14698685,14698685,0.459414244,3592082,0.24435325
1/25/24 21:00,1/25/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13622534,13622534,0.425773263,2985851,0.219170749
1/25/24 22:00,1/25/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13003847,13003847,0.406430751,2626800,0.201963246
1/25/24 23:00,1/26/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11970830,11970830,0.374139488,2051657,0.171254501
1/26/24 0:00,1/26/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11438387,11438387,0.357493758,1669954,0.145924747
1/26/24 1:00,1/26/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11314331,11314331,0.353612006,1477562,0.130612746
1/26/24 2:00,1/26/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11635122,11635122,0.363633245,1463411,0.125793248
1/26/24 3:00,1/26/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12233496,12233496,0.382329255,1450760,0.118604504
1/26/24 4:00,1/26/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13001939,13001939,0.406340003,1496534,0.115131751
1/26/24 5:00,1/26/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13778571,13778571,0.430606008,1576184,0.114385501
1/26/24 6:00,1/26/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14788002,14788002,0.462146491,1913534,0.129332006
1/26/24 7:00,1/26/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15516070,15516070,0.484893501,2172119,0.139984757
1/26/24 8:00,1/26/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15813217,15813217,0.49417299,2201021,0.1391965
1/26/24 9:00,1/26/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16333552,16333552,0.510427237,2009625,0.123158753
1/26/24 10:00,1/26/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18351157,18351157,0.573470771,1630831,0.089272022
1/26/24 11:00,1/26/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20683873,20683873,0.646359503,1562266,0.075540222
1/26/24 12:00,1/26/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,20442293,20442293,0.638801992,1673667,0.081875674
1/26/24 13:00,1/26/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19848603,19848603,0.620242,1619856,0.081618354
1/26/24 14:00,1/26/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18438593,18438593,0.576173484,1748181,0.095045254
1/26/24 15:00,1/26/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16515675,16515675,0.51607877,2290164,0.139086753
1/26/24 16:00,1/26/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15201727,15201727,0.475014746,2850374,0.187604502
1/26/24 17:00,1/26/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14647670,14647670,0.457696259,3055516,0.208646744
1/26/24 18:00,1/26/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13659639,13659639,0.426817745,2963446,0.216982007
1/26/24 19:00,1/26/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12857305,12857305,0.40174225,2929086,0.227869257
1/26/24 20:00,1/26/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11237204,11237204,0.351115763,2643432,0.235383496
1/26/24 21:00,1/26/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10556316,10556316,0.329836488,2601599,0.246436253
1/26/24 22:00,1/26/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9763713,9763713,0.305067509,2375907,0.243312493
1/26/24 23:00,1/27/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9203090,9203090,0.287546754,2186790,0.237527743
1/27/24 0:00,1/27/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8356188,8356188,0.2610825,1831777,0.219171748
1/27/24 1:00,1/27/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7669985,7669985,0.239639506,1682219,0.219426244
1/27/24 2:00,1/27/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7095162,7095162,0.221677005,1634252,0.230407745
1/27/24 3:00,1/27/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6806894,6806894,0.212668002,1577743,0.231779501
1/27/24 4:00,1/27/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7032577,7032577,0.219715998,1611783,0.229179993
1/27/24 5:00,1/27/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7678378,7678378,0.239889503,1828454,0.238107756
1/27/24 6:00,1/27/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8585934,8585934,0.268240243,2136437,0.248797506
1/27/24 7:00,1/27/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9555529,9555529,0.298527986,2444109,0.255773246
1/27/24 8:00,1/27/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10972881,10972881,0.342803746,2470999,0.226429
1/27/24 9:00,1/27/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13601903,13601903,0.424931496,2165150,0.159924507
1/27/24 10:00,1/27/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15801918,15801918,0.493654996,1784744,0.11327675
1/27/24 11:00,1/27/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17278843,17278843,0.539787233,1643937,0.095164448
1/27/24 12:00,1/27/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,17145913,17145913,0.535628021,1605726,0.093688548
1/27/24 13:00,1/27/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15615684,15615684,0.487818003,1791819,0.115116253
1/27/24 14:00,1/27/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13035317,13035317,0.407204986,2258951,0.174540251
1/27/24 15:00,1/27/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11269924,11269924,0.352052003,2803093,0.2493705
1/27/24 16:00,1/27/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10196044,10196044,0.318501741,3038976,0.298072487
1/27/24 17:00,1/27/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10133062,10133062,0.316530496,3055078,0.301500738
1/27/24 18:00,1/27/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10132986,10132986,0.316523761,3056532,0.301640987
1/27/24 19:00,1/27/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9956812,9956812,0.311016738,2934574,0.294699252
1/27/24 20:00,1/27/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9341118,9341118,0.291780502,2597962,0.27807799
1/27/24 21:00,1/27/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8859067,8859067,0.276719987,2337569,0.263848513
1/27/24 22:00,1/27/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8290464,8290464,0.258955985,2177499,0.262636006
1/27/24 23:00,1/28/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7571591,7571591,0.236498505,1939694,0.256206244
1/28/24 0:00,1/28/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6957186,6957186,0.217304751,1737558,0.249729753
1/28/24 1:00,1/28/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,6892305,6892305,0.215275496,1636955,0.237528995
1/28/24 2:00,1/28/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7132792,7132792,0.222783998,1551342,0.217524752
1/28/24 3:00,1/28/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7184549,7184549,0.224397749,1512540,0.210525751
1/28/24 4:00,1/28/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7411532,7411532,0.231484249,1521783,0.205332249
1/28/24 5:00,1/28/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7502676,7502676,0.234327748,1566298,0.208765253
1/28/24 6:00,1/28/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7621235,7621235,0.238027751,1616098,0.212052748
1/28/24 7:00,1/28/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7999534,7999534,0.249839246,1684124,0.210576251
1/28/24 8:00,1/28/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9839442,9839442,0.307298988,1675407,0.171703503
1/28/24 9:00,1/28/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12981070,12981070,0.405411243,1589664,0.123062
1/28/24 10:00,1/28/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15422806,15422806,0.48166275,1519934,0.098691575
1/28/24 11:00,1/28/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16375111,16375111,0.511397243,1418312,0.086640872
1/28/24 12:00,1/28/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16479084,16479084,0.51463747,1348433,0.081830949
1/28/24 13:00,1/28/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15459540,15459540,0.482791513,1418325,0.091911174
1/28/24 14:00,1/28/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13130907,13130907,0.41006425,1564219,0.119696751
1/28/24 15:00,1/28/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11039015,11039015,0.344732255,1906171,0.173647493
1/28/24 16:00,1/28/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10132660,10132660,0.316424012,2203018,0.217410505
1/28/24 17:00,1/28/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10342900,10342900,0.322985262,2288882,0.221310496
1/28/24 18:00,1/28/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10637795,10637795,0.332190007,2223348,0.208991751
1/28/24 19:00,1/28/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10263695,10263695,0.320503742,2040387,0.198790252
1/28/24 20:00,1/28/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9918088,9918088,0.309707493,1864346,0.187961757
1/28/24 21:00,1/28/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,9353263,9353263,0.292066514,1740172,0.186106503
1/28/24 22:00,1/28/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8974575,8974575,0.280237764,1699980,0.189418003
1/28/24 23:00,1/29/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8571191,8571191,0.267638236,1625372,0.189637497
1/29/24 0:00,1/29/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8233421,8233421,0.257088244,1607522,0.195259005
1/29/24 1:00,1/29/24 2:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7883207,7883207,0.246149495,1620814,0.205625504
1/29/24 2:00,1/29/24 3:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7579429,7579429,0.236661002,1633403,0.215562746
1/29/24 3:00,1/29/24 4:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,7600374,7600374,0.237311751,1742621,0.229234755
1/29/24 4:00,1/29/24 5:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,8701575,8701575,0.271692008,2225150,0.255469501
1/29/24 5:00,1/29/24 6:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10793765,10793765,0.337013006,3059811,0.282963008
1/29/24 6:00,1/29/24 7:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13430277,13430277,0.419327259,4086328,0.304224759
1/29/24 7:00,1/29/24 8:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13985219,13985219,0.436648011,4290131,0.306760252
1/29/24 8:00,1/29/24 9:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,14769143,14769143,0.461118251,4211258,0.28545174
1/29/24 9:00,1/29/24 10:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16679795,16679795,0.520765007,4109754,0.246714994
1/29/24 10:00,1/29/24 11:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18582947,18582947,0.580176771,3799898,0.204722255
1/29/24 11:00,1/29/24 12:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19414462,19414462,0.606129229,3618303,0.186360255
1/29/24 12:00,1/29/24 13:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19469399,19469399,0.607837021,3935362,0.202166244
1/29/24 13:00,1/29/24 14:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,19432831,19432831,0.606687486,4736021,0.243800998
1/29/24 14:00,1/29/24 15:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,18433292,18433292,0.575474739,5255999,0.285376251
1/29/24 15:00,1/29/24 16:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16797919,16797919,0.524412751,5401991,0.321843743
1/29/24 16:00,1/29/24 17:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16026272,16026272,0.500316501,5502123,0.343324989
1/29/24 17:00,1/29/24 18:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15998283,15998283,0.499436259,5400993,0.337591738
1/29/24 18:00,1/29/24 19:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,16089319,16089319,0.502271771,5275131,0.327863008
1/29/24 19:00,1/29/24 20:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,15264234,15264234,0.47650826,4777860,0.31298399
1/29/24 20:00,1/29/24 21:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,13794735,13794735,0.430628985,4037903,0.292603493
1/29/24 21:00,1/29/24 22:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,12384330,12384330,0.386595488,3434386,0.277202487
1/29/24 22:00,1/29/24 23:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10865278,10865278,0.339171737,2752528,0.253275245
1/29/24 23:00,1/30/24 0:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,11059196,11059196,0.345220506,2776101,0.251014262
1/30/24 0:00,1/30/24 1:00,Nederland,ElectricityMix,Hour,UTC,Providing,Current,10622475,10622475,0.331584007,2686846,0.252934247
