date,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall,cloud_cover,visibility,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_speed_180m,wind_gusts_10m,soil_temperature_0cm,soil_temperature_6cm,soil_moisture_0_to_1cm,soil_moisture_1_to_3cm,soil_moisture_3_to_9cm,soil_moisture_9_to_27cm,direct_radiation
2025-03-13 00:00:00+00:00,1.3,97.0,0.0,0.0,0.0,61.0,24140.0,7.208994,8.28,8.759178,7.2805495,13.32,0.3,2.4675,0.224,0.223,0.219,0.238,0.0
2025-03-13 01:00:00+00:00,1.25,98.0,0.1,0.1,0.0,69.0,22580.0,8.350138,7.928178,8.4042845,6.924738,12.959999,0.45,2.1675,0.224,0.223,0.219,0.238,0.0
2025-03-13 02:00:00+00:00,1.3,98.0,0.1,0.1,0.0,77.0,21000.0,9.47012,7.928178,8.4042845,7.5942073,15.119999,0.65,1.9175,0.224,0.222,0.22,0.238,0.0
2025-03-13 03:00:00+00:00,1.45,98.0,0.1,0.1,0.0,84.0,19440.0,10.239453,7.5942073,8.4042845,7.9526596,17.64,0.95,1.7175,0.224,0.222,0.22,0.238,0.0
2025-03-13 04:00:00+00:00,1.65,97.0,0.1,0.1,0.0,90.0,13360.0,11.013882,6.725354,7.8625183,8.12197,19.8,1.3,1.5675,0.224,0.222,0.22,0.238,0.0
2025-03-13 05:00:00+00:00,1.9,96.0,0.1,0.1,0.0,96.0,7280.0,11.720751,6.12,7.729527,8.089993,22.319998,1.75,1.4175,0.224,0.222,0.22,0.237,0.0
2025-03-13 06:00:00+00:00,2.25,94.0,0.1,0.1,0.0,100.0,1200.0,12.074766,5.6002855,7.2,8.217153,24.119999,2.35,1.3675,0.224,0.222,0.22,0.237,0.0
2025-03-13 07:00:00+00:00,2.75,90.0,0.1,0.1,0.0,100.0,820.0,12.074766,5.00128,6.1305785,7.2,25.199999,3.25,1.3675,0.224,0.222,0.22,0.237,28.146584
2025-03-13 08:00:00+00:00,3.35,85.0,0.1,0.1,0.0,100.0,460.0,12.015589,4.802999,4.896529,5.6002855,25.919998,4.35,1.4675,0.223,0.222,0.221,0.237,126.6039
2025-03-13 09:00:00+00:00,3.9,80.0,0.1,0.1,0.0,100.0,80.0,12.015589,4.0249224,4.0249224,4.5820518,26.64,5.35,1.7674999,0.222,0.222,0.221,0.237,240.9185
2025-03-13 10:00:00+00:00,4.4,75.0,0.1,0.1,0.0,99.0,8100.0,11.966953,3.319036,3.319036,4.5536795,27.0,6.25,2.4175,0.219,0.222,0.221,0.237,341.2517
2025-03-13 11:00:00+00:00,4.85,70.0,0.1,0.1,0.0,97.0,16120.0,11.609651,5.4477882,5.8048253,6.519877,27.359999,7.0,3.3174999,0.216,0.221,0.221,0.237,415.13278
2025-03-13 12:00:00+00:00,5.1,66.0,0.1,0.1,0.0,91.0,24140.0,11.570515,8.311245,8.654986,8.654986,27.72,7.3,4.2675004,0.212,0.22,0.221,0.237,463.79645
2025-03-13 13:00:00+00:00,5.0,64.0,0.0,0.0,0.0,78.0,24140.0,11.901798,9.565437,9.904906,9.565437,28.08,6.85,5.3175,0.209,0.218,0.221,0.237,476.17377
2025-03-13 14:00:00+00:00,4.75,63.0,0.0,0.0,0.0,62.0,24140.0,12.620554,9.904906,10.24578,10.365251,28.08,5.95,6.3675003,0.205,0.217,0.221,0.237,434.2586
2025-03-13 15:00:00+00:00,4.35,62.0,0.0,0.0,0.0,45.0,24140.0,12.964998,11.27553,11.620809,11.620809,28.08,4.85,6.9675,0.203,0.215,0.221,0.237,340.60617
2025-03-13 16:00:00+00:00,3.85,62.0,0.0,0.0,0.0,28.0,24140.0,13.32,14.345898,15.192682,15.111424,28.08,3.65,6.8175,0.202,0.214,0.221,0.237,214.8199
2025-03-13 17:00:00+00:00,3.25,63.0,0.0,0.0,0.0,12.0,24140.0,13.324863,18.0,20.192118,19.652176,28.08,2.3,6.2675004,0.202,0.213,0.221,0.237,88.90732
2025-03-13 18:00:00+00:00,2.6,64.0,0.0,0.0,0.0,0.0,24140.0,12.979984,20.898611,23.857979,23.40277,28.08,1.05,5.6175003,0.203,0.212,0.221,0.237,12.937824
2025-03-13 19:00:00+00:00,1.8,66.0,0.0,0.0,0.0,0.0,24140.0,11.609651,22.7057,27.343414,27.504095,28.44,-0.1,4.9675,0.204,0.211,0.221,0.237,0.0
2025-03-13 20:00:00+00:00,0.9,70.0,0.0,0.0,0.0,0.0,24140.0,10.041354,25.842384,32.2396,33.847656,28.8,-1.15,4.2175,0.205,0.211,0.22,0.237,0.0
2025-03-13 21:00:00+00:00,0.05,73.0,0.0,0.0,0.0,0.0,24140.0,8.225035,28.185955,35.949562,39.02639,28.8,-2.1,3.6175,0.206,0.211,0.22,0.237,0.0
2025-03-13 22:00:00+00:00,-0.8,77.0,0.0,0.0,0.0,0.0,16180.0,6.696387,27.666182,34.9923,40.00538,28.44,-3.0,3.3174999,0.207,0.211,0.22,0.237,0.0
