Price,target_datetime,Load,shortwave_radiation,temperature_2m,direct_normal_irradiance,diffuse_radiation,Flow_NO,yearday_cos,Flow_GB,month,is_dst,yearday_sin,wind_speed_10m,is_non_working_day,hour_cos,is_weekend,cloud_cover,weekday_sin,hour_sin,weekday_cos
0.013619999999999998,2025-01-01 00:00:00+00:00,12049.25,0.0,7.432499885559082,0.0,0.0,-649.0,0.9998520419557735,0.0,1,0,0.017201575418260506,22.68000030517578,1,1.0,0,100.0,0.9749279121818236,0.0,-0.22252093395631434
0.00624,2025-01-01 01:00:00+00:00,11957.5,0.0,7.632499694824219,0.0,0.0,-649.0,0.9998520419557735,0.25,1,0,0.017201575418260506,20.880001068115234,1,0.9659258262890683,0,100.0,0.9749279121818236,0.25881904510252074,-0.22252093395631434
0.0041600000000000005,2025-01-01 02:00:00+00:00,11636.25,0.0,7.28249979019165,0.0,0.0,-635.0,0.9998520419557735,0.0,1,0,0.017201575418260506,28.799999237060547,1,0.8660254037844387,0,100.0,0.9749279121818236,0.49999999999999994,-0.22252093395631434
0.00328,2025-01-01 03:00:00+00:00,11310.5,0.0,7.78249979019165,0.0,0.0,-306.0,0.9998520419557735,0.25,1,0,0.017201575418260506,29.51999855041504,1,0.7071067811865476,0,100.0,0.9749279121818236,0.7071067811865475,-0.22252093395631434
0.00068,2025-01-01 04:00:00+00:00,11135.25,0.0,7.682499885559082,0.0,0.0,0.0,0.9998520419557735,0.5,1,0,0.017201575418260506,28.799999237060547,1,0.5000000000000001,0,100.0,0.9749279121818236,0.8660254037844386,-0.22252093395631434
0.0,2025-01-01 05:00:00+00:00,11185.75,0.0,7.482499599456787,0.0,0.0,0.0,0.9998520419557735,0.25,1,0,0.017201575418260506,27.719999313354492,1,0.25881904510252074,0,100.0,0.9749279121818236,0.9659258262890683,-0.22252093395631434
0.00076,2025-01-01 06:00:00+00:00,11385.0,0.0,7.382499694824219,0.0,0.0,-223.0,0.9998520419557735,0.0,1,0,0.017201575418260506,27.0,1,6.123233995736766e-17,0,100.0,0.9749279121818236,1.0,-0.22252093395631434
0.00079,2025-01-01 07:00:00+00:00,11695.25,0.0,7.582499980926514,0.0,0.0,-648.0,0.9998520419557735,0.0,1,0,0.017201575418260506,28.799999237060547,1,-0.25881904510252063,0,100.0,0.9749279121818236,0.9659258262890683,-0.22252093395631434
0.00189,2025-01-01 08:00:00+00:00,12041.5,0.0,7.632499694824219,0.0,0.0,-629.0,0.9998520419557735,0.25,1,0,0.017201575418260506,28.440000534057617,1,-0.49999999999999983,0,100.0,0.9749279121818236,0.8660254037844387,-0.22252093395631434
0.0075,2025-01-01 09:00:00+00:00,12485.75,3.0,7.682499885559082,0.0,3.0,-305.0,0.9998520419557735,0.0,1,0,0.017201575418260506,26.639999389648438,1,-0.7071067811865475,0,100.0,0.9749279121818236,0.7071067811865476,-0.22252093395631434
0.02732,2025-01-01 10:00:00+00:00,13081.5,3.0,7.732499599456787,0.0,3.0,0.0,0.9998520419557735,0.5,1,0,0.017201575418260506,27.719999313354492,1,-0.8660254037844387,0,100.0,0.9749279121818236,0.49999999999999994,-0.22252093395631434
