Forecasted Load,forecast_date,target_datetime
12690.0,2025-01-16,2025-01-16 11:45:00+01:00
12530.0,2025-01-16,2025-01-16 12:00:00+01:00
12243.0,2025-01-16,2025-01-16 12:15:00+01:00
12068.0,2025-01-16,2025-01-16 12:30:00+01:00
12059.0,2025-01-16,2025-01-16 12:45:00+01:00
12043.0,2025-01-16,2025-01-16 13:00:00+01:00
12134.0,2025-01-16,2025-01-16 13:15:00+01:00
12137.0,2025-01-16,2025-01-16 13:30:00+01:00
12101.0,2025-01-16,2025-01-16 13:45:00+01:00
12099.0,2025-01-16,2025-01-16 14:00:00+01:00
12227.0,2025-01-16,2025-01-16 14:15:00+01:00
12404.0,2025-01-16,2025-01-16 14:30:00+01:00
12577.0,2025-01-16,2025-01-16 14:45:00+01:00
12741.0,2025-01-16,2025-01-16 15:00:00+01:00
12989.0,2025-01-16,2025-01-16 15:15:00+01:00
13276.0,2025-01-16,2025-01-16 15:30:00+01:00
13549.0,2025-01-16,2025-01-16 15:45:00+01:00
13775.0,2025-01-16,2025-01-16 16:00:00+01:00
13859.0,2025-01-16,2025-01-16 16:15:00+01:00
14023.0,2025-01-16,2025-01-16 16:30:00+01:00
14199.0,2025-01-16,2025-01-16 16:45:00+01:00
14356.0,2025-01-16,2025-01-16 17:00:00+01:00
14443.0,2025-01-16,2025-01-16 17:15:00+01:00
14555.0,2025-01-16,2025-01-16 17:30:00+01:00
14533.0,2025-01-16,2025-01-16 17:45:00+01:00
14442.0,2025-01-16,2025-01-16 18:00:00+01:00
14223.0,2025-01-16,2025-01-16 18:15:00+01:00
14087.0,2025-01-16,2025-01-16 18:30:00+01:00
13968.0,2025-01-16,2025-01-16 18:45:00+01:00
13844.0,2025-01-16,2025-01-16 19:00:00+01:00
13753.0,2025-01-16,2025-01-16 19:15:00+01:00
13725.0,2025-01-16,2025-01-16 19:30:00+01:00
13677.0,2025-01-16,2025-01-16 19:45:00+01:00
13569.0,2025-01-16,2025-01-16 20:00:00+01:00
13424.0,2025-01-16,2025-01-16 20:15:00+01:00
13309.0,2025-01-16,2025-01-16 20:30:00+01:00
13241.0,2025-01-16,2025-01-16 20:45:00+01:00
13101.0,2025-01-16,2025-01-16 21:00:00+01:00
12939.0,2025-01-16,2025-01-16 21:15:00+01:00
12777.0,2025-01-16,2025-01-16 21:30:00+01:00
12611.0,2025-01-16,2025-01-16 21:45:00+01:00
12441.0,2025-01-16,2025-01-16 22:00:00+01:00
12280.0,2025-01-16,2025-01-16 22:15:00+01:00
12083.0,2025-01-16,2025-01-16 22:30:00+01:00
11888.0,2025-01-16,2025-01-16 22:45:00+01:00
11638.0,2025-01-16,2025-01-16 23:00:00+01:00
11524.0,2025-01-16,2025-01-16 23:15:00+01:00
11351.0,2025-01-16,2025-01-16 23:30:00+01:00
11111.0,2025-01-16,2025-01-16 23:45:00+01:00
10987.0,2025-01-17,2025-01-17 00:00:00+01:00
11019.0,2025-01-17,2025-01-17 00:15:00+01:00
11120.0,2025-01-17,2025-01-17 00:30:00+01:00
11024.0,2025-01-17,2025-01-17 00:45:00+01:00
10931.0,2025-01-17,2025-01-17 01:00:00+01:00
10919.0,2025-01-17,2025-01-17 01:15:00+01:00
10870.0,2025-01-17,2025-01-17 01:30:00+01:00
10815.0,2025-01-17,2025-01-17 01:45:00+01:00
10741.0,2025-01-17,2025-01-17 02:00:00+01:00
10654.0,2025-01-17,2025-01-17 02:15:00+01:00
10576.0,2025-01-17,2025-01-17 02:30:00+01:00
10542.0,2025-01-17,2025-01-17 02:45:00+01:00
10501.0,2025-01-17,2025-01-17 03:00:00+01:00
10467.0,2025-01-17,2025-01-17 03:15:00+01:00
10389.0,2025-01-17,2025-01-17 03:30:00+01:00
10353.0,2025-01-17,2025-01-17 03:45:00+01:00
10406.0,2025-01-17,2025-01-17 04:00:00+01:00
10462.0,2025-01-17,2025-01-17 04:15:00+01:00
10447.0,2025-01-17,2025-01-17 04:30:00+01:00
10471.0,2025-01-17,2025-01-17 04:45:00+01:00
10483.0,2025-01-17,2025-01-17 05:00:00+01:00
10497.0,2025-01-17,2025-01-17 05:15:00+01:00
10581.0,2025-01-17,2025-01-17 05:30:00+01:00
10799.0,2025-01-17,2025-01-17 05:45:00+01:00
11111.0,2025-01-17,2025-01-17 06:00:00+01:00
11373.0,2025-01-17,2025-01-17 06:15:00+01:00
11561.0,2025-01-17,2025-01-17 06:30:00+01:00
11786.0,2025-01-17,2025-01-17 06:45:00+01:00
12119.0,2025-01-17,2025-01-17 07:00:00+01:00
12438.0,2025-01-17,2025-01-17 07:15:00+01:00
12680.0,2025-01-17,2025-01-17 07:30:00+01:00
12937.0,2025-01-17,2025-01-17 07:45:00+01:00
13165.0,2025-01-17,2025-01-17 08:00:00+01:00
13469.0,2025-01-17,2025-01-17 08:15:00+01:00
13652.0,2025-01-17,2025-01-17 08:30:00+01:00
13791.0,2025-01-17,2025-01-17 08:45:00+01:00
13872.0,2025-01-17,2025-01-17 09:00:00+01:00
13897.0,2025-01-17,2025-01-17 09:15:00+01:00
13833.0,2025-01-17,2025-01-17 09:30:00+01:00
13760.0,2025-01-17,2025-01-17 09:45:00+01:00
13596.0,2025-01-17,2025-01-17 10:00:00+01:00
13396.0,2025-01-17,2025-01-17 10:15:00+01:00
13267.0,2025-01-17,2025-01-17 10:30:00+01:00
13125.0,2025-01-17,2025-01-17 10:45:00+01:00
12962.0,2025-01-17,2025-01-17 11:00:00+01:00
12783.0,2025-01-17,2025-01-17 11:15:00+01:00
12699.0,2025-01-17,2025-01-17 11:30:00+01:00
12658.0,2025-01-17,2025-01-17 11:45:00+01:00
12654.0,2025-01-17,2025-01-17 12:00:00+01:00
12641.0,2025-01-17,2025-01-17 12:15:00+01:00
12658.0,2025-01-17,2025-01-17 12:30:00+01:00
12667.0,2025-01-17,2025-01-17 12:45:00+01:00
12694.0,2025-01-17,2025-01-17 13:00:00+01:00
12781.0,2025-01-17,2025-01-17 13:15:00+01:00
12853.0,2025-01-17,2025-01-17 13:30:00+01:00
12906.0,2025-01-17,2025-01-17 13:45:00+01:00
13019.0,2025-01-17,2025-01-17 14:00:00+01:00
13111.0,2025-01-17,2025-01-17 14:15:00+01:00
13211.0,2025-01-17,2025-01-17 14:30:00+01:00
13330.0,2025-01-17,2025-01-17 14:45:00+01:00
13524.0,2025-01-17,2025-01-17 15:00:00+01:00
13785.0,2025-01-17,2025-01-17 15:15:00+01:00
14093.0,2025-01-17,2025-01-17 15:30:00+01:00
14402.0,2025-01-17,2025-01-17 15:45:00+01:00
14657.0,2025-01-17,2025-01-17 16:00:00+01:00
14825.0,2025-01-17,2025-01-17 16:15:00+01:00
15044.0,2025-01-17,2025-01-17 16:30:00+01:00
15519.0,2025-01-17,2025-01-17 16:45:00+01:00
16014.0,2025-01-17,2025-01-17 17:00:00+01:00
15848.0,2025-01-17,2025-01-17 17:15:00+01:00
15674.0,2025-01-17,2025-01-17 17:30:00+01:00
15724.0,2025-01-17,2025-01-17 17:45:00+01:00
15635.0,2025-01-17,2025-01-17 18:00:00+01:00
15423.0,2025-01-17,2025-01-17 18:15:00+01:00
15292.0,2025-01-17,2025-01-17 18:30:00+01:00
15107.0,2025-01-17,2025-01-17 18:45:00+01:00
14978.0,2025-01-17,2025-01-17 19:00:00+01:00
14860.0,2025-01-17,2025-01-17 19:15:00+01:00
14721.0,2025-01-17,2025-01-17 19:30:00+01:00
14618.0,2025-01-17,2025-01-17 19:45:00+01:00
14486.0,2025-01-17,2025-01-17 20:00:00+01:00
14350.0,2025-01-17,2025-01-17 20:15:00+01:00
14213.0,2025-01-17,2025-01-17 20:30:00+01:00
14091.0,2025-01-17,2025-01-17 20:45:00+01:00
13969.0,2025-01-17,2025-01-17 21:00:00+01:00
13788.0,2025-01-17,2025-01-17 21:15:00+01:00
13695.0,2025-01-17,2025-01-17 21:30:00+01:00
13578.0,2025-01-17,2025-01-17 21:45:00+01:00
13487.0,2025-01-17,2025-01-17 22:00:00+01:00
13399.0,2025-01-17,2025-01-17 22:15:00+01:00
13262.0,2025-01-17,2025-01-17 22:30:00+01:00
13070.0,2025-01-17,2025-01-17 22:45:00+01:00
12895.0,2025-01-17,2025-01-17 23:00:00+01:00
12783.0,2025-01-17,2025-01-17 23:15:00+01:00
12672.0,2025-01-17,2025-01-17 23:30:00+01:00
12592.0,2025-01-17,2025-01-17 23:45:00+01:00
12481.0,2025-01-18,2025-01-18 00:00:00+01:00
12406.0,2025-01-18,2025-01-18 00:15:00+01:00
12235.0,2025-01-18,2025-01-18 00:30:00+01:00
12094.0,2025-01-18,2025-01-18 00:45:00+01:00
11963.0,2025-01-18,2025-01-18 01:00:00+01:00
11903.0,2025-01-18,2025-01-18 01:15:00+01:00
11861.0,2025-01-18,2025-01-18 01:30:00+01:00
11790.0,2025-01-18,2025-01-18 01:45:00+01:00
11766.0,2025-01-18,2025-01-18 02:00:00+01:00
11774.0,2025-01-18,2025-01-18 02:15:00+01:00
11752.0,2025-01-18,2025-01-18 02:30:00+01:00
11715.0,2025-01-18,2025-01-18 02:45:00+01:00
11698.0,2025-01-18,2025-01-18 03:00:00+01:00
11694.0,2025-01-18,2025-01-18 03:15:00+01:00
11651.0,2025-01-18,2025-01-18 03:30:00+01:00
11625.0,2025-01-18,2025-01-18 03:45:00+01:00
11619.0,2025-01-18,2025-01-18 04:00:00+01:00
11636.0,2025-01-18,2025-01-18 04:15:00+01:00
11658.0,2025-01-18,2025-01-18 04:30:00+01:00
11651.0,2025-01-18,2025-01-18 04:45:00+01:00
11651.0,2025-01-18,2025-01-18 05:00:00+01:00
11675.0,2025-01-18,2025-01-18 05:15:00+01:00
11734.0,2025-01-18,2025-01-18 05:30:00+01:00
11794.0,2025-01-18,2025-01-18 05:45:00+01:00
11871.0,2025-01-18,2025-01-18 06:00:00+01:00
11954.0,2025-01-18,2025-01-18 06:15:00+01:00
11959.0,2025-01-18,2025-01-18 06:30:00+01:00
12017.0,2025-01-18,2025-01-18 06:45:00+01:00
12172.0,2025-01-18,2025-01-18 07:00:00+01:00
12390.0,2025-01-18,2025-01-18 07:15:00+01:00
12589.0,2025-01-18,2025-01-18 07:30:00+01:00
12718.0,2025-01-18,2025-01-18 07:45:00+01:00
12850.0,2025-01-18,2025-01-18 08:00:00+01:00
13056.0,2025-01-18,2025-01-18 08:15:00+01:00
13194.0,2025-01-18,2025-01-18 08:30:00+01:00
13285.0,2025-01-18,2025-01-18 08:45:00+01:00
13437.0,2025-01-18,2025-01-18 09:00:00+01:00
13540.0,2025-01-18,2025-01-18 09:15:00+01:00
13557.0,2025-01-18,2025-01-18 09:30:00+01:00
13490.0,2025-01-18,2025-01-18 09:45:00+01:00
13417.0,2025-01-18,2025-01-18 10:00:00+01:00
13300.0,2025-01-18,2025-01-18 10:15:00+01:00
13182.0,2025-01-18,2025-01-18 10:30:00+01:00
13077.0,2025-01-18,2025-01-18 10:45:00+01:00
13041.0,2025-01-18,2025-01-18 11:00:00+01:00
12967.0,2025-01-18,2025-01-18 11:15:00+01:00
12875.0,2025-01-18,2025-01-18 11:30:00+01:00
12795.0,2025-01-18,2025-01-18 11:45:00+01:00
12721.0,2025-01-18,2025-01-18 12:00:00+01:00
12624.0,2025-01-18,2025-01-18 12:15:00+01:00
12611.0,2025-01-18,2025-01-18 12:30:00+01:00
12622.0,2025-01-18,2025-01-18 12:45:00+01:00
12652.0,2025-01-18,2025-01-18 13:00:00+01:00
12692.0,2025-01-18,2025-01-18 13:15:00+01:00
12719.0,2025-01-18,2025-01-18 13:30:00+01:00
12792.0,2025-01-18,2025-01-18 13:45:00+01:00
12763.0,2025-01-18,2025-01-18 14:00:00+01:00
12755.0,2025-01-18,2025-01-18 14:15:00+01:00
12863.0,2025-01-18,2025-01-18 14:30:00+01:00
13016.0,2025-01-18,2025-01-18 14:45:00+01:00
13042.0,2025-01-18,2025-01-18 15:00:00+01:00
13188.0,2025-01-18,2025-01-18 15:15:00+01:00
13375.0,2025-01-18,2025-01-18 15:30:00+01:00
13598.0,2025-01-18,2025-01-18 15:45:00+01:00
13761.0,2025-01-18,2025-01-18 16:00:00+01:00
13956.0,2025-01-18,2025-01-18 16:15:00+01:00
14232.0,2025-01-18,2025-01-18 16:30:00+01:00
14453.0,2025-01-18,2025-01-18 16:45:00+01:00
14649.0,2025-01-18,2025-01-18 17:00:00+01:00
14804.0,2025-01-18,2025-01-18 17:15:00+01:00
14986.0,2025-01-18,2025-01-18 17:30:00+01:00
15059.0,2025-01-18,2025-01-18 17:45:00+01:00
14953.0,2025-01-18,2025-01-18 18:00:00+01:00
14714.0,2025-01-18,2025-01-18 18:15:00+01:00
14586.0,2025-01-18,2025-01-18 18:30:00+01:00
14464.0,2025-01-18,2025-01-18 18:45:00+01:00
14356.0,2025-01-18,2025-01-18 19:00:00+01:00
14204.0,2025-01-18,2025-01-18 19:15:00+01:00
14062.0,2025-01-18,2025-01-18 19:30:00+01:00
13947.0,2025-01-18,2025-01-18 19:45:00+01:00
13878.0,2025-01-18,2025-01-18 20:00:00+01:00
13767.0,2025-01-18,2025-01-18 20:15:00+01:00
13640.0,2025-01-18,2025-01-18 20:30:00+01:00
13520.0,2025-01-18,2025-01-18 20:45:00+01:00
13431.0,2025-01-18,2025-01-18 21:00:00+01:00
13389.0,2025-01-18,2025-01-18 21:15:00+01:00
13333.0,2025-01-18,2025-01-18 21:30:00+01:00
13243.0,2025-01-18,2025-01-18 21:45:00+01:00
13091.0,2025-01-18,2025-01-18 22:00:00+01:00
12976.0,2025-01-18,2025-01-18 22:15:00+01:00
12828.0,2025-01-18,2025-01-18 22:30:00+01:00
12647.0,2025-01-18,2025-01-18 22:45:00+01:00
12496.0,2025-01-18,2025-01-18 23:00:00+01:00
12341.0,2025-01-18,2025-01-18 23:15:00+01:00
12183.0,2025-01-18,2025-01-18 23:30:00+01:00
12006.0,2025-01-18,2025-01-18 23:45:00+01:00
12326.0,2025-01-19,2025-01-19 00:00:00+01:00
12113.0,2025-01-19,2025-01-19 00:15:00+01:00
11929.0,2025-01-19,2025-01-19 00:30:00+01:00
11708.0,2025-01-19,2025-01-19 00:45:00+01:00
11554.0,2025-01-19,2025-01-19 01:00:00+01:00
11477.0,2025-01-19,2025-01-19 01:15:00+01:00
11353.0,2025-01-19,2025-01-19 01:30:00+01:00
11199.0,2025-01-19,2025-01-19 01:45:00+01:00
11076.0,2025-01-19,2025-01-19 02:00:00+01:00
11080.0,2025-01-19,2025-01-19 02:15:00+01:00
11079.0,2025-01-19,2025-01-19 02:30:00+01:00
11054.0,2025-01-19,2025-01-19 02:45:00+01:00
11088.0,2025-01-19,2025-01-19 03:00:00+01:00
11052.0,2025-01-19,2025-01-19 03:15:00+01:00
11010.0,2025-01-19,2025-01-19 03:30:00+01:00
10998.0,2025-01-19,2025-01-19 03:45:00+01:00
10938.0,2025-01-19,2025-01-19 04:00:00+01:00
10904.0,2025-01-19,2025-01-19 04:15:00+01:00
10852.0,2025-01-19,2025-01-19 04:30:00+01:00
10877.0,2025-01-19,2025-01-19 04:45:00+01:00
10983.0,2025-01-19,2025-01-19 05:00:00+01:00
11038.0,2025-01-19,2025-01-19 05:15:00+01:00
11096.0,2025-01-19,2025-01-19 05:30:00+01:00
11134.0,2025-01-19,2025-01-19 05:45:00+01:00
11204.0,2025-01-19,2025-01-19 06:00:00+01:00
11317.0,2025-01-19,2025-01-19 06:15:00+01:00
11407.0,2025-01-19,2025-01-19 06:30:00+01:00
11497.0,2025-01-19,2025-01-19 06:45:00+01:00
11631.0,2025-01-19,2025-01-19 07:00:00+01:00
11796.0,2025-01-19,2025-01-19 07:15:00+01:00
11931.0,2025-01-19,2025-01-19 07:30:00+01:00
12075.0,2025-01-19,2025-01-19 07:45:00+01:00
12343.0,2025-01-19,2025-01-19 08:00:00+01:00
12537.0,2025-01-19,2025-01-19 08:15:00+01:00
12708.0,2025-01-19,2025-01-19 08:30:00+01:00
12916.0,2025-01-19,2025-01-19 08:45:00+01:00
13107.0,2025-01-19,2025-01-19 09:00:00+01:00
13298.0,2025-01-19,2025-01-19 09:15:00+01:00
13387.0,2025-01-19,2025-01-19 09:30:00+01:00
13496.0,2025-01-19,2025-01-19 09:45:00+01:00
13478.0,2025-01-19,2025-01-19 10:00:00+01:00
13530.0,2025-01-19,2025-01-19 10:15:00+01:00
13577.0,2025-01-19,2025-01-19 10:30:00+01:00
13629.0,2025-01-19,2025-01-19 10:45:00+01:00
13686.0,2025-01-19,2025-01-19 11:00:00+01:00
13708.0,2025-01-19,2025-01-19 11:15:00+01:00
13690.0,2025-01-19,2025-01-19 11:30:00+01:00
13714.0,2025-01-19,2025-01-19 11:45:00+01:00
13836.0,2025-01-19,2025-01-19 12:00:00+01:00
13849.0,2025-01-19,2025-01-19 12:15:00+01:00
13874.0,2025-01-19,2025-01-19 12:30:00+01:00
13900.0,2025-01-19,2025-01-19 12:45:00+01:00
13778.0,2025-01-19,2025-01-19 13:00:00+01:00
13731.0,2025-01-19,2025-01-19 13:15:00+01:00
13780.0,2025-01-19,2025-01-19 13:30:00+01:00
13787.0,2025-01-19,2025-01-19 13:45:00+01:00
13855.0,2025-01-19,2025-01-19 14:00:00+01:00
13886.0,2025-01-19,2025-01-19 14:15:00+01:00
13942.0,2025-01-19,2025-01-19 14:30:00+01:00
13977.0,2025-01-19,2025-01-19 14:45:00+01:00
13981.0,2025-01-19,2025-01-19 15:00:00+01:00
14035.0,2025-01-19,2025-01-19 15:15:00+01:00
14113.0,2025-01-19,2025-01-19 15:30:00+01:00
14175.0,2025-01-19,2025-01-19 15:45:00+01:00
14277.0,2025-01-19,2025-01-19 16:00:00+01:00
14377.0,2025-01-19,2025-01-19 16:15:00+01:00
14605.0,2025-01-19,2025-01-19 16:30:00+01:00
14904.0,2025-01-19,2025-01-19 16:45:00+01:00
15204.0,2025-01-19,2025-01-19 17:00:00+01:00
15353.0,2025-01-19,2025-01-19 17:15:00+01:00
15489.0,2025-01-19,2025-01-19 17:30:00+01:00
15553.0,2025-01-19,2025-01-19 17:45:00+01:00
15587.0,2025-01-19,2025-01-19 18:00:00+01:00
15488.0,2025-01-19,2025-01-19 18:15:00+01:00
15368.0,2025-01-19,2025-01-19 18:30:00+01:00
15230.0,2025-01-19,2025-01-19 18:45:00+01:00
15167.0,2025-01-19,2025-01-19 19:00:00+01:00
15075.0,2025-01-19,2025-01-19 19:15:00+01:00
15054.0,2025-01-19,2025-01-19 19:30:00+01:00
15018.0,2025-01-19,2025-01-19 19:45:00+01:00
14838.0,2025-01-19,2025-01-19 20:00:00+01:00
14707.0,2025-01-19,2025-01-19 20:15:00+01:00
14540.0,2025-01-19,2025-01-19 20:30:00+01:00
14422.0,2025-01-19,2025-01-19 20:45:00+01:00
14320.0,2025-01-19,2025-01-19 21:00:00+01:00
14226.0,2025-01-19,2025-01-19 21:15:00+01:00
14108.0,2025-01-19,2025-01-19 21:30:00+01:00
13947.0,2025-01-19,2025-01-19 21:45:00+01:00
13790.0,2025-01-19,2025-01-19 22:00:00+01:00
13640.0,2025-01-19,2025-01-19 22:15:00+01:00
13500.0,2025-01-19,2025-01-19 22:30:00+01:00
13336.0,2025-01-19,2025-01-19 22:45:00+01:00
13188.0,2025-01-19,2025-01-19 23:00:00+01:00
13052.0,2025-01-19,2025-01-19 23:15:00+01:00
12924.0,2025-01-19,2025-01-19 23:30:00+01:00
12780.0,2025-01-19,2025-01-19 23:45:00+01:00
11457.0,2025-01-20,2025-01-20 00:00:00+01:00
11491.0,2025-01-20,2025-01-20 00:15:00+01:00
11451.0,2025-01-20,2025-01-20 00:30:00+01:00
11421.0,2025-01-20,2025-01-20 00:45:00+01:00
11320.0,2025-01-20,2025-01-20 01:00:00+01:00
11238.0,2025-01-20,2025-01-20 01:15:00+01:00
11150.0,2025-01-20,2025-01-20 01:30:00+01:00
11054.0,2025-01-20,2025-01-20 01:45:00+01:00
10978.0,2025-01-20,2025-01-20 02:00:00+01:00
10925.0,2025-01-20,2025-01-20 02:15:00+01:00
10875.0,2025-01-20,2025-01-20 02:30:00+01:00
10901.0,2025-01-20,2025-01-20 02:45:00+01:00
10890.0,2025-01-20,2025-01-20 03:00:00+01:00
10895.0,2025-01-20,2025-01-20 03:15:00+01:00
10871.0,2025-01-20,2025-01-20 03:30:00+01:00
10855.0,2025-01-20,2025-01-20 03:45:00+01:00
10846.0,2025-01-20,2025-01-20 04:00:00+01:00
10866.0,2025-01-20,2025-01-20 04:15:00+01:00
10845.0,2025-01-20,2025-01-20 04:30:00+01:00
10871.0,2025-01-20,2025-01-20 04:45:00+01:00
10949.0,2025-01-20,2025-01-20 05:00:00+01:00
11028.0,2025-01-20,2025-01-20 05:15:00+01:00
11046.0,2025-01-20,2025-01-20 05:30:00+01:00
11119.0,2025-01-20,2025-01-20 05:45:00+01:00
11288.0,2025-01-20,2025-01-20 06:00:00+01:00
11596.0,2025-01-20,2025-01-20 06:15:00+01:00
11794.0,2025-01-20,2025-01-20 06:30:00+01:00
12069.0,2025-01-20,2025-01-20 06:45:00+01:00
12421.0,2025-01-20,2025-01-20 07:00:00+01:00
12909.0,2025-01-20,2025-01-20 07:15:00+01:00
13283.0,2025-01-20,2025-01-20 07:30:00+01:00
13622.0,2025-01-20,2025-01-20 07:45:00+01:00
13908.0,2025-01-20,2025-01-20 08:00:00+01:00
14234.0,2025-01-20,2025-01-20 08:15:00+01:00
14453.0,2025-01-20,2025-01-20 08:30:00+01:00
14573.0,2025-01-20,2025-01-20 08:45:00+01:00
14715.0,2025-01-20,2025-01-20 09:00:00+01:00
14825.0,2025-01-20,2025-01-20 09:15:00+01:00
14807.0,2025-01-20,2025-01-20 09:30:00+01:00
14647.0,2025-01-20,2025-01-20 09:45:00+01:00
14572.0,2025-01-20,2025-01-20 10:00:00+01:00
14368.0,2025-01-20,2025-01-20 10:15:00+01:00
14210.0,2025-01-20,2025-01-20 10:30:00+01:00
14045.0,2025-01-20,2025-01-20 10:45:00+01:00
13912.0,2025-01-20,2025-01-20 11:00:00+01:00
13654.0,2025-01-20,2025-01-20 11:15:00+01:00
13480.0,2025-01-20,2025-01-20 11:30:00+01:00
13423.0,2025-01-20,2025-01-20 11:45:00+01:00
13369.0,2025-01-20,2025-01-20 12:00:00+01:00
13257.0,2025-01-20,2025-01-20 12:15:00+01:00
13142.0,2025-01-20,2025-01-20 12:30:00+01:00
13129.0,2025-01-20,2025-01-20 12:45:00+01:00
13194.0,2025-01-20,2025-01-20 13:00:00+01:00
13317.0,2025-01-20,2025-01-20 13:15:00+01:00
13431.0,2025-01-20,2025-01-20 13:30:00+01:00
13427.0,2025-01-20,2025-01-20 13:45:00+01:00
13428.0,2025-01-20,2025-01-20 14:00:00+01:00
13547.0,2025-01-20,2025-01-20 14:15:00+01:00
13592.0,2025-01-20,2025-01-20 14:30:00+01:00
13725.0,2025-01-20,2025-01-20 14:45:00+01:00
13921.0,2025-01-20,2025-01-20 15:00:00+01:00
14124.0,2025-01-20,2025-01-20 15:15:00+01:00
14282.0,2025-01-20,2025-01-20 15:30:00+01:00
14422.0,2025-01-20,2025-01-20 15:45:00+01:00
14672.0,2025-01-20,2025-01-20 16:00:00+01:00
14922.0,2025-01-20,2025-01-20 16:15:00+01:00
15151.0,2025-01-20,2025-01-20 16:30:00+01:00
15328.0,2025-01-20,2025-01-20 16:45:00+01:00
15494.0,2025-01-20,2025-01-20 17:00:00+01:00
15575.0,2025-01-20,2025-01-20 17:15:00+01:00
15681.0,2025-01-20,2025-01-20 17:30:00+01:00
15648.0,2025-01-20,2025-01-20 17:45:00+01:00
15409.0,2025-01-20,2025-01-20 18:00:00+01:00
15071.0,2025-01-20,2025-01-20 18:15:00+01:00
14894.0,2025-01-20,2025-01-20 18:30:00+01:00
14779.0,2025-01-20,2025-01-20 18:45:00+01:00
14592.0,2025-01-20,2025-01-20 19:00:00+01:00
14359.0,2025-01-20,2025-01-20 19:15:00+01:00
14198.0,2025-01-20,2025-01-20 19:30:00+01:00
14101.0,2025-01-20,2025-01-20 19:45:00+01:00
13885.0,2025-01-20,2025-01-20 20:00:00+01:00
13730.0,2025-01-20,2025-01-20 20:15:00+01:00
13526.0,2025-01-20,2025-01-20 20:30:00+01:00
13406.0,2025-01-20,2025-01-20 20:45:00+01:00
13260.0,2025-01-20,2025-01-20 21:00:00+01:00
13113.0,2025-01-20,2025-01-20 21:15:00+01:00
12929.0,2025-01-20,2025-01-20 21:30:00+01:00
12744.0,2025-01-20,2025-01-20 21:45:00+01:00
12563.0,2025-01-20,2025-01-20 22:00:00+01:00
12364.0,2025-01-20,2025-01-20 22:15:00+01:00
12134.0,2025-01-20,2025-01-20 22:30:00+01:00
12003.0,2025-01-20,2025-01-20 22:45:00+01:00
11872.0,2025-01-20,2025-01-20 23:00:00+01:00
11723.0,2025-01-20,2025-01-20 23:15:00+01:00
11547.0,2025-01-20,2025-01-20 23:30:00+01:00
11490.0,2025-01-20,2025-01-20 23:45:00+01:00
11388.0,2025-01-21,2025-01-21 00:00:00+01:00
11450.0,2025-01-21,2025-01-21 00:15:00+01:00
11275.0,2025-01-21,2025-01-21 00:30:00+01:00
11132.0,2025-01-21,2025-01-21 00:45:00+01:00
11078.0,2025-01-21,2025-01-21 01:00:00+01:00
10971.0,2025-01-21,2025-01-21 01:15:00+01:00
10850.0,2025-01-21,2025-01-21 01:30:00+01:00
10842.0,2025-01-21,2025-01-21 01:45:00+01:00
10797.0,2025-01-21,2025-01-21 02:00:00+01:00
10707.0,2025-01-21,2025-01-21 02:15:00+01:00
10572.0,2025-01-21,2025-01-21 02:30:00+01:00
10503.0,2025-01-21,2025-01-21 02:45:00+01:00
10528.0,2025-01-21,2025-01-21 03:00:00+01:00
10512.0,2025-01-21,2025-01-21 03:15:00+01:00
10508.0,2025-01-21,2025-01-21 03:30:00+01:00
10489.0,2025-01-21,2025-01-21 03:45:00+01:00
10499.0,2025-01-21,2025-01-21 04:00:00+01:00
10599.0,2025-01-21,2025-01-21 04:15:00+01:00
10632.0,2025-01-21,2025-01-21 04:30:00+01:00
10663.0,2025-01-21,2025-01-21 04:45:00+01:00
10802.0,2025-01-21,2025-01-21 05:00:00+01:00
10937.0,2025-01-21,2025-01-21 05:15:00+01:00
10976.0,2025-01-21,2025-01-21 05:30:00+01:00
11104.0,2025-01-21,2025-01-21 05:45:00+01:00
11293.0,2025-01-21,2025-01-21 06:00:00+01:00
11662.0,2025-01-21,2025-01-21 06:15:00+01:00
11919.0,2025-01-21,2025-01-21 06:30:00+01:00
12127.0,2025-01-21,2025-01-21 06:45:00+01:00
12389.0,2025-01-21,2025-01-21 07:00:00+01:00
12774.0,2025-01-21,2025-01-21 07:15:00+01:00
13093.0,2025-01-21,2025-01-21 07:30:00+01:00
13401.0,2025-01-21,2025-01-21 07:45:00+01:00
13713.0,2025-01-21,2025-01-21 08:00:00+01:00
14134.0,2025-01-21,2025-01-21 08:15:00+01:00
14390.0,2025-01-21,2025-01-21 08:30:00+01:00
14525.0,2025-01-21,2025-01-21 08:45:00+01:00
14640.0,2025-01-21,2025-01-21 09:00:00+01:00
14683.0,2025-01-21,2025-01-21 09:15:00+01:00
14734.0,2025-01-21,2025-01-21 09:30:00+01:00
14780.0,2025-01-21,2025-01-21 09:45:00+01:00
14818.0,2025-01-21,2025-01-21 10:00:00+01:00
14653.0,2025-01-21,2025-01-21 10:15:00+01:00
14605.0,2025-01-21,2025-01-21 10:30:00+01:00
14587.0,2025-01-21,2025-01-21 10:45:00+01:00
14577.0,2025-01-21,2025-01-21 11:00:00+01:00
14266.0,2025-01-21,2025-01-21 11:15:00+01:00
14056.0,2025-01-21,2025-01-21 11:30:00+01:00
12012.0,2025-01-21,2025-01-21 11:45:00+01:00
13883.0,2025-01-21,2025-01-21 12:00:00+01:00
