,Load,Price,Flow_BE_to_NL,Flow_NL_to_BE,Flow_DE_to_NL,Flow_NL_to_DE,Flow_GB_to_NL,Flow_NL_to_GB,Flow_DK_to_NL,Flow_NL_to_DK,Flow_NO_to_NL,Flow_NL_to_NO,Flow_BE,Flow_DE,Flow_GB,Flow_DK,Flow_NO,Total_Flow
1969-12-31 23:00:00+00:00,12821.558725263429,100.76792612673671,36.820424948594926,1429.8927347498286,726.3141828159835,1238.9897101697823,154.99271823867045,371.73691424655186,228.44600938967136,239.94280836534358,364.9547480287967,18.334590332533423,-1393.0723098012336,-512.6755273537988,-216.7441960078814,-11.49679897567222,346.6201576962633,-1787.3686744423228
