ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-05-22,0.07280551741272011,0.026484507841946524,0.11919183533940346,0.07280500575562233,0.07281971102261141,0.00021786821432982979,0.00021786821432982979,0.00021786821432982979,-0.012632268110971736,-0.012632268110971736,-0.012632268110971736,0.012850136325301567,0.012850136325301567,0.012850136325301567,0.0,0.0,0.0,0.07302338562704994
2025-05-23,0.07274248862156657,0.01505992801566317,0.11042160559054533,0.07264439933989303,0.07283800039100195,-0.009471486772538434,-0.009471486772538434,-0.009471486772538434,-0.012632268111212607,-0.012632268111212607,-0.012632268111212607,0.003160781338674174,0.003160781338674174,0.003160781338674174,0.0,0.0,0.0,0.06327100184902813
2025-05-24,0.07267945983041303,0.008273158844092165,0.10565058376986533,0.07246043954104382,0.07292302251729288,-0.015190045062534742,-0.015190045062534742,-0.015190045062534742,-0.012632268110940719,-0.012632268110940719,-0.012632268110940719,-0.002557776951594023,-0.002557776951594023,-0.002557776951594023,0.0,0.0,0.0,0.05748941476787829
2025-05-25,0.07261643103925948,-0.008224327375014372,0.09273525004259647,0.07224391692483334,0.07303387416935199,-0.03229518077383122,-0.03229518077383122,-0.03229518077383122,-0.01263226811118159,-0.01263226811118159,-0.01263226811118159,-0.019662912662649638,-0.019662912662649638,-0.019662912662649638,0.0,0.0,0.0,0.04032125026542826
