Price,target_datetime,Load,shortwave_radiation,temperature_2m,direct_normal_irradiance,diffuse_radiation,Flow_NO,yearday_cos,Flow_GB,month,is_dst,yearday_sin,is_non_working_day,hour_cos,is_weekend,cloud_cover,weekday_sin,hour_sin,weekday_cos
0.0,2025-05-31 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.9659258262890681,1,0.0,-0.9749279121818236,-0.25881904510252157,-0.2225209339563146
0.0,2025-05-31 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.8660254037844384,1,0.0,-0.9749279121818236,-0.5000000000000004,-0.2225209339563146
0.0,2025-05-31 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.7071067811865474,1,0.0,-0.9749279121818236,-0.7071067811865477,-0.2225209339563146
0.0,2025-05-31 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.5000000000000001,1,0.0,-0.9749279121818236,-0.8660254037844386,-0.2225209339563146
0.0,2025-05-31 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.2588190451025203,1,0.0,-0.9749279121818236,-0.9659258262890684,-0.2225209339563146
0.0,2025-05-31 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-1.8369701987210297e-16,1,0.0,-0.9749279121818236,-1.0,-0.2225209339563146
0.0,2025-05-31 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.25881904510252063,1,0.0,-0.9749279121818236,-0.9659258262890683,-0.2225209339563146
0.0,2025-05-31 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.5000000000000004,1,0.0,-0.9749279121818236,-0.8660254037844384,-0.2225209339563146
0.0,2025-05-31 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.7071067811865479,1,0.0,-0.9749279121818236,-0.7071067811865471,-0.2225209339563146
0.0,2025-05-31 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.8660254037844388,1,0.0,-0.9749279121818236,-0.4999999999999998,-0.2225209339563146
0.0,2025-05-31 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.9659258262890683,1,0.0,-0.9749279121818236,-0.2588190451025208,-0.2225209339563146
0.0,2025-05-31 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-1.0,1,0.0,-0.9749279121818236,1.2246467991473532e-16,-0.2225209339563146
0.0,2025-05-31 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.9659258262890682,1,0.0,-0.9749279121818236,0.258819045102521,-0.2225209339563146
0.0,2025-05-31 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.8660254037844387,1,0.0,-0.9749279121818236,0.49999999999999994,-0.2225209339563146
0.0,2025-05-31 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.7071067811865475,1,0.0,-0.9749279121818236,0.7071067811865476,-0.2225209339563146
0.0,2025-05-31 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.49999999999999983,1,0.0,-0.9749279121818236,0.8660254037844387,-0.2225209339563146
0.0,2025-05-31 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,-0.25881904510252063,1,0.0,-0.9749279121818236,0.9659258262890683,-0.2225209339563146
0.0,2025-05-31 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,6.123233995736766e-17,1,0.0,-0.9749279121818236,1.0,-0.2225209339563146
0.0,2025-05-31 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.25881904510252074,1,0.0,-0.9749279121818236,0.9659258262890683,-0.2225209339563146
0.0,2025-05-31 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.5000000000000001,1,0.0,-0.9749279121818236,0.8660254037844386,-0.2225209339563146
0.0,2025-05-31 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.7071067811865476,1,0.0,-0.9749279121818236,0.7071067811865475,-0.2225209339563146
0.0,2025-05-31 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.8660254037844387,1,0.0,-0.9749279121818236,0.49999999999999994,-0.2225209339563146
0.0,2025-05-31 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,0.9659258262890683,1,0.0,-0.9749279121818236,0.25881904510252074,-0.2225209339563146
0.0,2025-05-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556314858488706,0.0,5,1,0.5175855102531889,1,1.0,1,0.0,-0.9749279121818236,0.0,-0.2225209339563146
0.0,2025-05-30 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.9659258262890681,0,0.0,-0.433883739117558,-0.25881904510252157,-0.9009688679024191
0.0,2025-05-30 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.8660254037844384,0,0.0,-0.433883739117558,-0.5000000000000004,-0.9009688679024191
0.0,2025-05-30 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.7071067811865474,0,0.0,-0.433883739117558,-0.7071067811865477,-0.9009688679024191
0.0,2025-05-30 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.5000000000000001,0,0.0,-0.433883739117558,-0.8660254037844386,-0.9009688679024191
0.0,2025-05-30 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.2588190451025203,0,0.0,-0.433883739117558,-0.9659258262890684,-0.9009688679024191
0.0,2025-05-30 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-1.8369701987210297e-16,0,0.0,-0.433883739117558,-1.0,-0.9009688679024191
0.0,2025-05-30 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.25881904510252063,0,0.0,-0.433883739117558,-0.9659258262890683,-0.9009688679024191
0.0,2025-05-30 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.5000000000000004,0,0.0,-0.433883739117558,-0.8660254037844384,-0.9009688679024191
0.0,2025-05-30 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.7071067811865479,0,0.0,-0.433883739117558,-0.7071067811865471,-0.9009688679024191
0.0,2025-05-30 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.8660254037844388,0,0.0,-0.433883739117558,-0.4999999999999998,-0.9009688679024191
0.0,2025-05-30 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.9659258262890683,0,0.0,-0.433883739117558,-0.2588190451025208,-0.9009688679024191
0.0,2025-05-30 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-1.0,0,0.0,-0.433883739117558,1.2246467991473532e-16,-0.9009688679024191
0.0,2025-05-30 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.9659258262890682,0,0.0,-0.433883739117558,0.258819045102521,-0.9009688679024191
0.0,2025-05-30 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.8660254037844387,0,0.0,-0.433883739117558,0.49999999999999994,-0.9009688679024191
0.0,2025-05-30 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.7071067811865475,0,0.0,-0.433883739117558,0.7071067811865476,-0.9009688679024191
0.0,2025-05-30 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.49999999999999983,0,0.0,-0.433883739117558,0.8660254037844387,-0.9009688679024191
0.0,2025-05-30 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,-0.25881904510252063,0,0.0,-0.433883739117558,0.9659258262890683,-0.9009688679024191
0.0,2025-05-30 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,6.123233995736766e-17,0,0.0,-0.433883739117558,1.0,-0.9009688679024191
0.0,2025-05-30 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.25881904510252074,0,0.0,-0.433883739117558,0.9659258262890683,-0.9009688679024191
0.0,2025-05-30 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.5000000000000001,0,0.0,-0.433883739117558,0.8660254037844386,-0.9009688679024191
0.0,2025-05-30 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.7071067811865476,0,0.0,-0.433883739117558,0.7071067811865475,-0.9009688679024191
0.0,2025-05-30 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.8660254037844387,0,0.0,-0.433883739117558,0.49999999999999994,-0.9009688679024191
0.0,2025-05-30 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,0.9659258262890683,0,0.0,-0.433883739117558,0.25881904510252074,-0.9009688679024191
0.0,2025-05-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8466016020976267,0.0,5,1,0.5322271388474397,0,1.0,0,0.0,-0.433883739117558,0.0,-0.9009688679024191
0.0,2025-05-29 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8373211953118121,0.0,5,1,0.5467112728685939,1,0.9659258262890681,0,0.0,0.43388373911755823,-0.25881904510252157,-0.900968867902419
0.0,2025-05-29 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8373211953118121,0.0,5,1,0.5467112728685939,1,0.8660254037844384,0,0.0,0.43388373911755823,-0.5000000000000004,-0.900968867902419
0.0,2025-05-29 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8373211953118121,0.0,5,1,0.5467112728685939,1,0.7071067811865474,0,0.0,0.43388373911755823,-0.7071067811865477,-0.900968867902419
0.0,2025-05-29 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8373211953118121,0.0,5,1,0.5467112728685939,1,0.5000000000000001,0,0.0,0.43388373911755823,-0.8660254037844386,-0.900968867902419
0.0,2025-05-29 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8373211953118121,0.0,5,1,0.5467112728685939,1,0.2588190451025203,0,0.0,0.43388373911755823,-0.9659258262890684,-0.900968867902419
0.0,2025-05-29 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8373211953118121,0.0,5,1,0.5467112728685939,1,-1.8369701987210297e-16,0,0.0,0.43388373911755823,-1.0,-0.900968867902419
